"sample_ID","sample_name","analyte","group","extraction_sequence","extract_code","extract","fraction","ppb_blank_corr","ug_g","mg_g"
"CRESS_019","61049_51_BTM","Li","CMMs and metals","Soil Sequence","B","B: water","B: water-extractable",0,0.01,0
"CRESS_019","61049_51_BTM","Mg","cations","Soil Sequence","B","B: water","B: water-extractable",459.94,9.2,0.01
"CRESS_019","61049_51_BTM","Al","cations","Soil Sequence","B","B: water","B: water-extractable",517.65,10.35,0.01
"CRESS_019","61049_51_BTM","Si","CMMs and metals","Soil Sequence","B","B: water","B: water-extractable",3033.8,60.68,0.06
"CRESS_019","61049_51_BTM","K","cations","Soil Sequence","B","B: water","B: water-extractable",867.8,17.46,0.02
"CRESS_019","61049_51_BTM","Ca","cations","Soil Sequence","B","B: water","B: water-extractable",996.8,19.94,0.02
"CRESS_019","61049_51_BTM","Mn","CMMs and metals","Soil Sequence","B","B: water","B: water-extractable",3.93,0.08,0
"CRESS_019","61049_51_BTM","Fe","CMMs and metals","Soil Sequence","B","B: water","B: water-extractable",221.97,4.44,0
"CRESS_019","61049_51_BTM","Co","CMMs and metals","Soil Sequence","B","B: water","B: water-extractable",0.03,0,0
"CRESS_019","61049_51_BTM","Ni","CMMs and metals","Soil Sequence","B","B: water","B: water-extractable",0.24,0,0
"CRESS_019","61049_51_BTM","Cu","CMMs and metals","Soil Sequence","B","B: water","B: water-extractable",5.76,0.12,0
"CRESS_019","61049_51_BTM","Zn","CMMs and metals","Soil Sequence","B","B: water","B: water-extractable",3.6,0.11,0
"CRESS_019","61049_51_BTM","Sr","CMMs and metals","Soil Sequence","B","B: water","B: water-extractable",12.81,0.26,0
"CRESS_019","61049_51_BTM","Ba","CMMs and metals","Soil Sequence","B","B: water","B: water-extractable",3.08,0.06,0
"CRESS_019","61049_51_BTM","La","REEs","Soil Sequence","B","B: water","B: water-extractable",0.09,0,0
"CRESS_019","61049_51_BTM","Ce","REEs","Soil Sequence","B","B: water","B: water-extractable",0.22,0,0
"CRESS_019","61049_51_BTM","Pr","REEs","Soil Sequence","B","B: water","B: water-extractable",0.01,0,0
"CRESS_019","61049_51_BTM","Nd","REEs","Soil Sequence","B","B: water","B: water-extractable",0.09,0,0
"CRESS_019","61049_51_BTM","Sm","REEs","Soil Sequence","B","B: water","B: water-extractable",0,0,0
"CRESS_019","61049_51_BTM","Eu","REEs","Soil Sequence","B","B: water","B: water-extractable",0,0,0
"CRESS_019","61049_51_BTM","Gd","REEs","Soil Sequence","B","B: water","B: water-extractable",0.01,0,0
"CRESS_019","61049_51_BTM","Tb","REEs","Soil Sequence","B","B: water","B: water-extractable",0,0,0
"CRESS_019","61049_51_BTM","Dy","REEs","Soil Sequence","B","B: water","B: water-extractable",0,0,0
"CRESS_019","61049_51_BTM","Ho","REEs","Soil Sequence","B","B: water","B: water-extractable",0,0,0
"CRESS_019","61049_51_BTM","Er","REEs","Soil Sequence","B","B: water","B: water-extractable",0,0,0
"CRESS_019","61049_51_BTM","Tm","REEs","Soil Sequence","B","B: water","B: water-extractable",0,0,0
"CRESS_019","61049_51_BTM","Yb","REEs","Soil Sequence","B","B: water","B: water-extractable",0,0,0
"CRESS_019","61049_51_BTM","Lu","REEs","Soil Sequence","B","B: water","B: water-extractable",0,0,0
"CRESS_019","61049_51_BTM","Sc",,"Soil Sequence","B","B: water","B: water-extractable",0,0,0
"CRESS_019","61049_51_BTM","Cr",,"Soil Sequence","B","B: water","B: water-extractable",0,0,0
"CRESS_019","61049_51_BTM","Y",,"Soil Sequence","B","B: water","B: water-extractable",0,0,0
"CRESS_019","61049_51_BTM","Mo",,"Soil Sequence","B","B: water","B: water-extractable",0,0,0
"CRESS_020","61049_51_BTM","Li","CMMs and metals","Soil Sequence","B","B: water","B: water-extractable",0,0.02,0
"CRESS_020","61049_51_BTM","Mg","cations","Soil Sequence","B","B: water","B: water-extractable",527.75,10.56,0.01
"CRESS_020","61049_51_BTM","Al","cations","Soil Sequence","B","B: water","B: water-extractable",625.01,12.5,0.01
"CRESS_020","61049_51_BTM","Si","CMMs and metals","Soil Sequence","B","B: water","B: water-extractable",3623.63,72.47,0.07
"CRESS_020","61049_51_BTM","K","cations","Soil Sequence","B","B: water","B: water-extractable",963.63,19.37,0.02
"CRESS_020","61049_51_BTM","Ca","cations","Soil Sequence","B","B: water","B: water-extractable",1058.85,21.18,0.02
"CRESS_020","61049_51_BTM","Mn","CMMs and metals","Soil Sequence","B","B: water","B: water-extractable",5.57,0.11,0
"CRESS_020","61049_51_BTM","Fe","CMMs and metals","Soil Sequence","B","B: water","B: water-extractable",285.95,5.72,0.01
"CRESS_020","61049_51_BTM","Co","CMMs and metals","Soil Sequence","B","B: water","B: water-extractable",0.06,0,0
"CRESS_020","61049_51_BTM","Ni","CMMs and metals","Soil Sequence","B","B: water","B: water-extractable",0.27,0.01,0
"CRESS_020","61049_51_BTM","Cu","CMMs and metals","Soil Sequence","B","B: water","B: water-extractable",6.87,0.14,0
"CRESS_020","61049_51_BTM","Zn","CMMs and metals","Soil Sequence","B","B: water","B: water-extractable",4.55,0.13,0
"CRESS_020","61049_51_BTM","Sr","CMMs and metals","Soil Sequence","B","B: water","B: water-extractable",13.55,0.27,0
"CRESS_020","61049_51_BTM","Ba","CMMs and metals","Soil Sequence","B","B: water","B: water-extractable",3.42,0.07,0
"CRESS_020","61049_51_BTM","La","REEs","Soil Sequence","B","B: water","B: water-extractable",0.14,0,0
"CRESS_020","61049_51_BTM","Ce","REEs","Soil Sequence","B","B: water","B: water-extractable",0.26,0.01,0
"CRESS_020","61049_51_BTM","Pr","REEs","Soil Sequence","B","B: water","B: water-extractable",0.02,0,0
"CRESS_020","61049_51_BTM","Nd","REEs","Soil Sequence","B","B: water","B: water-extractable",0.12,0,0
"CRESS_020","61049_51_BTM","Sm","REEs","Soil Sequence","B","B: water","B: water-extractable",0.01,0,0
"CRESS_020","61049_51_BTM","Eu","REEs","Soil Sequence","B","B: water","B: water-extractable",0,0,0
"CRESS_020","61049_51_BTM","Gd","REEs","Soil Sequence","B","B: water","B: water-extractable",0.01,0,0
"CRESS_020","61049_51_BTM","Tb","REEs","Soil Sequence","B","B: water","B: water-extractable",0,0,0
"CRESS_020","61049_51_BTM","Dy","REEs","Soil Sequence","B","B: water","B: water-extractable",0,0,0
"CRESS_020","61049_51_BTM","Ho","REEs","Soil Sequence","B","B: water","B: water-extractable",0,0,0
"CRESS_020","61049_51_BTM","Er","REEs","Soil Sequence","B","B: water","B: water-extractable",0,0,0
"CRESS_020","61049_51_BTM","Tm","REEs","Soil Sequence","B","B: water","B: water-extractable",0,0,0
"CRESS_020","61049_51_BTM","Yb","REEs","Soil Sequence","B","B: water","B: water-extractable",0,0,0
"CRESS_020","61049_51_BTM","Lu","REEs","Soil Sequence","B","B: water","B: water-extractable",0,0,0
"CRESS_020","61049_51_BTM","Sc",,"Soil Sequence","B","B: water","B: water-extractable",0,0,0
"CRESS_020","61049_51_BTM","Cr",,"Soil Sequence","B","B: water","B: water-extractable",0,0,0
"CRESS_020","61049_51_BTM","Y",,"Soil Sequence","B","B: water","B: water-extractable",0,0,0
"CRESS_020","61049_51_BTM","Mo",,"Soil Sequence","B","B: water","B: water-extractable",0,0,0
"CRESS_021","61049_51_BTM","Li","CMMs and metals","Soil Sequence","B","B: water","B: water-extractable",0,0,0
"CRESS_021","61049_51_BTM","Mg","cations","Soil Sequence","B","B: water","B: water-extractable",467.67,9.36,0.01
"CRESS_021","61049_51_BTM","Al","cations","Soil Sequence","B","B: water","B: water-extractable",390.92,7.82,0.01
"CRESS_021","61049_51_BTM","Si","CMMs and metals","Soil Sequence","B","B: water","B: water-extractable",2847.07,56.94,0.06
"CRESS_021","61049_51_BTM","K","cations","Soil Sequence","B","B: water","B: water-extractable",1001.33,20.13,0.02
"CRESS_021","61049_51_BTM","Ca","cations","Soil Sequence","B","B: water","B: water-extractable",1058.29,21.17,0.02
"CRESS_021","61049_51_BTM","Mn","CMMs and metals","Soil Sequence","B","B: water","B: water-extractable",3.32,0.07,0
"CRESS_021","61049_51_BTM","Fe","CMMs and metals","Soil Sequence","B","B: water","B: water-extractable",172.3,3.45,0
"CRESS_021","61049_51_BTM","Co","CMMs and metals","Soil Sequence","B","B: water","B: water-extractable",0.03,0,0
"CRESS_021","61049_51_BTM","Ni","CMMs and metals","Soil Sequence","B","B: water","B: water-extractable",0.22,0,0
"CRESS_021","61049_51_BTM","Cu","CMMs and metals","Soil Sequence","B","B: water","B: water-extractable",5.74,0.11,0
"CRESS_021","61049_51_BTM","Zn","CMMs and metals","Soil Sequence","B","B: water","B: water-extractable",2.64,0.09,0
"CRESS_021","61049_51_BTM","Sr","CMMs and metals","Soil Sequence","B","B: water","B: water-extractable",13.81,0.28,0
"CRESS_021","61049_51_BTM","Ba","CMMs and metals","Soil Sequence","B","B: water","B: water-extractable",3.04,0.06,0
"CRESS_021","61049_51_BTM","La","REEs","Soil Sequence","B","B: water","B: water-extractable",0.08,0,0
"CRESS_021","61049_51_BTM","Ce","REEs","Soil Sequence","B","B: water","B: water-extractable",0.16,0,0
"CRESS_021","61049_51_BTM","Pr","REEs","Soil Sequence","B","B: water","B: water-extractable",0,0,0
"CRESS_021","61049_51_BTM","Nd","REEs","Soil Sequence","B","B: water","B: water-extractable",0.06,0,0
"CRESS_021","61049_51_BTM","Sm","REEs","Soil Sequence","B","B: water","B: water-extractable",0,0,0
"CRESS_021","61049_51_BTM","Eu","REEs","Soil Sequence","B","B: water","B: water-extractable",0,0,0
"CRESS_021","61049_51_BTM","Gd","REEs","Soil Sequence","B","B: water","B: water-extractable",0,0,0
"CRESS_021","61049_51_BTM","Tb","REEs","Soil Sequence","B","B: water","B: water-extractable",0,0,0
"CRESS_021","61049_51_BTM","Dy","REEs","Soil Sequence","B","B: water","B: water-extractable",0,0,0
"CRESS_021","61049_51_BTM","Ho","REEs","Soil Sequence","B","B: water","B: water-extractable",0,0,0
"CRESS_021","61049_51_BTM","Er","REEs","Soil Sequence","B","B: water","B: water-extractable",0,0,0
"CRESS_021","61049_51_BTM","Tm","REEs","Soil Sequence","B","B: water","B: water-extractable",0,0,0
"CRESS_021","61049_51_BTM","Yb","REEs","Soil Sequence","B","B: water","B: water-extractable",0,0,0
"CRESS_021","61049_51_BTM","Lu","REEs","Soil Sequence","B","B: water","B: water-extractable",0,0,0
"CRESS_021","61049_51_BTM","Sc",,"Soil Sequence","B","B: water","B: water-extractable",0,0,0
"CRESS_021","61049_51_BTM","Cr",,"Soil Sequence","B","B: water","B: water-extractable",0,0,0
"CRESS_021","61049_51_BTM","Y",,"Soil Sequence","B","B: water","B: water-extractable",0,0,0
"CRESS_021","61049_51_BTM","Mo",,"Soil Sequence","B","B: water","B: water-extractable",0,0,0
"CRESS_001","GCREW-A","Li","CMMs and metals","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",0,0,0
"CRESS_001","GCREW-A","Mg","cations","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",9617.75,192.48,0.19
"CRESS_001","GCREW-A","Al","cations","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",43224.29,865.18,0.87
"CRESS_001","GCREW-A","Si","CMMs and metals","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",1768.69,35.37,0.04
"CRESS_001","GCREW-A","K","cations","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",11714.94,234.3,0.23
"CRESS_001","GCREW-A","Ca","cations","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",1426.59,30.77,0.03
"CRESS_001","GCREW-A","Mn","CMMs and metals","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",74.88,1.5,0
"CRESS_001","GCREW-A","Fe","CMMs and metals","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",89069.56,1781.54,1.78
"CRESS_001","GCREW-A","Co","CMMs and metals","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",7.67,0.15,0
"CRESS_001","GCREW-A","Ni","CMMs and metals","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",30.81,0.62,0
"CRESS_001","GCREW-A","Cu","CMMs and metals","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",65.12,1.61,0
"CRESS_001","GCREW-A","Zn","CMMs and metals","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",309.07,6.26,0.01
"CRESS_001","GCREW-A","Sr","CMMs and metals","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",123.35,2.47,0
"CRESS_001","GCREW-A","Ba","CMMs and metals","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",216.29,4.41,0
"CRESS_001","GCREW-A","La","REEs","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",35.15,0.7,0
"CRESS_001","GCREW-A","Ce","REEs","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",110.34,2.21,0
"CRESS_001","GCREW-A","Pr","REEs","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",8.8,0.18,0
"CRESS_001","GCREW-A","Nd","REEs","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",33.45,0.67,0
"CRESS_001","GCREW-A","Sm","REEs","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",5.62,0.11,0
"CRESS_001","GCREW-A","Eu","REEs","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",0.94,0.02,0
"CRESS_001","GCREW-A","Gd","REEs","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",5.6,0.11,0
"CRESS_001","GCREW-A","Tb","REEs","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",0.79,0.02,0
"CRESS_001","GCREW-A","Dy","REEs","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",4.77,0.1,0
"CRESS_001","GCREW-A","Ho","REEs","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",0.52,0.01,0
"CRESS_001","GCREW-A","Er","REEs","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",1.86,0.04,0
"CRESS_001","GCREW-A","Tm","REEs","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",0,0,0
"CRESS_001","GCREW-A","Yb","REEs","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",1.04,0.02,0
"CRESS_001","GCREW-A","Lu","REEs","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",0,0,0
"CRESS_001","GCREW-A","Sc",,"Soil Sequence","C","C: HCl","C: poorly crystalline Fe",0,0,0
"CRESS_001","GCREW-A","Cr",,"Soil Sequence","C","C: HCl","C: poorly crystalline Fe",0,0,0
"CRESS_001","GCREW-A","Y",,"Soil Sequence","C","C: HCl","C: poorly crystalline Fe",0,0,0
"CRESS_001","GCREW-A","Mo",,"Soil Sequence","C","C: HCl","C: poorly crystalline Fe",0,0,0
"CRESS_002","GCREW-A","Li","CMMs and metals","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",5.13,0.32,0
"CRESS_002","GCREW-A","Mg","cations","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",9396.83,188.06,0.19
"CRESS_002","GCREW-A","Al","cations","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",42070.51,842.11,0.84
"CRESS_002","GCREW-A","Si","CMMs and metals","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",1824.46,36.49,0.04
"CRESS_002","GCREW-A","K","cations","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",11112.89,222.26,0.22
"CRESS_002","GCREW-A","Ca","cations","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",1384.92,29.93,0.03
"CRESS_002","GCREW-A","Mn","CMMs and metals","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",67.33,1.35,0
"CRESS_002","GCREW-A","Fe","CMMs and metals","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",85444.32,1709.04,1.71
"CRESS_002","GCREW-A","Co","CMMs and metals","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",7.11,0.14,0
"CRESS_002","GCREW-A","Ni","CMMs and metals","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",30.46,0.61,0
"CRESS_002","GCREW-A","Cu","CMMs and metals","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",63.61,1.58,0
"CRESS_002","GCREW-A","Zn","CMMs and metals","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",313.09,6.34,0.01
"CRESS_002","GCREW-A","Sr","CMMs and metals","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",117.7,2.35,0
"CRESS_002","GCREW-A","Ba","CMMs and metals","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",202.65,4.14,0
"CRESS_002","GCREW-A","La","REEs","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",33.91,0.68,0
"CRESS_002","GCREW-A","Ce","REEs","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",105.58,2.11,0
"CRESS_002","GCREW-A","Pr","REEs","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",8.13,0.16,0
"CRESS_002","GCREW-A","Nd","REEs","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",31.85,0.64,0
"CRESS_002","GCREW-A","Sm","REEs","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",5.47,0.11,0
"CRESS_002","GCREW-A","Eu","REEs","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",1.05,0.02,0
"CRESS_002","GCREW-A","Gd","REEs","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",5.67,0.11,0
"CRESS_002","GCREW-A","Tb","REEs","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",0.71,0.01,0
"CRESS_002","GCREW-A","Dy","REEs","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",4.33,0.09,0
"CRESS_002","GCREW-A","Ho","REEs","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",0.55,0.01,0
"CRESS_002","GCREW-A","Er","REEs","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",1.88,0.04,0
"CRESS_002","GCREW-A","Tm","REEs","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",0,0,0
"CRESS_002","GCREW-A","Yb","REEs","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",1.02,0.02,0
"CRESS_002","GCREW-A","Lu","REEs","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",0,0,0
"CRESS_002","GCREW-A","Sc",,"Soil Sequence","C","C: HCl","C: poorly crystalline Fe",0,0,0
"CRESS_002","GCREW-A","Cr",,"Soil Sequence","C","C: HCl","C: poorly crystalline Fe",0,0,0
"CRESS_002","GCREW-A","Y",,"Soil Sequence","C","C: HCl","C: poorly crystalline Fe",0,0,0
"CRESS_002","GCREW-A","Mo",,"Soil Sequence","C","C: HCl","C: poorly crystalline Fe",0,0,0
"CRESS_003","GCREW-A","Li","CMMs and metals","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",4.95,0.32,0
"CRESS_003","GCREW-A","Mg","cations","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",9975.6,199.63,0.2
"CRESS_003","GCREW-A","Al","cations","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",45007.45,900.84,0.9
"CRESS_003","GCREW-A","Si","CMMs and metals","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",2012.22,40.24,0.04
"CRESS_003","GCREW-A","K","cations","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",12072.14,241.44,0.24
"CRESS_003","GCREW-A","Ca","cations","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",1397.15,30.18,0.03
"CRESS_003","GCREW-A","Mn","CMMs and metals","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",73.17,1.46,0
"CRESS_003","GCREW-A","Fe","CMMs and metals","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",92282.85,1845.81,1.85
"CRESS_003","GCREW-A","Co","CMMs and metals","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",6.98,0.14,0
"CRESS_003","GCREW-A","Ni","CMMs and metals","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",30.76,0.62,0
"CRESS_003","GCREW-A","Cu","CMMs and metals","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",69.16,1.69,0
"CRESS_003","GCREW-A","Zn","CMMs and metals","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",326.77,6.62,0.01
"CRESS_003","GCREW-A","Sr","CMMs and metals","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",115.85,2.32,0
"CRESS_003","GCREW-A","Ba","CMMs and metals","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",215.18,4.39,0
"CRESS_003","GCREW-A","La","REEs","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",35.54,0.71,0
"CRESS_003","GCREW-A","Ce","REEs","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",110.94,2.22,0
"CRESS_003","GCREW-A","Pr","REEs","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",8.74,0.17,0
"CRESS_003","GCREW-A","Nd","REEs","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",32.68,0.65,0
"CRESS_003","GCREW-A","Sm","REEs","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",5.41,0.11,0
"CRESS_003","GCREW-A","Eu","REEs","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",0.99,0.02,0
"CRESS_003","GCREW-A","Gd","REEs","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",5.3,0.11,0
"CRESS_003","GCREW-A","Tb","REEs","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",0.77,0.02,0
"CRESS_003","GCREW-A","Dy","REEs","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",4.39,0.09,0
"CRESS_003","GCREW-A","Ho","REEs","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",0.53,0.01,0
"CRESS_003","GCREW-A","Er","REEs","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",1.68,0.03,0
"CRESS_003","GCREW-A","Tm","REEs","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",0,0,0
"CRESS_003","GCREW-A","Yb","REEs","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",1.07,0.02,0
"CRESS_003","GCREW-A","Lu","REEs","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",0,0,0
"CRESS_003","GCREW-A","Sc",,"Soil Sequence","C","C: HCl","C: poorly crystalline Fe",0,0,0
"CRESS_003","GCREW-A","Cr",,"Soil Sequence","C","C: HCl","C: poorly crystalline Fe",0,0,0
"CRESS_003","GCREW-A","Y",,"Soil Sequence","C","C: HCl","C: poorly crystalline Fe",0,0,0
"CRESS_003","GCREW-A","Mo",,"Soil Sequence","C","C: HCl","C: poorly crystalline Fe",0,0,0
"CRESS_004","61049_53_TOP","Li","CMMs and metals","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",0,0,0
"CRESS_004","61049_53_TOP","Mg","cations","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",5139.46,102.91,0.1
"CRESS_004","61049_53_TOP","Al","cations","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",12629.48,253.28,0.25
"CRESS_004","61049_53_TOP","Si","CMMs and metals","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",2908.82,58.18,0.06
"CRESS_004","61049_53_TOP","K","cations","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",10209.49,204.19,0.2
"CRESS_004","61049_53_TOP","Ca","cations","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",7049.73,143.23,0.14
"CRESS_004","61049_53_TOP","Mn","CMMs and metals","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",2800.11,56,0.06
"CRESS_004","61049_53_TOP","Fe","CMMs and metals","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",32434.7,648.85,0.65
"CRESS_004","61049_53_TOP","Co","CMMs and metals","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",29.86,0.6,0
"CRESS_004","61049_53_TOP","Ni","CMMs and metals","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",13.01,0.26,0
"CRESS_004","61049_53_TOP","Cu","CMMs and metals","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",57.72,1.46,0
"CRESS_004","61049_53_TOP","Zn","CMMs and metals","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",116.07,2.4,0
"CRESS_004","61049_53_TOP","Sr","CMMs and metals","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",543.22,10.86,0.01
"CRESS_004","61049_53_TOP","Ba","CMMs and metals","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",2671.58,53.52,0.05
"CRESS_004","61049_53_TOP","La","REEs","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",78.64,1.57,0
"CRESS_004","61049_53_TOP","Ce","REEs","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",188.15,3.76,0
"CRESS_004","61049_53_TOP","Pr","REEs","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",22.45,0.45,0
"CRESS_004","61049_53_TOP","Nd","REEs","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",97.13,1.94,0
"CRESS_004","61049_53_TOP","Sm","REEs","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",23.7,0.47,0
"CRESS_004","61049_53_TOP","Eu","REEs","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",5.87,0.12,0
"CRESS_004","61049_53_TOP","Gd","REEs","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",25.41,0.51,0
"CRESS_004","61049_53_TOP","Tb","REEs","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",3.36,0.07,0
"CRESS_004","61049_53_TOP","Dy","REEs","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",18.33,0.37,0
"CRESS_004","61049_53_TOP","Ho","REEs","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",3.02,0.06,0
"CRESS_004","61049_53_TOP","Er","REEs","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",8.4,0.17,0
"CRESS_004","61049_53_TOP","Tm","REEs","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",0.8,0.02,0
"CRESS_004","61049_53_TOP","Yb","REEs","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",5.64,0.11,0
"CRESS_004","61049_53_TOP","Lu","REEs","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",0.58,0.01,0
"CRESS_004","61049_53_TOP","Sc",,"Soil Sequence","C","C: HCl","C: poorly crystalline Fe",0,0,0
"CRESS_004","61049_53_TOP","Cr",,"Soil Sequence","C","C: HCl","C: poorly crystalline Fe",0,0,0
"CRESS_004","61049_53_TOP","Y",,"Soil Sequence","C","C: HCl","C: poorly crystalline Fe",0,0,0
"CRESS_004","61049_53_TOP","Mo",,"Soil Sequence","C","C: HCl","C: poorly crystalline Fe",0,0,0
"CRESS_005","61049_53_TOP","Li","CMMs and metals","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",0.9,0.23,0
"CRESS_005","61049_53_TOP","Mg","cations","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",4405.62,88.23,0.09
"CRESS_005","61049_53_TOP","Al","cations","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",11292.14,226.54,0.23
"CRESS_005","61049_53_TOP","Si","CMMs and metals","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",2701.21,54.02,0.05
"CRESS_005","61049_53_TOP","K","cations","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",9132.17,182.64,0.18
"CRESS_005","61049_53_TOP","Ca","cations","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",6448.74,131.21,0.13
"CRESS_005","61049_53_TOP","Mn","CMMs and metals","Soil Sequence","C","C: HCl","C: poorly crystalline Fe",2433.42,48.67,0.05
