datafile,hystarid,is_qc,is_srfa,count_shield,mean_shield,std_shield,min_shield,25%_shield,50%_shield,75%_shield,max_shield,count_capillary,mean_capillary,std_capillary,min_capillary,25%_capillary,50%_capillary,75%_capillary,max_capillary,IAT,isotope_delta_error_mean,isotope_delta_error_std,n_iso_used,n_missing_parents,organic_count,inorganic_count,organic_ratio,c13_count,cl37_count,c13_ratio,qc_assign_rms,qc_total_assign,qc_total_CHO,qc_pc_assign,qc_pc_CHO,qc_mass_median,qc_mass_skew,qc_mass_kurt,qc_SN_median,qc_wa_OC,qc_wa_HC,qc_wa_mz,qc_wa_AIMod,qc_wa_NOSC,tic,baseline_noise,baseline_noise_std,peaks,cal_points,cal_rms,raw_error_median,raw_error_stdev,original_masscalcoef_A,original_masscalcoef_B,original_masscalcoef_C,resolving_power_peaks_removed
CRESS_Set_2_08C_r1_29_1_31946.d,31946,False,False,830.0,90.90943908691406,2.466519355773926,79.43399810791016,90.68599700927734,91.31199645996094,92.56199645996094,98.18800354003906,831.0,2500.0,0.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.01,4.3056944002728415e-07,4.006893446064111e-05,250,0,2880,698,4.126074498567335,425,411,1.0340632603406326,0.09021762597396091,2174,1528,60.03866335266501,42.19828776581055,435.60932319641415,-0.06140513125492396,-0.01824865361028616,15.361219741324124,0.5988935785640056,1.1347082601919334,414.6905456489209,0.2779343329715109,0.0867962729987317,447089070.1163938,405511.35476047854,187751.75725410157,3597,320.0,0.037567506121167465,0.4957146333637941,0.062251887452836885,215005950.77443844,-21.747780185561815,-11513.908532616591,177
CRESS_Set_2_09C_r1_30_1_31987.d,31987,False,False,828.0,93.00509643554688,1.9135822057724,81.30899810791016,92.56199645996094,93.18699645996094,93.81199645996094,98.81300354003906,829.0,2500.0,0.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.01,9.851893359233634e-07,3.9477560803236865e-05,208,0,2523,588,4.290816326530612,348,327,1.0642201834862386,0.08637228893826927,1960,1444,62.53988513082322,46.07530312699426,427.6588431614829,0.01743294910683273,0.14079951461063267,15.017014495258103,0.5987618568193772,1.1280300842216986,409.4477647403844,0.28332658658636123,0.09492095855172938,445005053.2870471,403428.9277717968,186787.59355834193,3115,290.0,0.035529718233035815,0.7483422585465772,0.0655806207568188,215005950.77443844,-21.747780185561815,-11513.908532616591,140
CRESS_Set_2_08B_r2_5_1_32029.d,32029,False,False,831.0,84.5801010131836,1.7558791637420654,73.18199920654297,83.80999755859375,85.05999755859375,85.68499755859375,88.81099700927734,832.0,2500.0,0.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.01,1.1947678583937535e-06,3.444476124873317e-05,362,0,4742,819,5.78998778998779,989,982,1.0071283095723014,0.09029725822049166,2742,1702,48.65152590489709,30.198722498225695,419.10167968073483,0.11777784510162528,0.1596241843280568,16.034311745969774,0.4950755570122127,1.3972292722868447,385.1754200362373,0.1686161079939653,-0.36563012447541965,460519374.6090145,398419.89292145387,184468.41042263314,5598,350.0,0.058685702492319546,0.776605214437234,0.2813508084265282,215005950.77443844,-21.747780185561815,-11513.908532616591,396
CRESS_Set_2_10B_r1_7_1_31976.d,31976,False,False,828.0,93.94135284423828,2.124413251876831,81.30899810791016,93.18699645996094,94.43699645996094,95.06300354003906,98.18800354003906,829.0,2500.0,0.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.01,-2.2564932325566382e-06,2.8839127893879457e-05,49,0,2611,548,4.764598540145985,307,431,0.7122969837587007,0.08209117923129959,1730,1164,54.07939981244139,36.38637074085651,374.03389898194325,0.3174047717186703,0.43535844467395757,14.01992768687963,0.49302184026968654,1.2679253067871128,350.81554590557755,0.257251148334825,-0.23826721148506438,444252904.71454245,429359.84314078605,198793.60737418395,3194,286.0,0.0335434575409824,0.7715161166633783,0.05242979852260616,215005950.77443844,-21.747780185561815,-11513.908532616591,140
CRESS_Set_2_10C_r2_31_1_32002.d,32002,False,False,829.0,92.36661529541016,2.2095792293548584,78.80899810791016,91.93699645996094,92.56199645996094,93.18699645996094,99.43900299072266,830.0,2500.0,0.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.01,8.990836496044116e-06,1.0400625029973525e-05,3,0,890,496,1.7943548387096775,51,285,0.17894736842105263,0.08959106750551561,651,538,45.39748953974895,37.517433751743376,357.1921926279138,1.0157760882369333,2.3477697412736704,12.818155016235643,0.5379084241081065,1.2046053585232528,350.1316234408545,0.2882415684229535,-0.09156115015688408,436358246.9683558,424020.6160837335,196321.54524676863,1431,112.0,0.03899357614418302,0.7426623824443168,0.05795582246967491,215005950.77443844,-21.747780185561815,-11513.908532616591,38
CRESS_Set_2_09B_r1_6_1_31965.d,31965,False,False,829.0,93.19090270996094,3.956076145172119,78.80899810791016,93.18699645996094,94.43699645996094,95.68800354003906,100.06400299072266,830.0,2500.0,0.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.01,8.061095410542355e-07,3.196992251986801e-05,326,0,4609,755,6.104635761589404,952,967,0.984488107549121,0.08846784912848249,2624,1606,48.341930729550484,29.587324981577005,406.12928481584265,0.22125507869061758,0.3402603997128244,15.28972461228286,0.4783126730262973,1.4207565320052222,371.0268884676536,0.1671187128351321,-0.4160524203603325,463144730.6386735,431148.2643478059,199621.64639303414,5398,333.0,0.049215163777679614,0.753780325567633,0.2855868866115486,215005950.77443844,-21.747780185561815,-11513.908532616591,304
CRESS_Set_2_11C_r1_32_1_31963.d,31963,False,False,828.0,89.24433898925781,3.129481077194214,73.80699920654297,88.81099700927734,90.06099700927734,91.31199645996094,93.18699645996094,829.0,2500.0,0.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.01,-4.447627560466572e-06,5.00435652759591e-06,2,0,431,409,1.0537897310513447,21,201,0.1044776119402985,0.09555670157061573,328,270,37.31513083048919,30.716723549488055,331.15827504147967,1.7266590701373077,3.0049067959038385,10.837263634412004,0.53229648991599,1.2119082198548494,347.74876650762013,0.28628469321006106,-0.11159823508547106,432729306.5058457,398005.995040308,184276.7757036626,876,48.0,0.045331643407072984,0.7178972898422726,0.06711767745452564,215005950.77443844,-21.747780185561815,-11513.908532616591,26
CRESS_Set_2_09C_r2_30_1_31998.d,31998,False,False,832.0,91.54534149169922,1.463968276977539,80.05899810791016,90.68599700927734,91.31199645996094,92.56199645996094,99.43900299072266,833.0,2500.0,0.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.01,2.1569938189249838e-06,3.8204304057484196e-05,245,0,2931,632,4.637658227848101,427,367,1.1634877384196185,0.08902079705524034,2226,1565,62.022847589857896,43.60546113123433,431.0364833506667,-0.0852523559338372,-0.09578817193878253,15.114070003684246,0.5998141987525688,1.1261785749033522,410.4218663176037,0.2838741513071817,0.10116204556498554,447297914.4993062,404935.5746359753,187485.17105645657,3562,308.0,0.03433492779300875,0.756612113664305,0.05685574444194307,215005950.77443844,-21.747780185561815,-11513.908532616591,172
CRESS_Set_2_10C_r1_31_1_31982.d,31982,False,False,832.0,93.70474243164062,2.045980930328369,80.68399810791016,93.18699645996094,93.81199645996094,94.43699645996094,99.43900299072266,832.0,2500.0,0.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.01,2.1160563505873142e-06,3.3894151359214995e-05,20,0,1876,752,2.49468085106383,162,453,0.3576158940397351,0.08655341495079305,1314,938,48.88392857142857,34.89583333333333,379.049148674384,0.5719122580973737,1.082347406733951,13.677374511329287,0.5321307505061574,1.2050856773571996,361.63189803571026,0.28786466908825875,-0.0949419541869012,442982344.9279994,402962.1590229687,186571.47962763454,2679,208.0,0.0378790202028468,0.7627713835660102,0.05365019841960479,215005950.77443844,-21.747780185561815,-11513.908532616591,116
CRESS_Set_2_09B_r2_6_1_32026.d,32026,False,False,827.0,92.43186950683594,2.9166882038116455,77.55799865722656,91.93699645996094,93.18699645996094,93.81199645996094,101.93900299072266,827.0,2500.0,0.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.01,-1.2775061183507074e-06,3.1229840514961906e-05,391,0,5521,867,6.367935409457901,1175,1137,1.0334212840809147,0.09253445074222276,3113,1811,48.188854489164086,28.03405572755418,411.1874261511298,0.1319335243812217,0.04676923669832789,15.654774529485222,0.4800526195349574,1.4138582655556937,374.7059361332074,0.17042960181390096,-0.4039960244240838,467683687.6010039,404653.2850149675,187354.47096192997,6407,368.0,0.05875520412394452,0.7882760333447384,0.2741329953010266,215005950.77443844,-21.747780185561815,-11513.908532616591,404
CRESS_Set_2_10B_r2_7_1_32000.d,32000,False,False,830.0,92.63872528076172,1.7279138565063477,78.80899810791016,91.93699645996094,92.56199645996094,93.81199645996094,96.31300354003906,830.0,2500.0,0.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.01,3.9806259158132505e-06,3.147248578820035e-05,57,0,2759,587,4.7001703577512775,333,451,0.738359201773836,0.08772958393161653,1857,1222,54.81109799291618,36.06847697756789,375.2027078567714,0.41982085588543777,0.6988971188775186,13.700307747556716,0.49370574068600614,1.2708722444691654,353.5012305688501,0.25530765858185556,-0.23882977649685022,444022820.5726726,401238.3264818344,185773.34516108932,3383,286.0,0.03216685777667799,0.7632303941481643,0.051812119723438486,215005950.77443844,-21.747780185561815,-11513.908532616591,160
CRESS_Set_2_11C_r2_32_1_32003.d,32003,False,False,828.0,89.8528060913086,2.073739528656006,76.30799865722656,89.43599700927734,90.06099700927734,90.68599700927734,95.06300354003906,829.0,2500.0,0.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.01,4.679643293709685e-06,1.81503757349046e-05,9,0,1129,601,1.8785357737104826,68,320,0.2125,0.08950924031351519,801,650,45.10135135135135,36.5990990990991,359.0986579952793,0.9089072358437171,2.032317277635613,13.538524427601912,0.5286696335949623,1.2202281597876374,351.05960608750956,0.28103630952758224,-0.12479021039754723,437683631.92532706,401254.7628256994,185780.95518829883,1771,148.0,0.04279946028408147,0.7619028991817755,0.06848936489534385,215005950.77443844,-21.747780185561815,-11513.908532616591,66
CRESS_Set_2_12C_r1_33_1_31942.d,31942,False,False,829.0,89.43753814697266,2.0226523876190186,78.80899810791016,88.81099700927734,89.43599700927734,90.68599700927734,95.06300354003906,830.0,2500.0,0.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.01,-5.5687110665935e-06,3.7729358096079676e-05,9,0,1221,555,2.2,85,315,0.2698412698412698,0.09484172368185825,873,665,47.6528384279476,36.299126637554586,366.04680050684465,0.9234796449127691,1.8540470240994216,12.705414272980162,0.5249277241408,1.2234776488553414,356.4926603050975,0.2764198273529068,-0.1274800093590171,437500540.2420904,387964.056469838,179627.35814553502,1827,148.0,0.04598369070335667,0.37204457220964254,0.06403031684113687,215005950.77443844,-21.747780185561815,-11513.908532616591,104
CRESS_Set_2_13C_r2_34_1_32035.d,32035,False,False,828.0,92.6253662109375,1.3660904169082642,81.30899810791016,91.93699645996094,92.56199645996094,93.18699645996094,98.81300354003906,829.0,2500.0,0.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.01,-5.837921410147828e-06,3.358383601798961e-05,25,0,1318,481,2.74012474012474,101,247,0.4089068825910931,0.08276610554191019,1008,925,55.35420098846787,50.79626578802856,403.14309415251535,0.17353487894248065,-0.4072525466244752,15.167972679284587,0.607667724016453,1.0688847562880626,392.80811661796156,0.3322518588860102,0.15621203266458733,439013898.49585575,408891.56953571766,189316.79669503728,1819,222.0,0.04391597712554693,0.8172947895451182,0.06633772572212705,215005950.77443844,-21.747780185561815,-11513.908532616591,63
CRESS_Set_2_12C_r2_33_1_31989.d,31989,False,False,832.0,92.58822631835938,2.1813149452209473,79.43399810791016,91.93699645996094,92.56199645996094,93.81199645996094,100.06400299072266,833.0,2500.0,0.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.01,9.665715582838987e-07,1.6664967693887334e-05,14,0,1710,616,2.7759740259740258,140,380,0.3684210526315789,0.08657708041576516,1185,870,49.978911851539436,36.693378321383385,375.1088631888427,0.5171343552761994,0.9399507159599723,13.88284192178717,0.5270644575482953,1.21781335449414,357.50030275055553,0.2812471154949918,-0.11597587892118325,439737668.61966145,407711.8169314299,188770.57123925205,2364,187.0,0.033331362012630796,0.7570914637499047,0.05560127857463448,215005950.77443844,-21.747780185561815,-11513.908532616591,100
CRESS_Set_2_13C_r1_34_1_31950.d,31950,False,False,831.0,92.13460540771484,1.9603465795516968,80.68399810791016,91.31199645996094,92.56199645996094,93.18699645996094,97.56300354003906,832.0,2500.0,0.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.01,-6.965048577339552e-06,4.477317197567911e-05,63,0,1730,557,3.1059245960502695,180,325,0.5538461538461539,0.08719322733521817,1251,1125,54.15584415584416,48.701298701298704,411.1662945992699,0.09795070997179371,-0.44762633565833587,15.943659789507343,0.6001603065078523,1.0875740767416149,394.22068891713104,0.3225005650291419,0.12466403985033427,440865380.614116,398188.3029059211,184361.1842454415,2303,259.0,0.03843699626399546,0.5728788404247311,0.0626616060237767,215005950.77443844,-21.747780185561815,-11513.908532616591,104
CRESS_Set_2_14B_r2_11_1_32032.d,32032,False,False,828.0,88.17897033691406,3.099923849105835,76.93299865722656,85.68499755859375,89.43599700927734,90.68599700927734,95.68800354003906,829.0,2500.0,0.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.01,2.822137819899363e-06,3.4589771238853736e-05,92,0,2166,463,4.6781857451403885,277,319,0.8683385579937304,0.08343191934232791,1490,1286,55.95193390912505,48.2914006759294,397.20527797959835,0.21789758175784663,-0.10344799702012297,15.833629801623449,0.5405886305010899,1.200706158566973,371.85763911371487,0.27395257012064816,-0.10769310759759605,441861872.0869777,416844.1216733935,192998.82833478122,2660,307.0,0.031388450754363174,0.7774551016850829,0.051214774502179414,215005950.77443844,-21.747780185561815,-11513.908532616591,123
CRESS_Set_2_14C_r2_35_1_31997.d,31997,False,False,829.0,89.94059753417969,2.3986258506774902,75.68299865722656,89.43599700927734,90.06099700927734,91.31199645996094,95.06300354003906,830.0,2500.0,0.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.01,4.664400827485744e-07,3.7821344980179124e-05,63,0,1661,515,3.225242718446602,165,279,0.5913978494623656,0.0814153162531162,1232,1118,55.74660633484163,50.588235294117645,407.1168842973229,0.23342701150188425,-0.21096199435469742,16.224785298221395,0.5965677967296192,1.084913699030574,391.69600227368574,0.3253629529326687,0.11935163396418833,442041125.5537693,422061.78049141867,195414.60436752686,2203,262.0,0.0332928383756782,0.7517411563674894,0.057431325571758916,215005950.77443844,-21.747780185561815,-11513.908532616591,107
CRESS_Set_2_14B_r1_11_1_31964.d,31964,False,False,828.0,91.5788803100586,3.0761830806732178,76.30799865722656,91.31199645996094,92.56199645996094,93.18699645996094,96.31300354003906,829.0,2500.0,0.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.01,-4.452189255555325e-06,3.3869281629878134e-05,106,0,2328,514,4.529182879377432,306,355,0.8619718309859155,0.08647012707687807,1593,1344,55.35093815149409,46.699096594857544,399.2391375831755,0.21362305947153234,-0.12131454945368558,15.7164709538713,0.539407101399788,1.2063326051233696,372.89353136570367,0.2714541815586364,-0.11423364211158532,442198972.18168414,400602.13608591823,185478.78900778014,2873,322.0,0.03577102776676978,0.7300702940082305,0.0596819249514416,215005950.77443844,-21.747780185561815,-11513.908532616591,114
CRESS_Set_2_13B_r1_10_1_31941.d,31941,False,False,830.0,91.4984359741211,1.719028353691101,80.05899810791016,90.68599700927734,91.93699645996094,92.56199645996094,96.93800354003906,831.0,2500.0,0.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.01,-5.958721224062345e-07,3.590419555732782e-05,233,0,2929,678,4.320058997050148,480,505,0.9504950495049505,0.08360186226414325,1971,1645,54.0,45.06849315068493,401.20116897715155,0.12070361365448477,-0.408527097946247,16.15450019723356,0.5465502976483734,1.1655853622552528,373.45212160634264,0.2940197914479908,-0.056575043282326896,447151272.9910115,421878.7122852514,195329.84378807142,3643,356.0,0.03191900611187248,0.3428305315015384,0.058934240724539844,215005950.77443844,-21.747780185561815,-11513.908532616591,143
CRESS_Set_2_15C_r2_36_1_32025.d,32025,False,False,830.0,92.71028137207031,2.031937599182129,78.18299865722656,91.93699645996094,93.18699645996094,93.81199645996094,98.18800354003906,831.0,2500.0,0.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.01,3.0835036103450295e-06,3.321117564895118e-05,44,0,1423,472,3.014830508474576,118,244,0.48360655737704916,0.08362621179593192,1079,989,56.13943808532779,51.456815816857436,403.1037767343832,0.34576105367800813,0.02395680886387952,16.0219399231055,0.6103436188062045,1.060388903587331,391.1684975570445,0.3367953862383124,0.17049759224984104,439771817.0937425,400918.92435715365,185625.46197736214,1918,231.0,0.03703573930291486,0.7470180283513599,0.061450519876761166,215005950.77443844,-21.747780185561815,-11513.908532616591,86
CRESS_Set_2_11B_r1_8_1_31966.d,31966,False,False,831.0,91.78781127929688,2.398031234741211,78.18299865722656,91.31199645996094,91.93699645996094,93.18699645996094,98.18800354003906,832.0,2500.0,0.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.01,-1.0220941657609105e-06,3.426750810723754e-05,411,0,5521,792,6.970959595959596,1148,850,1.3505882352941176,0.08682281621692828,3568,2064,56.10062893081761,32.45283018867924,386.0848587279489,0.22934759746761968,-0.3538760360952904,15.380597369800917,0.48797305930200846,1.2975521738924933,357.26682759216834,0.23928408883668262,-0.2649153777996577,460043246.745841,402304.2926617125,186266.8875023729,6341,436.0,0.053460676677934485,0.7707040594552967,0.1677286514786902,215005950.77443844,-21.747780185561815,-11513.908532616591,462
CRESS_Set_2_15C_r1_36_1_31968.d,31968,False,False,828.0,93.5404052734375,2.1261401176452637,79.43399810791016,93.18699645996094,93.81199645996094,94.43699645996094,98.18800354003906,829.0,2500.0,0.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.01,4.601215330689398e-06,4.2020316184747676e-05,129,0,2081,579,3.5941278065630398,259,352,0.7357954545454546,0.08674680434231087,1506,1329,56.00595016734846,49.42357753811826,413.2001915080824,0.14381104325310037,-0.3172103997652309,16.215994892177676,0.6001139684875102,1.082522461613139,395.10724203098704,0.3252236103113383,0.1299092645266281,444645535.56652844,410978.9137056016,190283.23704569353,2682,292.0,0.03330734842113004,0.7466244380646497,0.05432033546774988,215005950.77443844,-21.747780185561815,-11513.908532616591,114
CRESS_Set_2_12B_r2_9_1_32010.d,32010,False,False,828.0,93.25724792480469,1.9110867977142334,79.43399810791016,92.56199645996094,93.18699645996094,94.43699645996094,97.56300354003906,829.0,2500.0,0.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.01,1.5088253767882076e-06,3.199659391605955e-05,346,0,4899,611,8.018003273322423,953,658,1.4483282674772036,0.08591327152989163,3274,1989,59.03353768481788,35.863685539127296,390.1590736134764,0.10947149138035488,-0.48250243758344435,14.979131765087267,0.50356843483231,1.2503253457678876,362.2197958489992,0.2598688244726877,-0.18893068796055268,454804251.6255668,418715.8573915823,193865.4419723026,5536,387.0,0.031955001774473,0.7839048919306151,0.056177656225503955,215005950.77443844,-21.747780185561815,-11513.908532616591,335
CRESS_Set_2_15B_r2_12_1_32009.d,32009,False,False,832.0,91.58365631103516,2.3167452812194824,76.93299865722656,91.31199645996094,91.93699645996094,92.56199645996094,100.06400299072266,833.0,2500.0,0.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.01,-4.621516307394806e-06,3.777881455990997e-05,123,0,2305,493,4.675456389452332,286,334,0.8562874251497006,0.08191182274247101,1586,1397,56.26108549130897,49.556580347641,399.0830196070974,0.1901516160550999,-0.18314115617269477,16.059759533865073,0.5418925033071011,1.182360004385191,372.97284363776345,0.2843059646422327,-0.08691164429956014,443150973.0719876,413522.4603017304,191460.89911970118,2813,329.0,0.03391179900999921,0.7573873735735059,0.06056097203581738,215005950.77443844,-21.747780185561815,-11513.908532616591,114
CRESS_Set_2_14C_r1_35_1_31959.d,31959,False,False,829.0,90.97608947753906,2.153860092163086,78.80899810791016,90.68599700927734,91.31199645996094,91.93699645996094,98.18800354003906,830.0,2500.0,0.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.01,-5.285467414281803e-07,3.925462291483539e-05,203,0,2615,691,3.784370477568741,387,441,0.8775510204081632,0.08428844952359371,1833,1576,54.7982062780269,47.11509715994021,421.0415479262293,0.1157890861941711,-0.35916891535907425,16.199930136834904,0.59203372010542,1.1012541421334383,397.9207232834076,0.3147074580552428,0.09628889651383311,449177991.1827366,428272.6519456609,198290.237850841,3332,324.0,0.03546632859180754,0.7099689877036939,0.06228383994077338,215005950.77443844,-21.747780185561815,-11513.908532616591,132
CRESS_Set_2_13B_r2_10_1_32034.d,32034,False,False,831.0,92.93729400634766,1.5488834381103516,82.55899810791016,92.56199645996094,93.18699645996094,93.81199645996094,100.06400299072266,832.0,2500.0,0.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.01,2.4956791724668235e-06,3.4634993728513675e-05,380,0,3871,632,6.125,732,547,1.3382084095063986,0.0837698728396212,2606,2050,57.43883623539784,45.184042318712805,411.0814626651751,0.12238782569998878,-0.46357319521021,15.981950530533856,0.5494715612733159,1.1546788415162836,380.8344116979811,0.298496620342579,-0.03705155990298944,452420348.6199828,417836.3685976891,193458.23866073004,4527,414.0,0.0307905174561977,0.8175622185985978,0.055991393575751155,215005950.77443844,-21.747780185561815,-11513.908532616591,201
CRESS_Set_2_15B_r1_12_1_31973.d,31973,False,False,827.0,91.48698425292969,3.553403377532959,76.93299865722656,91.31199645996094,92.56199645996094,93.18699645996094,96.93800354003906,828.0,2500.0,0.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.01,3.3108465336616e-06,3.7403453270457125e-05,222,0,3011,568,5.301056338028169,458,431,1.062645011600928,0.08656148606301478,2033,1719,56.331393737877534,47.63092269326683,405.11941938957506,0.15209172432333085,-0.3201351953532101,16.0783741088258,0.540299225147211,1.1886947233186507,377.58786453018547,0.28034305948128685,-0.09347005319070409,446713877.42298925,401110.8001088007,185714.30045037472,3602,370.0,0.03571470161954132,0.7612952542006858,0.05636233072348491,215005950.77443844,-21.747780185561815,-11513.908532616591,183
CRESS_Set_2_12B_r1_9_1_31975.d,31975,False,False,830.0,94.00813293457031,3.3911328315734863,75.68299865722656,93.81199645996094,95.06300354003906,95.68800354003906,100.68900299072266,831.0,2500.0,0.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.01,-1.299556065152289e-06,3.321624689575928e-05,532,0,6510,764,8.520942408376964,1419,896,1.5837053571428572,0.08654422683212355,4308,2437,58.884636413340615,33.310552214324765,401.1916973925087,0.11898110876216426,-0.5448947512718649,16.13066712193021,0.5004769462007915,1.256841054463396,369.0185768100968,0.2558798940900377,-0.1964993266520732,465470496.2022534,412904.39358697255,191174.7342307683,7292,442.0,0.031017443943367255,0.8082710873147231,0.055075166101998425,215005950.77443844,-21.747780185561815,-11513.908532616591,541
CRESS_Set_2_11B_r2_8_1_32014.d,32014,False,False,828.0,91.49435424804688,2.5931336879730225,77.55799865722656,91.31199645996094,91.93699645996094,92.56199645996094,97.56300354003906,829.0,2500.0,0.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.01,-6.437647653967713e-07,3.4441826710707e-05,553,0,6774,925,7.323243243243243,1518,1079,1.4068582020389249,0.08642723110059604,4326,2420,55.804953560371516,31.217750257997935,396.09800765882494,0.17456663099552308,-0.4676661211144726,16.618381846575083,0.4888560164951303,1.2940516934079165,363.53097920918293,0.24044247604443456,-0.2553247342074994,469601216.8357499,405594.22190775885,187790.12474329237,7721,484.0,0.05512064755092147,0.801608159031482,0.2201569665703141,215005950.77443844,-21.747780185561815,-11513.908532616591,601
CRESS_Set_2_16C_r2_37_1_32001.d,32001,False,False,827.0,92.90887451171875,1.6943883895874023,81.93399810791016,92.24949645996094,93.18699645996094,93.81199645996094,96.93800354003906,828.0,2500.0,0.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.01,1.9765270735661035e-07,1.3024054368032553e-05,5,0,865,462,1.8722943722943723,38,230,0.16521739130434782,0.09138958223478731,664,596,49.14877868245744,44.11547002220577,395.08043401365944,0.25558494151467065,-0.1014721431383876,12.415385262668025,0.5816744640788236,1.1740863754057775,386.69403128779925,0.27660143074651766,0.011740384694631723,436031834.0630872,415592.4855791007,192419.32082312365,1351,107.0,0.043493944443351654,0.7274913130827045,0.06094329432974224,215005950.77443844,-21.747780185561815,-11513.908532616591,40
CRESS_Set_2_16C_r1_37_1_31986.d,31986,False,False,828.0,93.7721939086914,2.530123472213745,76.93299865722656,93.18699645996094,94.43699645996094,95.06300354003906,98.81300354003906,829.0,2500.0,0.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.01,6.837405948090236e-06,1.8602178378519216e-05,4,0,706,446,1.5829596412556053,27,211,0.12796208530805686,0.09960748846914537,549,495,46.44670050761421,41.878172588832484,387.2027216657737,0.6403127000635107,0.9261282779516522,11.701527829598772,0.5883600107310549,1.155101179504571,387.092780970861,0.28702478819456706,0.04365486028199996,434221380.08819073,395117.7751142617,182939.52987790317,1179,82.0,0.0446541586925419,0.7381370414794439,0.07169962740420163,215005950.77443844,-21.747780185561815,-11513.908532616591,43
CRESS_Set_2_17C_r2_38_1_32015.d,32015,False,False,829.0,92.14419555664062,1.9827978610992432,78.80899810791016,91.93699645996094,92.56199645996094,93.18699645996094,98.18800354003906,830.0,2500.0,0.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.01,-5.40684694290879e-06,3.82161499747571e-05,6,0,1121,463,2.4211663066954645,61,238,0.25630252100840334,0.09157743036873864,849,760,52.53712871287129,47.02970297029702,405.01024192809354,0.24244313695668274,-0.12212853000153423,13.265491864949956,0.5805994871586962,1.164327843391893,395.7795494504412,0.2835532326288655,0.016224550935866135,437391245.5156628,397780.3215734976,184172.2888885294,1611,148.0,0.046264244962396534,0.7413960666179498,0.06818945136290519,215005950.77443844,-21.747780185561815,-11513.908532616591,49
CRESS_Set_2_16B_r1_13_1_31949.d,31949,False,False,831.0,91.04231262207031,3.0635228157043457,78.18299865722656,90.68599700927734,91.93699645996094,92.56199645996094,97.56300354003906,832.0,2500.0,0.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.01,7.081698543963748e-07,3.8557089186071116e-05,534,0,6474,852,7.598591549295775,1477,1087,1.358785648574057,0.09362742888988386,3913,2485,52.935606060606055,33.61742424242424,434.0367360783969,0.012927822344972547,-0.34976021737889873,16.139664305797233,0.500447151379699,1.3928962604557555,398.97105553479076,0.17180374940275533,-0.3516213041984655,468289997.710559,403955.50613509945,187031.39934055106,7360,431.0,0.036305634421856525,0.5876638292663262,0.0661226075017803,215005950.77443844,-21.747780185561815,-11513.908532616591,495
CRESS_Set_2_17C_r1_38_1_31960.d,31960,False,False,829.0,92.61995697021484,2.2108309268951416,80.68399810791016,91.93699645996094,93.18699645996094,93.81199645996094,98.81300354003906,830.0,2500.0,0.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.01,-2.0458473190703647e-05,3.59841564960137e-05,9,0,1409,543,2.5948434622467773,91,304,0.2993421052631579,0.08868727216228219,1026,897,51.60965794768612,45.12072434607646,406.6171925357196,0.10970966598736769,-0.4012597790344987,14.256819198088548,0.5778808158422217,1.1825452407602175,394.02186107420295,0.27445007295210083,-0.005588049389528772,439687461.3820193,406159.92358861264,188052.04462152766,1986,188.0,0.04683919331880861,0.6964617634075634,0.07814549468860298,215005950.77443844,-21.747780185561815,-11513.908532616591,71
