,Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,O/C,H/C,Heteroatom Class,Ion Type,Adduct,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,N,P,S,13C,18O,33S,34S
2384,4454,353.0729658099346,353.0725056018682,353.0725495626591,2644747.592088896,85.20242834026595,643264.7597192116,13.83159874820128,-1,-0.12450922889544713,0.9971910355604281,0.0,0.5983146213362568,4.0,1.0,1.5,O12,de-protonated,,0.0,,C12 H18 O12,12.0,18.0,12.0,,,,,,,
2385,4455,353.0768726537462,353.07641243988564,353.07640063277904,6379496.124439786,190.73175617803332,585767.0025887284,34.08978493178638,-1,0.033440656417379915,0.9996021969841189,0.997823784340497,0.99889083192667,9.0,0.5625,1.0,O8 18O1,de-protonated,,1.0,4377.0,C16 H16 O8 18O1,16.0,16.0,8.0,,,,,1.0,,
2386,4455,353.0768726537462,353.07641243988564,353.0764101233291,6379496.124439786,190.73175617803332,585767.0025887284,34.08978493178638,-1,0.006561062972149524,0.9999921891095942,0.0,0.5999953134657565,3.0,0.3333333333333333,1.9166666666666667,N2 S2 P1 O4,de-protonated,,0.0,,C12 H23 O4 N2 P1 S2,12.0,23.0,4.0,2.0,1.0,2.0,,,,
2387,4456,353.07934602150345,353.07888580397463,353.07886530962907,4745148.134498289,58.97669883305629,642940.5095421177,25.150305570753314,-1,0.058044668136298154,0.9995001325604751,0.997823784340497,0.9988295932724838,9.0,0.5625,1.0,13C2 O9,de-protonated,,1.0,4377.0,C14 H16 O9 13C2,14.0,16.0,9.0,,,,2.0,,,
2388,4459,353.08828101758075,353.0878207868005,353.0878057039491,457659660.9083523,260.4062692597446,616292.968629311,2389.4501197356517,-1,0.04271699889237917,0.799870983327326,0.9960452563280711,0.878340692527624,8.0,0.5625,1.125,O9,de-protonated,,0.0,,C16 H18 O9,16.0,18.0,9.0,,,,,,,
2389,4460,353.0995381457801,353.09907789830453,353.0990390932391,5436854.623841124,184.16319430910198,615845.4680670567,28.887563987835918,-1,0.10989853017058537,0.9978109191122708,0.0,0.5986865514673625,8.0,0.5333333333333333,1.2,N2 O8,de-protonated,,0.0,,C15 H18 O8 N2,15.0,18.0,8.0,2.0,,,,,,
2390,4461,353.103542095057,353.1030818416431,353.1030618452391,8662470.11711549,175.51687758495783,596648.0438521501,45.793445411033616,-1,0.056630502928769526,0.999239384655023,0.9885574832648565,0.9949666240989563,12.0,0.3,0.9,O6,de-protonated,,0.0,,C20 H18 O6,20.0,18.0,6.0,,,,,,,
2391,4462,353.10759602628883,353.10713576686254,353.10714495610904,3652699.260135475,114.44194664253598,580970.1221180651,19.49629873804251,-1,-0.026023960798346166,0.9998771220559133,0.9797797645870256,0.9918381790683582,8.0,0.5,1.1875,13C1 N1 O8,de-protonated,,1.0,4424.0,C15 H19 O8 N1 13C1,15.0,19.0,8.0,1.0,,,1.0,,,
2392,4463,353.11327095982233,353.1128106919796,353.1127861421291,6492285.543664205,179.22865196697063,587072.0609368552,34.54424410982933,-1,0.06952410516716492,0.9993301880709621,0.9965337479434953,0.9982116120199753,8.0,0.47058823529411764,1.1764705882352942,O7 18O1,de-protonated,,1.0,4387.0,C17 H20 O7 18O1,17.0,20.0,7.0,,,,,1.0,,
2393,4463,353.11327095982233,353.1128106919796,353.11279563267914,6492285.543664205,179.22865196697063,587072.0609368552,34.54424410982933,-1,0.04264728048381159,0.9996700372968428,0.0,0.5998020223781056,2.0,0.23076923076923078,2.076923076923077,N2 S2 P1 O3,de-protonated,,0.0,,C13 H27 O3 N2 P1 S2,13.0,27.0,3.0,2.0,1.0,2.0,,,,
2394,4464,353.1157361159335,353.1152758444346,353.11525081897906,5378992.707301086,60.00629106108291,591706.9824254307,28.94102977348803,-1,0.07087050332341596,0.9993216210578973,0.9965337479434953,0.9982064718121366,8.0,0.47058823529411764,1.1764705882352942,13C2 O8,de-protonated,,1.0,4387.0,C15 H20 O8 13C2,15.0,20.0,8.0,,,,2.0,,,
2395,4466,353.1246674548121,353.1242071700671,353.12419121329907,447321536.03646654,268.9386890381653,615618.8937464465,2339.833870650492,-1,0.045187411215368636,0.9992142922812319,0.9909774633589408,0.9959195607123155,7.0,0.47058823529411764,1.2941176470588236,O8,de-protonated,,0.0,,C17 H22 O8,17.0,22.0,8.0,,,,,,,
2396,4467,353.1358719389637,353.1354116376013,353.13542460258907,2472111.242599588,79.0931266565423,617725.7326195168,12.934710193887108,-1,-0.036713925796348884,0.9997554529818027,0.0,0.5998532717890815,7.0,0.4375,1.375,N2 O7,de-protonated,,0.0,,C16 H22 O7 N2,16.0,22.0,7.0,2.0,,,,,,
2397,4468,353.13992213195905,353.1394618245898,353.1394473545891,5430332.098471334,108.90911719157049,584793.1513444779,28.951722930618452,-1,0.04097531665452138,0.9996953983066481,0.0,0.5998172389839889,11.0,0.23809523809523808,1.0476190476190477,O5,de-protonated,,0.0,,C21 H22 O5,21.0,22.0,5.0,,,,,,,
2398,4470,353.1496583947481,353.1491980729388,353.1491716514791,3638942.60171266,118.54971314804588,589712.9721443725,19.07926560995604,-1,0.07481671158608763,0.9991875460733635,0.9979276005463419,0.9986835678625549,7.0,0.3888888888888889,1.3333333333333333,O6 18O1,de-protonated,,1.0,4396.0,C18 H24 O6 18O1,18.0,24.0,6.0,,,,,1.0,,
2399,4470,353.1496583947481,353.1491980729388,353.1491811420291,3638942.60171266,118.54971314804588,589712.9721443725,19.07926560995604,-1,0.04794265608250793,0.9995830274652325,0.0,0.5997498164791395,1.0,0.14285714285714285,2.2142857142857144,N2 S2 P1 O2,de-protonated,,0.0,,C14 H31 O2 N2 P1 S2,14.0,31.0,2.0,2.0,1.0,2.0,,,,
2400,4471,353.1521224758642,353.1516621504004,353.15163632832906,4490688.667987016,75.23019208389269,610518.8153338202,23.95534526142862,-1,0.07311893441793889,0.999198928009805,0.9979276005463419,0.9986903970244198,7.0,0.3888888888888889,1.3333333333333333,13C2 O7,de-protonated,,1.0,4396.0,C16 H24 O7 13C2,16.0,24.0,7.0,,,,2.0,,,
2401,4472,353.16103619736595,353.160575858682,353.16057672264907,115927226.27481267,131.0859999580013,613674.742809942,606.7725082086845,-1,-0.0024463858720556735,0.7488188928879347,0.9882759950764284,0.8446017337633323,6.0,0.3888888888888889,1.4444444444444444,O7,de-protonated,,0.0,,C18 H26 O7,18.0,26.0,7.0,,,,,,,
2402,4473,353.17966531796014,353.17920495164697,353.17920416725906,3957371.823872149,109.37842643467027,632785.8534815328,20.816903643649667,-1,0.002220934580122862,0.9999991049956086,0.0,0.5999994629973652,5.0,0.21052631578947367,1.5789473684210527,S1 O4,de-protonated,,0.0,,C19 H30 O4 S1,19.0,30.0,4.0,,,1.0,,,,
2403,4474,353.1974035465191,353.1969431538979,353.19696223199907,8924780.797124298,50.48824791255008,632428.2872848385,46.68632403142388,-1,-0.05401547352084437,0.4997353662362829,0.8295321147073624,0.6316540656247147,5.0,0.3157894736842105,1.5789473684210527,O6,de-protonated,,0.0,,C19 H30 O6,19.0,30.0,6.0,,,,,,,
2404,4475,353.200766247403,353.2003058497944,353.2003335353191,12470177.304565962,84.63530598989635,606765.0764500573,65.98747265183619,-1,-0.07838476370654598,0.9990414727342156,0.9767058573270329,0.9901072265713425,0.0,0.375,2.125,S1 O6,de-protonated,,0.0,,C16 H34 O6 S1,16.0,34.0,6.0,,,1.0,,,,
2405,4476,353.21605367493163,353.21559325464966,353.2155896766091,3523480.8996706703,78.45797596838588,605780.1751400179,18.499161835630627,-1,0.010129905510589007,0.9999813808189965,0.0,0.5999888284913979,4.0,0.15,1.7,S1 O3,de-protonated,,0.0,,C20 H34 O3 S1,20.0,34.0,3.0,,,1.0,,,,
2406,4482,354.0107802115428,354.0103186124538,354.01028365744907,2747074.638483561,166.88073416521837,581087.2828872255,14.556060143787393,-1,0.09874008276395119,0.9982325110239006,0.0,0.5989395066143404,10.0,0.8461538461538461,0.6923076923076923,N1 O11,de-protonated,,0.0,,C13 H9 O11 N1,13.0,9.0,11.0,1.0,,,,,,
2407,4485,354.0188465386792,354.01838492762437,354.0183895203191,17288938.3572366,109.41758875225779,599430.0771347423,92.24986656415342,-1,-0.012973039983962664,0.6666463084631656,0.9807457868850182,0.7922860998319068,10.0,0.7857142857142857,0.7142857142857143,13C1 O11,de-protonated,,1.0,4442.0,C13 H10 O11 13C1,13.0,10.0,11.0,,,,1.0,,,
2408,4487,354.02604452430984,354.0255829025772,354.0255397987391,4494681.414663231,159.0727299807621,633421.8223304531,23.602471076124683,-1,0.12175347044101073,0.9973138356595607,0.0,0.5983883013957364,14.0,0.47058823529411764,0.5294117647058824,N1 O8,de-protonated,,0.0,,C17 H9 O8 N1,17.0,9.0,8.0,1.0,,,,,,
2409,4488,354.02936921312346,354.0289075864589,354.0289111020591,2483290.025083311,100.4046774616613,664526.5977524192,13.008225649158762,-1,-0.009930263044841764,0.9999821074825909,0.0,0.5999892644895545,9.0,0.5714285714285714,0.9285714285714286,N1 S1 O8,de-protonated,,0.0,,C14 H13 O8 N1 S1,14.0,13.0,8.0,1.0,,1.0,,,,
2410,4490,354.0341040239205,354.03364239023216,354.03364566160906,3325951.91654289,170.4652566237524,582384.921423109,17.483311908240506,-1,-0.009240299438942,0.9999845074625637,0.9963961140616457,0.9985491501021966,14.0,0.4444444444444444,0.5555555555555556,13C1 O8,de-protonated,,1.0,4444.0,C17 H10 O8 13C1,17.0,10.0,8.0,,,,1.0,,,
2411,4494,354.0471440602367,354.0466824072041,354.04666916679906,14306515.649334157,126.1182131098002,624198.4900003484,74.60615729895657,-1,0.037397343927562283,0.499873132539791,0.8684926696514793,0.6473209473844663,9.0,0.7142857142857143,0.9285714285714286,N1 O10,de-protonated,,0.0,,C14 H13 O10 N1,14.0,13.0,10.0,1.0,,,,,,
2412,4496,354.05525173061966,354.05479006555976,354.0547750296691,48791697.24652905,177.5194989879982,606347.3545363507,258.4322215280468,-1,0.04246769632795858,0.9985393546706229,0.9982660190844266,0.9984300204361444,9.0,0.6666666666666666,0.9333333333333333,13C1 O10,de-protonated,,1.0,4450.0,C14 H14 O10 13C1,14.0,14.0,10.0,,,,1.0,,,
2413,4498,354.0624093339107,354.0619476582329,354.0619253080891,4202616.360397391,112.46932936925955,641759.067850605,22.04394342436563,-1,0.0631249569948318,0.9992772318200879,0.0,0.5995663390920527,13.0,0.3888888888888889,0.7222222222222222,N1 O7,de-protonated,,0.0,,C18 H13 O7 N1,18.0,13.0,7.0,1.0,,,,,,
2414,4500,354.07050109790123,354.07003941021964,354.0700311709591,3044305.454433944,89.75656633233277,583550.5899463767,15.916764388633634,-1,0.023270143752000934,0.9999017504375174,0.991144809064942,0.9963989738884873,13.0,0.3684210526315789,0.7368421052631579,13C1 O7,de-protonated,,1.0,4453.0,C18 H14 O7 13C1,18.0,14.0,7.0,,,,1.0,,,
2415,4502,354.0835412134966,354.08307950647054,354.08305467614906,22304097.211354278,77.27957658393399,601849.7808428328,117.13284320664617,-1,0.07012569833831936,0.49955405172738904,0.8604105061749869,0.6438966335064282,8.0,0.6,1.1333333333333333,N1 O9,de-protonated,,0.0,,C15 H17 O9 N1,15.0,17.0,9.0,1.0,,,,,,
2416,4503,354.0916357092038,354.0911739901699,354.09116053901914,78223372.5215788,187.23628806590403,609532.77356021,409.4623728381318,-1,0.037987818610421435,0.7998848298397099,0.9960452563280711,0.8783490004350544,8.0,0.5625,1.125,13C1 O9,de-protonated,,1.0,4459.0,C15 H18 O9 13C1,15.0,18.0,9.0,,,,1.0,,,
2417,4505,354.10685293570134,354.10639119409325,354.1064166803091,2022529.073442883,134.32767612066277,629491.0078982052,10.90033704982426,-1,-0.0719733240087019,0.999060508486395,0.9885574832648565,0.9948592983977795,12.0,0.3,0.9,13C1 O6,de-protonated,,1.0,4461.0,C19 H18 O6 13C1,19.0,18.0,6.0,,,,1.0,,,
2418,4506,354.1198976661724,354.11943590521275,354.11944018549906,9864540.191084487,154.86571787421707,603482.1829832396,52.02755601806983,-1,-0.01208712603494803,0.4999867454747325,0.8524773804394659,0.6409829994606258,7.0,0.5,1.3125,N1 O8,de-protonated,,0.0,,C16 H21 O8 N1,16.0,21.0,8.0,1.0,,,,,,
2419,4507,354.128000332587,354.12753855960733,354.1275460483691,76689671.03910953,146.33682618575315,605075.0740763816,411.51545900717286,-1,-0.0211470749352991,0.9992866151547022,0.9909774633589408,0.9959629544363976,7.0,0.47058823529411764,1.2941176470588236,13C1 O8,de-protonated,,1.0,4466.0,C16 H22 O8 13C1,16.0,22.0,8.0,,,,1.0,,,
2420,4508,354.1562493241262,354.15578750923964,354.1558256948491,3249581.42727105,61.71185844547628,603371.390864364,17.248062451371215,-1,-0.10782149183679397,0.9978927962740459,0.0,0.5987356777644275,6.0,0.4117647058823529,1.4705882352941178,N1 O7,de-protonated,,0.0,,C17 H25 O7 N1,17.0,25.0,7.0,1.0,,,,,,
2421,4509,354.16435880500046,354.1638969780836,354.1639315577191,22744904.516233347,220.34778544919482,613747.9818036853,119.0576114901222,-1,-0.0976373718923471,0.7483870980252522,0.9882759950764284,0.8443426568457226,6.0,0.3888888888888889,1.4444444444444444,13C1 O7,de-protonated,,1.0,4472.0,C17 H26 O7 13C1,17.0,26.0,7.0,,,,1.0,,,
2422,4511,354.20412669097175,354.2036648050593,354.2036883703891,2568931.9496874553,150.2659549827933,581657.7796027382,13.458674893277802,-1,-0.06653044722985968,0.999197176041377,0.9767058573270329,0.9902006485556394,0.0,0.375,2.125,13C1 S1 O6,de-protonated,,1.0,4475.0,C15 H34 O6 S1 13C1,15.0,34.0,6.0,,,1.0,1.0,,,
2423,4515,354.97696855921004,354.9765055266735,354.97654117561905,2682175.60168407,91.08612812122598,553937.4783785129,14.012045774777157,-1,-0.10042620114849658,0.9981716868539622,0.0,0.5989030121123773,10.0,0.7692307692307693,0.6153846153846154,S1 O10,de-protonated,,0.0,,C13 H8 O10 S1,13.0,8.0,10.0,,,1.0,,,,
2424,4518,354.9947780699917,354.9943150110295,354.9942992403591,8539218.471113596,94.23142861366352,613716.5350066379,45.328293075860245,-1,0.04442513710657225,0.999641958290104,0.0,0.5997851749740624,10.0,0.9230769230769231,0.6153846153846154,O12,de-protonated,,0.0,,C13 H8 O12,13.0,8.0,12.0,,,,,,,
2425,4520,355.0100423629776,355.0095792813663,355.0095553816491,21621186.625064783,88.61241103328436,594679.8344175711,115.89243697951719,-1,0.06732133508042006,0.9994831773266897,0.9883518351614318,0.9950306404605865,14.0,0.5294117647058824,0.47058823529411764,O9,de-protonated,,0.0,,C17 H8 O9,17.0,8.0,9.0,,,,,,,
2426,4522,355.01340683151807,355.0129437449146,355.01292668496905,8809320.804160835,92.43162286539567,602562.4857179291,46.82533507411937,-1,0.04805443482856465,0.9995810812557484,0.0,0.599748648753449,9.0,0.6428571428571429,0.8571428571428571,S1 O9,de-protonated,,0.0,,C14 H12 O9 S1,14.0,12.0,9.0,,,1.0,,,,
2427,4526,355.031172867097,355.03070975413215,355.0306847497091,162659696.91841197,218.54921326457546,604883.2944387288,856.1369324901332,-1,0.07042890688340693,0.9994148729792488,0.9968199992172447,0.9983769234744473,9.0,0.7857142857142857,0.8571428571428571,O11,de-protonated,,0.0,,C14 H12 O11,14.0,12.0,11.0,,,,,,,
2428,4529,355.0423652542204,355.04190212464823,355.04191813899905,1891170.9804360592,66.23335788668395,546582.7366325367,9.92324981703192,-1,-0.04510552135252411,0.999630909316592,0.0,0.5997785455899552,9.0,0.7692307692307693,0.9230769230769231,N2 O10,de-protonated,,0.0,,C13 H12 O10 N2,13.0,12.0,10.0,2.0,,,,,,
2429,4530,355.04642395932075,355.0459608237262,355.0459408909991,34531230.66742554,234.53940442352138,607274.0459731967,180.3294018474421,-1,0.05614126182516924,0.9997128731181693,0.9930719462013515,0.9970565023514422,13.0,0.4444444444444444,0.6666666666666666,O8,de-protonated,,0.0,,C18 H12 O8,18.0,12.0,8.0,,,,,,,
2430,4531,355.0497995657955,355.04933642519217,355.04931219431904,9842823.726699773,134.25445060852346,584661.947896017,51.337847383157595,-1,0.06824650067150731,0.4995776221769975,0.860410506174987,0.6439107757761934,8.0,0.5333333333333333,1.0666666666666667,S1 O8,de-protonated,,0.0,,C15 H16 O8 S1,15.0,16.0,8.0,,,1.0,,,,
2431,4532,355.05617161996526,355.05570846990696,355.05566518788913,5493455.498260588,106.29704158940605,595760.7597913741,29.293903958791965,-1,0.12190206232773816,0.9979479731835705,0.9982660190844266,0.998075191543913,9.0,0.6666666666666666,0.9333333333333333,O9 18O1,de-protonated,,1.0,4450.0,C15 H14 O9 18O1,15.0,14.0,9.0,,,,,1.0,,
2432,4532,355.05617161996526,355.05570846990696,355.05567467843906,5493455.498260588,106.29704158940605,595760.7597913741,29.293903958791965,-1,0.09517230763878042,0.9983578297094602,0.0,0.5990146978256761,3.0,0.45454545454545453,1.9090909090909092,N2 S2 P1 O5,de-protonated,,0.0,,C11 H21 O5 N2 P1 S2,11.0,21.0,5.0,2.0,1.0,2.0,,,,
2433,4533,355.0586346834397,355.0581715297267,355.0581298647391,3673689.405092408,85.18584764745681,625776.9888296861,19.22896980978195,-1,0.1173469470851942,0.9979972809449276,0.9982660190844266,0.9981047762007272,9.0,0.6666666666666666,0.9333333333333333,13C2 O10,de-protonated,,1.0,4450.0,C13 H14 O10 13C2,13.0,14.0,10.0,,,,2.0,,,
2434,4535,355.06754580752727,355.0670826405917,355.0670702590591,354556902.3515035,221.12909608131847,613187.2136537042,1851.5415434468869,-1,0.034870968434665264,0.9989596517301382,0.9929918449929288,0.9965725290352545,8.0,0.6666666666666666,1.0666666666666667,O10,de-protonated,,0.0,,C15 H16 O10,15.0,16.0,10.0,,,,,,,
2435,4538,355.07877675040595,355.07831356680566,355.0783036483491,2459003.3263884652,118.7230151548379,610871.0520201012,12.986839334897917,-1,0.027933152923494325,0.9998584326823172,0.0,0.5999150596093903,8.0,0.6428571428571429,1.1428571428571428,N2 O9,de-protonated,,0.0,,C14 H16 O9 N2,14.0,16.0,9.0,2.0,,,,,,
2436,4539,355.08278709743354,355.0823239078826,355.0823264003491,24576123.5273566,145.3667265442741,602477.1466299217,128.76699816454567,-1,-0.007019404496445856,0.9998693143971771,0.998655850223084,0.9993839287275399,12.0,0.3684210526315789,0.8421052631578947,O7,de-protonated,,0.0,,C19 H16 O7,19.0,16.0,7.0,,,,,,,
2437,4540,355.08861236735913,355.0881491691645,355.0881996271191,2895451.751064061,123.95962726207347,581869.3779266893,15.398146267808151,-1,-0.142099778620356,0.9963428289477423,0.0,0.5978056973686453,3.0,1.0,1.6666666666666667,O12,de-protonated,,0.0,,C12 H20 O12,12.0,20.0,12.0,,,,,,,
2438,4541,355.09250825314075,355.0920450491652,355.0920506972391,8466851.308744974,53.319589781230334,596456.0841441448,45.675820682598975,-1,-0.015905942814211472,0.7999280107164466,0.9960452563280711,0.8783749089610964,8.0,0.5625,1.125,O8 18O1,de-protonated,,1.0,4459.0,C16 H18 O8 18O1,16.0,18.0,8.0,,,,,1.0,,
2439,4541,355.09250825314075,355.0920450491652,355.09206018778906,8466851.308744974,53.319589781230334,596456.0841441448,45.675820682598975,-1,-0.04263295504035836,0.9996702588954455,0.0,0.5998021553372672,2.0,0.3333333333333333,2.0833333333333335,N2 S2 P1 O4,de-protonated,,0.0,,C12 H25 O4 N2 P1 S2,12.0,25.0,4.0,2.0,1.0,2.0,,,,
2440,4542,355.09497648501673,355.09451327737884,355.0945153740891,6458392.595213466,56.15808419675849,621539.9677180402,33.74225732504765,-1,-0.005904654030500472,0.7999359265380763,0.9960452563280711,0.8783796584540742,8.0,0.5625,1.125,13C2 O9,de-protonated,,1.0,4459.0,C14 H18 O9 13C2,14.0,18.0,9.0,,,,2.0,,,
2441,4542,355.09497648501673,355.09451327737884,355.0944291695091,6458392.595213466,56.15808419675849,621539.9677180402,33.74225732504765,-1,0.23686057233174196,0.989871835744129,0.0,0.5939231014464773,11.0,0.05263157894736842,1.0526315789473684,N2 S2 O1,de-protonated,,0.0,,C19 H20 O1 N2 S2,19.0,20.0,1.0,2.0,,2.0,,,,
2442,4544,355.1039011111258,355.10343789024523,355.1034557684091,481443417.5930671,258.4640035510091,618256.1287924203,2516.741462216199,-1,-0.050346352825792744,0.8325709846791097,0.9909323508556706,0.895915531149734,7.0,0.5625,1.25,O9,de-protonated,,0.0,,C16 H20 O9,16.0,20.0,9.0,,,,,,,
2443,4545,355.1151151965223,355.11465195900183,355.11468915769905,1903215.8531630305,77.76138621826323,699767.9013754204,10.024834809770931,-1,-0.10475122080224945,0.9980109772742866,0.0,0.598806586364572,7.0,0.5333333333333333,1.3333333333333333,N2 O8,de-protonated,,0.0,,C15 H20 O8 N2,15.0,20.0,8.0,2.0,,,,,,
2444,4546,355.1191451074247,355.11868186392445,355.1187119096991,18126977.069455765,232.21997947581343,624821.0097667238,94.8696900611069,-1,-0.08460769206019031,0.9989756064291596,0.991537762273023,0.996000468766705,11.0,0.3,1.0,O6,de-protonated,,0.0,,C20 H20 O6,20.0,20.0,6.0,,,,,,,
2445,4548,355.1225029542064,355.1220397057237,355.1220832130191,1904534.1917990784,58.13183429552916,576908.7893790815,9.959339222347095,-1,-0.12251362970245246,0.9972802349905938,0.0,0.5983681409943563,6.0,0.35294117647058826,1.411764705882353,S1 O6,de-protonated,,0.0,,C17 H24 O6 S1,17.0,24.0,6.0,,,1.0,,,,
2446,4549,355.12886442416396,355.1284011662418,355.12843620658913,7088078.141090907,104.74120890811929,605346.8188627021,38.206650426998976,-1,-0.09866950584918362,0.9988656588902638,0.9909774633589408,0.9957103806777345,7.0,0.47058823529411764,1.2941176470588236,O7 18O1,de-protonated,,1.0,4466.0,C17 H22 O7 18O1,17.0,22.0,7.0,,,,,1.0,,
2447,4549,355.12886442416396,355.1284011662418,355.12844569713906,7088078.141090907,104.74120890811929,605346.8188627021,38.206650426998976,-1,-0.12539377732538443,0.9971510395584864,0.0,0.5982906237350918,1.0,0.23076923076923078,2.230769230769231,N2 S2 P1 O3,de-protonated,,0.0,,C13 H29 O3 N2 P1 S2,13.0,29.0,3.0,2.0,1.0,2.0,,,,
2448,4550,355.13133876533647,355.13087550374274,355.1309008834391,7060291.964343222,199.16082783161693,620468.2431678518,37.0197099855221,-1,-0.07146575048883604,0.9990753269126333,0.9909774633589408,0.9958361814911563,7.0,0.47058823529411764,1.2941176470588236,13C2 O8,de-protonated,,1.0,4466.0,C15 H22 O8 13C2,15.0,22.0,8.0,,,,2.0,,,
2449,4552,355.1402704541949,355.1398071793479,355.1398412777591,214699519.29053864,100.66827424024628,616556.937142422,1118.2476000710453,-1,-0.0960140408275416,0.9991725644642406,0.9956516714640348,0.9977642072641583,6.0,0.47058823529411764,1.411764705882353,O8,de-protonated,,0.0,,C17 H24 O8,17.0,24.0,8.0,,,,,,,
2450,4553,355.15552056281547,355.15505726533956,355.15509741904907,6998537.771227468,100.37133903914506,628164.4668134776,36.634756328826896,-1,-0.1130596457649956,0.994744265593956,0.9868787051838646,0.9915980414299194,10.0,0.23809523809523808,1.1428571428571428,O5,de-protonated,,0.0,,C21 H24 O5,21.0,24.0,5.0,,,,,,,
2451,4554,355.1677953737082,355.16733205801825,355.1672863927891,2377850.003867039,88.66146132327913,553451.4107931913,12.461537990865919,-1,0.12857386054788356,0.7480703950892048,0.9882759950764284,0.8441526350840942,6.0,0.3888888888888889,1.4444444444444444,13C2 O7,de-protonated,,1.0,4472.0,C16 H26 O7 13C2,16.0,26.0,7.0,,,,2.0,,,
2452,4555,355.1766621298661,355.1761988010191,355.1762267871091,27404877.027380582,120.19727329143669,604831.3716810432,144.03682654678875,-1,-0.07879494147682854,0.9994199048092546,0.9981813992414614,0.9989245025821373,5.0,0.3888888888888889,1.5555555555555556,O7,de-protonated,,0.0,,C18 H28 O7,18.0,28.0,7.0,,,,,,,
2453,4556,355.19189123689193,355.191427885447,355.19148292839907,1697982.3408558562,67.6203146378075,547921.0955094376,8.882003641457045,-1,-0.15496698175874896,0.9956520322602451,0.0,0.597391219356147,9.0,0.18181818181818182,1.2727272727272727,O4,de-protonated,,0.0,,C22 H28 O4,22.0,28.0,4.0,,,,,,,
2454,4557,355.19529514168465,355.1948317851888,355.1948542317191,5159171.091141156,94.56547388783125,601069.4947910333,27.569632371511364,-1,-0.06319497601810667,0.9992756281042912,0.0,0.5995653768625747,4.0,0.21052631578947367,1.6842105263157894,S1 O4,de-protonated,,0.0,,C19 H32 O4 S1,19.0,32.0,4.0,,,1.0,,,,
2455,4558,355.2130970683059,355.2126336853943,355.2126122964591,1623936.8991588107,60.27384435706248,596163.3651326147,8.599971622142156,-1,0.06021445872358325,0.9993423231578371,0.0,0.5996053938947022,4.0,0.3157894736842105,1.6842105263157894,O6,de-protonated,,0.0,,C19 H32 O6,19.0,32.0,6.0,,,,,,,
2456,4563,356.0086472254066,356.0081826618806,356.00817565716915,1789231.1210662236,64.91044334970462,606476.5717513787,9.38190873730429,-1,0.019675703896880208,0.9999297576340728,0.0,0.5999578545804436,9.0,0.6923076923076923,0.8461538461538461,N1 S1 O9,de-protonated,,0.0,,C13 H11 O9 N1 S1,13.0,11.0,9.0,1.0,,1.0,,,,
2457,4565,356.0133869463091,356.01292237574853,356.01291021671915,4333340.839858558,106.11766160706735,614712.1826861945,23.217517419429477,-1,0.03415333835551818,0.9997883714818234,0.9883518351614318,0.9952137569536668,14.0,0.5294117647058824,0.47058823529411764,13C1 O9,de-protonated,,1.0,4520.0,C16 H8 O9 13C1,16.0,8.0,9.0,,,,1.0,,,
2458,4568,356.02643835997173,356.02597377004065,356.0259337219091,3147134.985386679,79.96300611671361,614524.5621198359,16.855088926828195,-1,0.1124865571832776,0.9977067224350343,0.0,0.5986240334610206,9.0,0.8461538461538461,0.8461538461538461,N1 O11,de-protonated,,0.0,,C13 H11 O11 N1,13.0,11.0,11.0,1.0,,,,,,
2459,4570,356.0345159929329,356.0340513910131,356.0340395847791,24900533.79650286,60.196705420289526,620243.3801104921,130.49928961967407,-1,0.03316040795731753,0.9995899027576294,0.9968199992172447,0.9984819413414756,9.0,0.7857142857142857,0.8571428571428571,13C1 O11,de-protonated,,1.0,4526.0,C13 H12 O11 13C1,13.0,12.0,11.0,,,,1.0,,,
2460,4572,356.04165964152025,356.04119502899806,356.0411898631991,7853710.17040173,89.27042613504989,609077.1800509301,41.473409930342996,-1,0.014508992459041102,0.9999618038100968,0.0,0.5999770822860581,13.0,0.47058823529411764,0.6470588235294118,N1 O8,de-protonated,,0.0,,C17 H11 O8 N1,17.0,11.0,8.0,1.0,,,,,,
2461,4573,356.0450559989849,356.04459138142187,356.04456116651903,1609543.65703401,88.92569220009666,662962.7242151657,8.432891041979309,-1,0.08486270015396254,0.9986941184163046,0.0,0.5992164710497827,8.0,0.5714285714285714,1.0714285714285714,N1 S1 O8,de-protonated,,0.0,,C14 H15 O8 N1 S1,14.0,15.0,8.0,1.0,,1.0,,,,
2462,4575,356.0497616774516,356.04929705290454,356.0492957260691,6383998.999774603,138.7777057317861,591272.8607888732,33.966813624786525,-1,0.0037265498373320496,0.9999974801937521,0.9930719462013515,0.9972272665967918,13.0,0.4444444444444444,0.6666666666666666,13C1 O8,de-protonated,,1.0,4530.0,C17 H12 O8 13C1,17.0,12.0,8.0,,,,1.0,,,
2463,4577,356.06276884461704,356.06230420076486,356.0623192312591,15058272.80389332,89.03413799916915,617509.4118034822,78.64817069425622,-1,-0.042213099863824585,0.49983836027078,0.8684926696514793,0.6473000840230598,8.0,0.7142857142857143,1.0714285714285714,N1 O10,de-protonated,,0.0,,C14 H15 O10 N1,14.0,15.0,10.0,1.0,,,,,,
