,Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,O/C,H/C,Heteroatom Class,Ion Type,Adduct,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,N,P,S,13C,15N,18O,34S
22,113,183.10280036893238,183.10264883870133,183.1026679220691,5277293.173255561,43.91472039659702,1003128.6181942469,27.81447733841515,-1,-0.10422222667344323,0.9980309959553931,0.0,0.5988185975732359,3.0,0.3,1.6,O3,de-protonated,,0.0,,C10 H16 O3,10.0,16.0,3.0,,,,,,,
23,114,183.13916570943942,183.13901415165796,183.13905343141906,1549033.883524553,70.12661816283659,1128854.3282835616,8.190600275014036,-1,-0.21448052919956095,0.9916877554941592,0.0,0.5950126532964956,2.0,0.18181818181818182,1.8181818181818181,O2,de-protonated,,0.0,,C11 H20 O2,11.0,20.0,2.0,,,,,,,
24,116,185.08208221314,185.08192918370708,185.08193247717907,14128083.48114598,46.60017386362822,967878.5891659413,76.3084609891592,-1,-0.017794670430806434,0.9999425458703693,0.0,0.5999655275222215,3.0,0.4444444444444444,1.5555555555555556,O4,de-protonated,,0.0,,C9 H14 O4,9.0,14.0,4.0,,,,,,,
25,117,185.11846478753907,185.118311730554,185.1183179865291,4441711.961012066,57.63454031744589,973564.3401281193,23.72188394257205,-1,-0.03379446803664812,0.9997927950818442,0.0,0.5998756770491065,2.0,0.3,1.8,O3,de-protonated,,0.0,,C10 H18 O3,10.0,18.0,3.0,,,,,,,
26,118,185.15484928043952,185.15469619590115,185.15470349587906,13644039.549657026,49.12271120074072,1004097.6329705466,73.06037099245832,-1,-0.03942637033486002,0.499858994458284,0.8936766034327009,0.6573860380480507,1.0,0.18181818181818182,2.0,O2,de-protonated,,0.0,,C11 H22 O2,11.0,22.0,2.0,,,,,,,
27,120,187.06136304130263,187.0612085132875,187.06119703228907,7399602.422232245,90.04531627500364,934873.4544745645,39.680832793029005,-1,0.06137562797800265,0.9993167221983634,0.0,0.5995900333190181,3.0,0.625,1.5,O5,de-protonated,,0.0,,C8 H12 O5,8.0,12.0,5.0,,,,,,,
28,121,187.09774368992936,187.09758913437497,187.0975825416391,23943623.30095711,88.98149317091904,964265.6709160102,127.49835933716497,-1,0.035236884316362974,0.9997405658656751,0.9995198199756641,0.9996522675096706,2.0,0.4444444444444444,1.7777777777777777,O4,de-protonated,,0.0,,C9 H16 O4,9.0,16.0,4.0,,,,,,,
29,122,187.13413468131571,187.13398009821444,187.13396805098907,5374172.123747344,58.70547962632153,1000729.7653589351,28.57236500431202,-1,0.06437754456808761,0.9992482743689446,0.0,0.5995489646213668,1.0,0.3,2.0,O3,de-protonated,,0.0,,C10 H20 O3,10.0,20.0,3.0,,,,,,,
30,123,188.10110025870193,188.10094494371364,188.10093737670908,2316872.2961162236,40.41989016475791,994428.2198361922,12.23988580423446,-1,0.04022842557023529,0.9997063999415924,0.9995198199756641,0.999631767955221,2.0,0.4444444444444444,1.7777777777777777,13C1 O4,de-protonated,,1.0,121.0,C8 H16 O4 13C1,8.0,16.0,4.0,,,,1.0,,,
31,124,189.0406306790102,189.04047465304183,189.04046158739908,1530412.0019331626,60.167569823190114,882986.2844168,8.06338341680992,-1,0.06911558847013277,0.9991336015943203,0.0,0.5994801609565922,3.0,0.8571428571428571,1.4285714285714286,O6,de-protonated,,0.0,,C7 H10 O6,7.0,10.0,6.0,,,,,,,
32,125,189.07700335691808,189.07684730342783,189.07684709674908,9491942.855608603,65.4087256014885,949674.3379718652,50.30208708224087,-1,0.0010930939031167613,0.9999997831952838,0.0,0.5999998699171702,2.0,0.625,1.75,O5,de-protonated,,0.0,,C8 H14 O5,8.0,14.0,5.0,,,,,,,
33,126,189.11339075360425,189.11323467258123,189.11323260609907,11200340.91885939,99.97679882420557,970702.9540083967,60.17628067221152,-1,0.010927221352615748,0.9999783345055506,0.0,0.5999870007033303,1.0,0.4444444444444444,2.0,O4,de-protonated,,0.0,,C9 H18 O4,9.0,18.0,4.0,,,,,,,
34,129,191.05624814611843,191.0560905953225,191.05611165185908,1852118.4871026569,70.24545432485044,925232.3696025873,9.89043403995416,-1,-0.1102112693483387,0.9977984561569995,0.0,0.5986790736941997,2.0,0.8571428571428571,1.7142857142857142,O6,de-protonated,,0.0,,C7 H12 O6,7.0,12.0,6.0,,,,,,,
35,133,193.15994667131048,193.15978752973766,193.15978887630908,23611643.407198694,53.96070807567414,948334.6362407698,127.4117436039196,-1,-0.0069712823310109934,0.9999660301375349,0.9744405315874274,0.989755830717492,3.0,0.07692307692307693,1.6923076923076923,O1,de-protonated,,0.0,,C13 H22 O1,13.0,22.0,1.0,,,,,,,
36,135,194.16330711627677,194.1631472162281,194.1631437113791,4128621.2559172325,54.05532255137178,1037888.4810154676,22.216935577433976,-1,0.018051052079271965,0.9999408784204943,0.9744405315874274,0.9897407396872675,3.0,0.07692307692307693,1.6923076923076923,13C1 O1,de-protonated,,1.0,133.0,C12 H22 O1 13C1,12.0,22.0,1.0,,,,1.0,,,
37,137,195.0334388097918,195.0332782521084,195.03326820668906,1870740.1532073691,37.569581601839474,1152364.460416408,9.917501456593335,-1,0.05150618372300124,0.9995187529823767,0.0,0.599711251789426,1.0,0.8333333333333334,2.0,S1 O5,de-protonated,,0.0,,C6 H12 O5 S1,6.0,12.0,5.0,,,1.0,,,,
38,138,195.06643990201047,195.06627931938763,195.0662824127191,2103234.766206918,50.99654627008762,1198640.0438091794,11.048919472110805,-1,-0.01585784800626813,0.9999543718960905,0.0,0.5999726231376543,5.0,0.4,1.2,O4,de-protonated,,0.0,,C10 H12 O4,10.0,12.0,4.0,,,,,,,
39,139,195.10285407907406,195.1026934689326,195.1026679220691,1526711.4079250575,33.61755403674573,1035397.6592019774,8.08233060845734,-1,0.13094061602563367,0.9968938157456256,0.0,0.5981362894473754,4.0,0.2727272727272727,1.4545454545454546,O3,de-protonated,,0.0,,C11 H16 O3,11.0,16.0,3.0,,,,,,,
40,140,195.13922017994335,195.13905954231987,195.13905343141906,8943195.044173457,76.30438677917368,906588.5218432095,47.35715215189874,-1,0.03131562188844747,0.9998220748786252,0.0,0.5998932449271751,3.0,0.16666666666666666,1.6666666666666667,O2,de-protonated,,0.0,,C12 H20 O2,12.0,20.0,2.0,,,,,,,
41,143,196.0253052265879,196.02514391941008,196.02514587556908,5712688.977305442,73.3978760169159,973853.2549936215,30.250544835940804,-1,-0.009979122769305468,0.9999819309784512,0.0,0.5999891585870707,6.0,0.625,0.875,N1 O5,de-protonated,,0.0,,C8 H7 O5 N1,8.0,7.0,5.0,1.0,,,,,,
42,145,197.08209749162333,197.08193538606153,197.08193247717907,3482713.146379222,81.95571464485401,984145.4872207863,18.438324214605295,-1,0.014759762237552673,0.9999604720794582,0.0,0.5999762832476748,4.0,0.4,1.4,O4,de-protonated,,0.0,,C10 H14 O4,10.0,14.0,4.0,,,,,,,
43,146,197.1548638886366,197.15470172810785,197.15470349587906,9888551.777371021,65.25375836715516,1007430.8187444445,52.25094108026139,-1,-0.008966416616342425,0.9999854122440606,0.0,0.5999912473464363,2.0,0.16666666666666666,1.8333333333333333,O2,de-protonated,,0.0,,C12 H22 O2,12.0,22.0,2.0,,,,,,,
