,Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,O/C,H/C,Heteroatom Class,Ion Type,Adduct,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,N,P,S,13C,18O
10,60,171.1028244181776,171.1026885018834,171.1026679220691,2803431.6245272104,28.806236959992138,1174102.4400073483,15.783130712777165,-1,0.12027757693193332,0.9973784793065263,0.0,0.5984270875839158,2.0,0.3333333333333333,1.7777777777777777,O3,de-protonated,,0.0,,C9 H16 O3,9.0,16.0,3.0,,,,,
11,64,173.04568310599566,173.04554571479866,173.04554696782907,2514623.315210268,50.168587298567964,1097033.6189336781,13.876709547828813,-1,-0.007241043914303108,0.9999904861976427,0.0,0.5999942917185856,3.0,0.7142857142857143,1.4285714285714286,O5,de-protonated,,0.0,,C7 H10 O5,7.0,10.0,5.0,,,,,
12,65,173.08207832320213,173.0819409043753,173.08193247717907,16648126.04358841,55.60196539956563,996337.2025330935,94.31410582201467,-1,0.04868905791869642,0.9995699458237748,0.0,0.5997419674942649,2.0,0.5,1.75,O4,de-protonated,,0.0,,C8 H14 O4,8.0,14.0,4.0,,,,,
13,66,173.11849259366915,173.11835514719806,173.11831798652906,1808899.432886821,46.24131636932023,1063247.852789829,10.233578300865194,-1,0.21465474842573126,0.9916743025874167,0.0,0.5950045815524501,1.0,0.3333333333333333,2.0,O3,de-protonated,,0.0,,C9 H18 O3,9.0,18.0,3.0,,,,,
14,69,175.06134156209293,175.0612026406481,175.06119703228907,3334625.460624415,94.73714303139812,1011298.3601339264,18.634276906053042,-1,0.032036562798435246,0.9998137890486696,0.0,0.5998882734292017,2.0,0.7142857142857143,1.7142857142857142,O5,de-protonated,,0.0,,C7 H12 O5,7.0,12.0,5.0,,,,,
15,70,175.09770973974733,175.09757079069178,175.0975825416391,1629934.5308291416,28.138338376637243,1045239.7064443424,9.028629612040271,-1,-0.06711084843195023,0.9991831132688848,0.0,0.5995098679613309,1.0,0.5,2.0,O4,de-protonated,,0.0,,C8 H16 O4,8.0,16.0,4.0,,,,,
16,71,176.056568313878,176.05642863684682,176.0564460044891,1522077.371686102,31.50783554965617,1412264.3986743165,8.327157135916842,-1,-0.0986481476028992,0.9982357979440075,0.0,0.5989414787664045,2.0,0.8333333333333334,1.8333333333333333,N1 O5,de-protonated,,0.0,,C6 H11 O5 N1,6.0,11.0,5.0,1.0,,,,
17,73,177.0922522568359,177.09211179348185,177.09210323803907,3342022.30272345,41.040732542452716,958249.5982922196,18.50416507580434,-1,0.04831069606790884,0.9995766023314634,0.0,0.599745961398878,5.0,0.18181818181818182,1.2727272727272727,O2,de-protonated,,0.0,,C11 H14 O2,11.0,14.0,2.0,,,,,
18,75,179.03512916681805,179.03498722831463,179.03498228379908,8721051.834138827,89.20454359137923,988377.4630149616,48.51474157447203,-1,0.027617594558777193,0.9998616129423883,0.0,0.5999169677654329,6.0,0.4444444444444444,0.8888888888888888,O4,de-protonated,,0.0,,C9 H8 O4,9.0,8.0,4.0,,,,,
19,76,179.07152044109492,179.07137847496034,179.07136779314908,6307548.118112913,32.75547056144048,964091.8059270494,35.17545045593133,-1,0.0596511401735181,0.9993545670467809,0.0,0.5996127402280685,5.0,0.3,1.2,O3,de-protonated,,0.0,,C10 H12 O3,10.0,12.0,3.0,,,,,
20,78,181.01440203743618,181.01425859607178,181.01424683890906,4237826.022555297,43.305770668100195,1190934.0108480474,23.94057676576092,-1,0.064951587676647,0.9992348137453139,0.0,0.5995408882471883,6.0,0.625,0.75,O5,de-protonated,,0.0,,C8 H6 O5,8.0,6.0,5.0,,,,,
21,79,183.03003973242406,183.02989476050635,183.0298969033691,2543465.366228981,75.79563589794029,916521.3521561597,14.267045038574915,-1,-0.011707719759659146,0.9999751290104838,0.0,0.5999850774062903,5.0,0.625,1.0,O5,de-protonated,,0.0,,C8 H8 O5,8.0,8.0,5.0,,,,,
22,80,183.0664204980265,183.0662754984827,183.0662824127191,4519218.382060202,58.50015848094238,1023593.8578262411,25.55848908972302,-1,-0.03776903263107455,0.9997411969758511,0.0,0.5998447181855107,4.0,0.4444444444444444,1.3333333333333333,O4,de-protonated,,0.0,,C9 H12 O4,9.0,12.0,4.0,,,,,
23,82,185.08207817664032,185.08193164644533,185.08193247717907,14110675.094532311,67.70201518633664,955441.3101501532,80.05837485563528,-1,-0.004488464802898835,0.9999963444840572,0.0,0.5999978066904342,3.0,0.4444444444444444,1.5555555555555556,O4,de-protonated,,0.0,,C9 H14 O4,9.0,14.0,4.0,,,,,
24,83,186.1137499349291,186.11360262127118,186.11356695872908,2095237.89384151,96.93205277396943,1034925.1012686903,11.925032094098302,-1,0.19161710070990037,0.9933598717601455,0.0,0.5960159230560873,2.0,0.3333333333333333,1.8888888888888888,N1 O3,de-protonated,,0.0,,C9 H17 O3 N1,9.0,17.0,3.0,1.0,,,,
25,87,187.0249703940336,187.02482238836714,187.0248115229391,1595476.7029874239,49.54118745387083,1120100.5095753737,8.915488890084879,-1,0.05809618493776343,0.9993877679260036,0.0,0.5996326607556022,4.0,0.8571428571428571,1.1428571428571428,O6,de-protonated,,0.0,,C7 H8 O6,7.0,8.0,6.0,,,,,
26,88,187.06135269405482,187.0612046607582,187.06119703228907,10942159.257059978,69.33719590432219,1003319.0139643421,60.46240181296142,-1,0.040780606782250935,0.9996982858555548,0.0,0.5998189715133329,3.0,0.625,1.5,O5,de-protonated,,0.0,,C8 H12 O5,8.0,12.0,5.0,,,,,
27,89,187.0977368400816,187.0975887791534,187.0975825416391,23893954.316193704,120.6133827359242,956763.9808441402,135.2710471698665,-1,0.03333829445635731,0.4998991753327102,0.9112932940309507,0.6644568228120065,2.0,0.4444444444444444,1.7777777777777777,O4,de-protonated,,0.0,,C9 H16 O4,9.0,16.0,4.0,,,,,
28,94,189.01945159201543,189.0193020716213,189.01933221933908,1693885.7843951033,57.97652227756563,909846.2364271608,9.353909187662023,-1,-0.15949541999756356,0.9953948017483385,0.0,0.5972368810490031,8.0,0.4,0.6,O4,de-protonated,,0.0,,C10 H6 O4,10.0,6.0,4.0,,,,,
29,95,189.04062254018186,189.04047300370883,189.04046158739908,2779549.419156537,54.10477225485953,928245.753983679,15.234398211293515,-1,0.060390826654636236,0.9993384661259287,0.0,0.5996030796755571,3.0,0.8571428571428571,1.4285714285714286,O6,de-protonated,,0.0,,C7 H10 O6,7.0,10.0,6.0,,,,,
30,96,189.07699247770375,189.07684291360846,189.07684709674908,7918302.749301682,44.518140672730645,964699.9641505935,44.079625273820675,-1,-0.022124023549835656,0.9999111898166199,0.0,0.5999467138899719,2.0,0.625,1.75,O5,de-protonated,,0.0,,C8 H14 O5,8.0,14.0,5.0,,,,,
31,97,189.1133733982977,189.1132238065718,189.11323260609907,3329379.6604132005,82.3346340403217,959769.833977995,18.50416507580434,-1,-0.04653046832321865,0.999607225421058,0.0,0.5997643352526347,1.0,0.4444444444444444,2.0,O4,de-protonated,,0.0,,C9 H18 O4,9.0,18.0,4.0,,,,,
32,104,191.1079026239302,191.1077515173568,191.10775330249908,1744092.5890522357,53.24540730972241,1014058.04413418,9.667874691088235,-1,-0.009341024857199965,0.9999841678664054,0.0,0.5999905007198433,5.0,0.16666666666666666,1.3333333333333333,O2,de-protonated,,0.0,,C12 H16 O2,12.0,16.0,2.0,,,,,
33,110,193.01440403330872,193.01425147867073,193.01424683890906,1897669.6684036339,30.960190987311076,1042211.8594308799,10.448545672580439,-1,0.02403844144132112,0.9998951559779151,0.0,0.5999370935867491,7.0,0.5555555555555556,0.6666666666666666,O5,de-protonated,,0.0,,C9 H6 O5,9.0,6.0,5.0,,,,,
34,112,193.05079056602344,193.05063798374772,193.05063234825906,2798819.0220828773,84.271544190284,916692.3529902863,15.500278907888687,-1,0.029191764843462756,0.9998453887980286,0.0,0.5999072332788171,6.0,0.4,1.0,O4,de-protonated,,0.0,,C10 H10 O4,10.0,10.0,4.0,,,,,
35,114,193.08716696619723,193.08701435629143,193.08701785760908,10351365.71000378,62.708207218867486,971425.8121798304,57.29446159821044,-1,-0.01813336644215138,0.9999403380081597,0.0,0.5999642028048958,5.0,0.2727272727272727,1.2727272727272727,O3,de-protonated,,0.0,,C11 H14 O3,11.0,14.0,3.0,,,,,
36,117,194.08242550472994,194.08227213885485,194.08226682980907,23232178.039850965,67.48213633897092,953748.1507125185,128.482603852543,-1,0.027354615453370566,0.9999079185474111,0.984818141687441,0.9938720078034231,5.0,0.3,1.3,N1 O3,de-protonated,,0.0,,C10 H13 O3 N1,10.0,13.0,3.0,1.0,,,,
37,121,195.03005795869055,195.02990387300318,195.0298969033691,3503914.490513925,81.06960527171967,991891.119268963,19.60728711486941,-1,0.0357362342724097,0.9997683026407302,0.0,0.5998609815844381,6.0,0.5555555555555556,0.8888888888888888,O5,de-protonated,,0.0,,C9 H8 O5,9.0,8.0,5.0,,,,,
38,125,195.06642916305816,195.0662750497432,195.0662824127191,4995891.01062235,60.8003064346981,973447.9568643043,27.504509507355763,-1,-0.03774602041781332,0.9997415122101084,0.0,0.599844907326065,5.0,0.4,1.2,O4,de-protonated,,0.0,,C10 H12 O4,10.0,12.0,4.0,,,,,
39,127,195.08577897907017,195.0856248510571,195.08562166487906,2953270.2730006683,32.3167892818888,1012483.9087916901,16.603400946953755,-1,0.016332203374690525,0.9999516013913345,0.984818141687441,0.9938982175097771,5.0,0.3,1.3,13C1 N1 O3,de-protonated,,1.0,117.0,C9 H13 O3 N1 13C1,9.0,13.0,3.0,1.0,,,1.0,
40,128,195.13920485690608,195.13905068831065,195.13905343141906,4997516.443727487,52.60537616421398,998554.8892780306,27.493195435160224,-1,-0.01405719850744857,0.9999641455059975,0.0,0.5999784873035985,3.0,0.16666666666666666,1.6666666666666667,O2,de-protonated,,0.0,,C12 H20 O2,12.0,20.0,2.0,,,,,
41,132,196.02529992954655,196.0251450878638,196.02514587556908,3399686.4635438467,71.34110954543802,1020232.8917914565,18.962384999723678,-1,-0.0040183889976037395,0.9999970700706777,0.0,0.5999982420424066,6.0,0.625,0.875,N1 O5,de-protonated,,0.0,,C8 H7 O5 N1,8.0,7.0,5.0,1.0,,,,
42,135,197.00931381955638,197.00915823038775,197.00916145847907,3907926.2330841282,70.2179163280612,1008909.514480623,21.621191965675386,-1,-0.016385488330259296,0.9999512850761769,0.0,0.5999707710457062,6.0,0.75,0.75,O6,de-protonated,,0.0,,C8 H6 O6,8.0,6.0,6.0,,,,,
43,136,197.04571076631015,197.04555514949297,197.04554696782907,3218046.733257382,87.93783390397049,1057748.5255915774,18.193028090427013,-1,0.04152168890361698,0.9996872221997085,0.0,0.5998123333198251,5.0,0.5555555555555556,1.1111111111111112,O5,de-protonated,,0.0,,C9 H10 O5,9.0,10.0,5.0,,,,,
44,137,197.05855487925706,197.058399252683,197.0584341273991,4201046.335796862,74.52174128589422,973863.3664605368,23.770865682827832,-1,-0.17697652100707814,0.9943330203811811,0.0,0.5965998122287086,0.0,0.8333333333333334,2.5,P1 O5,de-protonated,,0.0,,C6 H15 O5 P1,6.0,15.0,5.0,,1.0,,,
45,138,197.08209823498905,197.08194259053047,197.08193247717907,6044975.958815551,82.38922144225609,935971.5937476245,33.50096777099153,-1,0.05131546702817176,0.99952230944977,0.0,0.599713385669862,4.0,0.4,1.4,O4,de-protonated,,0.0,,C10 H14 O4,10.0,14.0,4.0,,,,,
46,139,197.1184859815695,197.11833030946931,197.1183179865291,1784702.676686759,53.16419315735037,1033102.7657416378,9.865870954510171,-1,0.06251544933973385,0.9992911169943497,0.0,0.5995746701966098,3.0,0.2727272727272727,1.6363636363636365,O3,de-protonated,,0.0,,C11 H18 O3,11.0,18.0,3.0,,,,,
47,142,198.04096347713926,198.04080710427843,198.04079594002908,2637802.8522579805,74.41095391749364,916156.6104538537,14.629095348832168,-1,0.056373482497240356,0.9994235278278172,0.0,0.5996541166966903,5.0,0.625,1.125,N1 O5,de-protonated,,0.0,,C8 H9 O5 N1,8.0,9.0,5.0,1.0,,,,
48,146,198.98857455145577,198.98841745872386,198.98842601358908,2911775.460308759,48.27088188467208,1136751.8442399728,16.02638326498126,-1,-0.042991772885414385,0.999664685977771,0.0,0.5997988115866626,6.0,1.0,0.5714285714285714,O7,de-protonated,,0.0,,C7 H4 O7,7.0,4.0,7.0,,,,,
49,147,199.00722280345403,199.00706569655546,199.0070534581991,5168346.5472083045,57.610291767667746,948932.9862194046,29.22424848107772,-1,0.06149709846678814,0.9993140158564158,0.0,0.5995884095138494,5.0,0.5,1.0,S1 O4,de-protonated,,0.0,,C8 H8 O4 S1,8.0,8.0,4.0,,,1.0,,
50,148,199.0613602182232,199.0612030701975,199.06119703228907,11212655.116910245,56.62975270677836,963062.3661537246,62.06900006472798,-1,0.030331920658473174,0.9998330765311041,0.0,0.5998998459186624,4.0,0.5555555555555556,1.3333333333333333,O5,de-protonated,,0.0,,C9 H12 O5,9.0,12.0,5.0,,,,,
51,149,199.09774733923226,199.09759016356398,199.0975825416391,20572950.346164186,110.41109985392681,986152.3315137349,113.59328484321344,-1,0.03828235773828146,0.4998670576214674,0.9023989783818297,0.6608798259256123,3.0,0.4,1.6,O4,de-protonated,,0.0,,C10 H16 O4,10.0,16.0,4.0,,,,,
52,150,199.13415946164903,199.13400225831916,199.13396805098907,2547393.939494636,45.34727591519002,865864.9976596601,14.069048775152979,-1,0.1717804873941018,0.9946600235705414,0.0,0.5967960141423249,2.0,0.2727272727272727,1.8181818181818181,O3,de-protonated,,0.0,,C11 H20 O3,11.0,20.0,3.0,,,,,
53,156,201.04063155691426,201.04047290523602,201.04046158739908,3745636.4415746946,50.771609390825866,1007693.4284782896,20.750008406618868,-1,0.056296313919705326,0.9994251045375353,0.0,0.5996550627225211,4.0,0.75,1.25,O6,de-protonated,,0.0,,C8 H10 O6,8.0,10.0,6.0,,,,,
54,157,201.07700281203523,201.076844132725,201.07684709674908,18593177.595665887,66.46212859957811,987001.8181163548,102.77703182427797,-1,-0.014740752700482035,0.9998902270956014,0.9914876409849055,0.996529192651323,3.0,0.5555555555555556,1.5555555555555556,O5,de-protonated,,0.0,,C9 H14 O5,9.0,14.0,5.0,,,,,
55,158,201.11338337965648,201.11322467270716,201.11323260609907,8575533.31440431,84.05613848764868,939271.385598989,48.17531940860586,-1,-0.03944738896779835,0.9997176881924384,0.0,0.599830612915463,2.0,0.4,1.8,O4,de-protonated,,0.0,,C10 H18 O4,10.0,18.0,4.0,,,,,
56,160,202.0803550062294,202.08019556464177,202.0802019318191,1621068.2443030025,68.08484909383807,1057220.4267210048,8.983373323258114,-1,-0.031508169823815775,0.9998198803609474,0.9914876409849055,0.9964869846105306,3.0,0.5555555555555556,1.5555555555555556,13C1 O5,de-protonated,,1.0,157.0,C8 H14 O5 13C1,8.0,14.0,5.0,,,,1.0,
57,165,203.05627024875915,203.0561100657195,203.05611165185908,8658396.136390619,46.52154176205954,968716.8111587317,47.97166610908615,-1,-0.007811336296824038,0.9999889286113787,0.0,0.5999933571668272,3.0,0.75,1.5,O6,de-protonated,,0.0,,C8 H12 O6,8.0,12.0,6.0,,,,,
58,166,203.09265706739333,203.09249685670844,203.09249716120908,10760149.75140019,84.14435960890064,930509.9636040361,60.304004802223865,-1,-0.0014993200113211267,0.9999995921106043,0.0,0.5999997552663625,2.0,0.5555555555555556,1.7777777777777777,O5,de-protonated,,0.0,,C9 H16 O5,9.0,16.0,5.0,,,,,
59,167,203.12903804853914,203.12887781021337,203.12888267055905,3235476.973427074,63.03729720513241,982075.4218632386,17.972403682613997,-1,-0.023927398306708963,0.9998961223230569,0.0,0.5999376733938341,1.0,0.4,2.0,O4,de-protonated,,0.0,,C10 H20 O4,10.0,20.0,4.0,,,,,
60,173,205.01441727898685,205.01425560818672,205.01424683890906,2448581.9945550067,46.659384837595525,833692.2179272088,13.661742176113568,-1,0.04277399152127884,0.9996680739792503,0.0,0.5998008443875501,8.0,0.5,0.6,O5,de-protonated,,0.0,,C10 H6 O5,10.0,6.0,5.0,,,,,
61,175,205.07192212477145,205.07176041027915,205.0717617163191,5144562.452882026,55.11303485294888,882537.2078391666,28.80562780984277,-1,-0.006368697099242467,0.9999926404134329,0.0,0.5999955842480598,2.0,0.75,1.75,O6,de-protonated,,0.0,,C8 H14 O6,8.0,14.0,6.0,,,,,
62,176,205.10833055431343,205.10816881215797,205.1081472256691,1896339.4489795414,77.64541847069644,972010.7285981197,10.657856008197914,-1,0.10524442435065674,0.9979922220808947,0.0,0.5987953332485367,1.0,0.5555555555555556,2.0,O5,de-protonated,,0.0,,C9 H18 O5,9.0,18.0,5.0,,,,,
63,184,207.01228408279886,207.01212089398092,207.01213883862906,1656085.8614806838,38.54939496095743,887244.3465883156,9.136113297897893,-1,-0.08668403812500321,0.9986375013950247,0.0,0.5991825008370149,7.0,0.3,0.8,S1 O3,de-protonated,,0.0,,C10 H8 O3 S1,10.0,8.0,3.0,,,1.0,,
64,185,207.03006909293254,207.02990589060087,207.02989690336906,3857009.9057286633,67.64654550531068,1070827.6022941316,21.59856382128431,-1,0.04341030905660668,0.9996581265801446,0.0,0.5997948759480868,7.0,0.5,0.8,O5,de-protonated,,0.0,,C10 H8 O5,10.0,8.0,5.0,,,,,
65,187,207.06644019176304,207.06627696179513,207.0662824127191,3133262.275474422,116.9135382923171,950016.9389602127,17.6556096611389,-1,-0.026324536767315564,0.9998742673700965,0.0,0.5999245604220579,6.0,0.36363636363636365,1.0909090909090908,O4,de-protonated,,0.0,,C11 H12 O4,11.0,12.0,4.0,,,,,
66,188,207.08758057681695,207.08741733078574,207.0874117807791,7363304.668661494,61.13212118625191,949342.2204161278,41.002197636634016,-1,0.026800309107689633,0.99986968178141,0.0,0.599921809068846,1.0,0.75,2.0,O6,de-protonated,,0.0,,C8 H16 O6,8.0,16.0,6.0,,,,,
67,189,207.10283746558315,207.10267420795913,207.1026679220691,2801490.482052315,59.822251227271465,937794.9658698703,15.522907052279765,-1,0.030351564761982277,0.9998328602672133,0.0,0.599899716160328,5.0,0.25,1.3333333333333333,O3,de-protonated,,0.0,,C12 H16 O3,12.0,16.0,3.0,,,,,
68,190,207.1392215046141,207.139058219344,207.13905343141906,2262158.8207788123,48.46626757363819,985842.1551567616,12.762273436568202,-1,0.02311454489830635,0.9999030598982521,0.0,0.5999418359389512,4.0,0.15384615384615385,1.5384615384615385,O2,de-protonated,,0.0,,C13 H20 O2,13.0,20.0,2.0,,,,,
69,198,209.00933088853424,209.00916618224178,209.00916145847907,5938577.493814373,96.08131913177921,891954.4305781205,32.99183452219227,-1,0.022600744777681932,0.9999073214555209,0.0,0.5999443928733125,7.0,0.6666666666666666,0.6666666666666666,O6,de-protonated,,0.0,,C9 H6 O6,9.0,6.0,6.0,,,,,
70,200,209.04570500659358,209.04554027266119,209.04554696782907,3624731.9300659164,67.60573638997089,888077.7155062894,20.05985000269098,-1,-0.03202731644046304,0.9998138965111621,0.0,0.5998883379066973,6.0,0.5,1.0,O5,de-protonated,,0.0,,C10 H10 O5,10.0,10.0,5.0,,,,,
71,202,209.08209094351307,209.08192618193172,209.08193247717907,4191208.801772611,59.92532239261917,897416.4565656408,23.35790204769065,-1,-0.0301089973248673,0.9998355209095181,0.0,0.5999013125457109,5.0,0.36363636363636365,1.2727272727272727,O4,de-protonated,,0.0,,C11 H14 O4,11.0,14.0,4.0,,,,,
72,204,209.11851617453343,209.11835138527326,209.1183179865291,1539542.9155095958,34.1699126265169,1029610.3104624441,8.559095615925395,-1,0.15971218823174138,0.9953823044728278,0.0,0.5972293826836966,4.0,0.25,1.5,O3,de-protonated,,0.0,,C12 H18 O3,12.0,18.0,3.0,,,,,
73,205,209.1548725280605,209.15470771117378,209.15470349587906,8550674.876704795,95.13303952461489,1020018.1530515401,47.76801280956645,-1,0.020153956151105292,0.9999263015348991,0.0,0.5999557809209395,3.0,0.15384615384615385,1.6923076923076923,O2,de-protonated,,0.0,,C13 H22 O2,13.0,22.0,2.0,,,,,
74,207,210.07736426293837,210.07719874505815,210.07718144937905,2046097.8364901773,48.4020365900851,1162372.7233555974,11.302758123343647,-1,0.08233011782214165,0.9987708517726164,0.0,0.5992625110635698,5.0,0.4,1.3,N1 O4,de-protonated,,0.0,,C10 H13 O4 N1,10.0,13.0,4.0,1.0,,,,
75,214,211.024988074251,211.0248218362619,211.0248115229391,6106485.374132694,121.902317264785,944641.26334756,34.10061359735511,-1,0.048872560194878505,0.9995666987903227,0.0,0.5997400192741936,6.0,0.6666666666666666,0.8888888888888888,O6,de-protonated,,0.0,,C9 H8 O6,9.0,8.0,6.0,,,,,
76,216,211.06136069318015,211.06119442755076,211.06119703228907,4786512.697592957,73.58218800111135,896885.3042250035,26.622011876103706,-1,-0.012341151996027458,0.99997236501522,0.0,0.599983419009132,5.0,0.5,1.2,O5,de-protonated,,0.0,,C10 H12 O5,10.0,12.0,5.0,,,,,
77,218,211.09774251012678,211.0975762168501,211.0975825416391,5964724.172121101,83.67942725888352,856129.9148573707,34.08929952515957,-1,-0.029961446911768455,0.9998371289019955,0.0,0.5999022773411973,4.0,0.36363636363636365,1.4545454545454546,O4,de-protonated,,0.0,,C11 H16 O4,11.0,16.0,4.0,,,,,
78,219,211.13413382698914,211.13396750605793,211.13396805098907,13242325.641860843,81.24539071043168,886962.2288668712,73.94877587004413,-1,-0.002580973328176641,0.49999939564711,0.8851212310995794,0.6540481298280978,3.0,0.25,1.6666666666666667,O3,de-protonated,,0.0,,C12 H20 O3,12.0,20.0,3.0,,,,,
79,221,212.02024194897453,212.02007495466262,212.0200604951391,1865381.0365876716,33.68531568435984,964973.5311513152,10.369347167211664,-1,0.06819884634122973,0.9991564231757915,0.0,0.5994938539054748,6.0,0.75,0.875,N1 O6,de-protonated,,0.0,,C8 H7 O6 N1,8.0,7.0,6.0,1.0,,,,
80,226,213.00421731973856,213.00404957765525,213.00407607804908,1554079.478616409,77.4443982066632,882752.313321455,8.725978180809598,-1,-0.12441261368094494,0.9971953870873126,0.0,0.5983172322523875,6.0,0.875,0.75,O7,de-protonated,,0.0,,C8 H6 O7,8.0,6.0,7.0,,,,,
81,227,213.04062680786714,213.04045903811414,213.04046158739908,3178942.5451913145,54.8706791252516,892593.1214572424,17.616010408454514,-1,-0.011966200805930747,0.9999740187070711,0.0,0.5999844112242426,5.0,0.6666666666666666,1.1111111111111112,O6,de-protonated,,0.0,,C9 H10 O6,9.0,10.0,6.0,,,,,
82,228,213.0770203677314,213.0768525703207,213.07684709674908,13297043.228164459,83.29429517818144,920140.3898328483,73.88089143687088,-1,0.02568825148228807,0.9998802716722511,0.0,0.5999281630033506,4.0,0.5,1.4,O5,de-protonated,,0.0,,C10 H14 O5,10.0,14.0,5.0,,,,,
83,229,213.1134023926889,213.1132345676293,213.11323260609907,6519946.020619979,41.992641090625014,904004.7923217702,36.521825047200494,-1,0.009204169034881726,0.9999846283792089,0.0,0.5999907770275253,3.0,0.36363636363636365,1.6363636363636365,O4,de-protonated,,0.0,,C11 H18 O4,11.0,18.0,4.0,,,,,
84,232,215.0562794608414,215.05611015923265,215.05611165185908,9787336.382585086,117.52555494156702,940328.4768656902,54.96376272592937,-1,-0.006940637152711179,0.9999912592115052,0.0,0.5999947555269031,4.0,0.6666666666666666,1.3333333333333333,O6,de-protonated,,0.0,,C9 H12 O6,9.0,12.0,6.0,,,,,
85,233,215.0926712960695,215.09250196680293,215.09249716120908,25401088.267760817,71.57666020478993,912067.9163795685,140.97333955641827,-1,0.022341987330275738,0.9991205047179206,0.972706216456643,0.9885547894134096,3.0,0.5,1.6,O5,de-protonated,,0.0,,C10 H16 O5,10.0,16.0,5.0,,,,,
86,234,215.12905317909897,215.12888382218213,215.12888267055905,8378775.718257557,85.85190496365458,890927.9266433801,46.54609301244822,-1,0.005353177439706545,0.9999948003276603,0.0,0.5999968801965961,2.0,0.36363636363636365,1.8181818181818181,O4,de-protonated,,0.0,,C11 H20 O4,11.0,20.0,4.0,,,,,
87,235,215.16544805558945,215.16527867101243,215.16526817990908,1905410.9213987256,96.54403920976983,845500.4011257805,10.530572695998098,-1,0.04875834953245639,0.999568721157616,0.0,0.5997412326945696,1.0,0.25,2.0,O3,de-protonated,,0.0,,C12 H24 O3,12.0,24.0,3.0,,,,,
