,Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,O/C,H/C,Heteroatom Class,Ion Type,Adduct,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,N,P,S,13C,15N,17O,18O,34S
495,1218,315.10885183020554,315.1085502902616,315.10854114883904,2443294.592281444,125.03777561626629,704258.1498185626,12.756863285351955,-1,0.02901039275140598,0.9998473039208838,0.0,0.5999083823525303,5.0,0.5714285714285714,1.4285714285714286,O8,de-protonated,,0.0,,C14 H20 O8,14.0,20.0,8.0,,,,,,,,
496,1221,315.14519453109716,315.1448929540307,315.1449266581891,4345593.385257791,61.54703287326727,704256.9629874735,22.693648347039037,-1,-0.10694812305862257,0.9979267600218302,0.0,0.5987560560130981,4.0,0.4666666666666667,1.6,O7,de-protonated,,0.0,,C15 H24 O7,15.0,24.0,7.0,,,,,,,,
497,1222,315.1816123424107,315.18131072814464,315.1813121675391,10877206.353812387,69.78850529188654,699421.5020310582,56.93365470417765,-1,-0.004566877530330992,0.4999981078230773,0.8524773804394659,0.6409898168696326,3.0,0.375,1.75,O6,de-protonated,,0.0,,C16 H28 O6,16.0,28.0,6.0,,,,,,,,
498,1225,315.21802615177774,315.21772450031597,315.2176976768891,3614398.8803563723,69.03098730349112,661729.8638081653,19.110020642061123,-1,0.08509492670128824,0.9986869662551927,0.0,0.5992121797531156,2.0,0.29411764705882354,1.8823529411764706,O5,de-protonated,,0.0,,C17 H32 O5,17.0,32.0,5.0,,,,,,,,
499,1226,315.2543882337519,315.254086545147,315.2540831862391,9628223.764869899,85.55625298730786,685102.4740515802,50.77204983058534,-1,0.010654605593302004,0.9999791241026115,0.9974201375665263,0.9989555294881773,1.0,0.2222222222222222,2.0,O4,de-protonated,,0.0,,C18 H36 O4,18.0,36.0,4.0,,,,,,,,
500,1228,316.14047165571645,316.14016906190835,316.1401756303891,3976651.7033278085,54.66287702384643,703016.773635588,20.698309981238417,-1,-0.020777114819784982,0.9999216737563971,0.0,0.5999530042538382,4.0,0.5,1.6428571428571428,N1 O7,de-protonated,,0.0,,C14 H23 O7 N1,14.0,23.0,7.0,1.0,,,,,,,
501,1229,316.2132946858359,316.212992017626,316.2129466490891,3004408.3011756097,43.516175335524856,727685.1545182096,15.654094592494452,-1,0.1434746344113455,0.9962718509738454,0.0,0.5977631105843072,2.0,0.3125,1.9375,N1 O5,de-protonated,,0.0,,C16 H31 O5 N1,16.0,31.0,5.0,1.0,,,,,,,
502,1230,316.2577441496969,316.2574414360734,316.2574380213091,1910014.7527559178,127.28001203943893,599201.7919150884,10.075128521715923,-1,0.010797419751225026,0.9999788461605136,0.9974201375665263,0.9989553627229186,1.0,0.2222222222222222,2.0,13C1 O4,de-protonated,,1.0,1226.0,C17 H36 O4 13C1,17.0,36.0,4.0,,,,1.0,,,,
503,1231,317.1245270201131,317.1242234208221,317.12419121329907,2862384.0460746367,49.22880352334414,641886.842179612,15.377407672436767,-1,0.10156123030825676,0.9981301645534109,0.0,0.5988780987320464,4.0,0.5714285714285714,1.5714285714285714,O8,de-protonated,,0.0,,C14 H22 O8,14.0,22.0,8.0,,,,,,,,
504,1233,317.1397588278836,317.13945521302753,317.1394473545891,2755144.58288262,125.27466733431828,723589.3890142546,14.339831722220445,-1,0.024779126350949372,0.9998885957866338,0.0,0.5999331574719803,8.0,0.2777777777777778,1.2222222222222223,O5,de-protonated,,0.0,,C18 H22 O5,18.0,22.0,5.0,,,,,,,,
505,1235,317.1608886340422,317.1605849975939,317.16057672264907,3693391.578441532,58.70653613205532,647302.7318941129,19.80439839335974,-1,0.02609071063614917,0.9998764909379501,0.0,0.59992589456277,3.0,0.4666666666666667,1.7333333333333334,O7,de-protonated,,0.0,,C15 H26 O7,15.0,26.0,7.0,,,,,,,,
506,1236,317.19729932855796,317.19699565490197,317.19696223199907,2536051.3079964276,80.07548655389874,665433.6283816133,13.235744493144104,-1,0.10536955545544281,0.9979874497294307,0.0,0.5987924698376583,2.0,0.375,1.875,O6,de-protonated,,0.0,,C16 H30 O6,16.0,30.0,6.0,,,,,,,,
507,1242,318.1561854182987,318.1558807646665,318.1558256948491,2219358.2734650285,41.83726905678609,747753.3369913195,11.897537562480489,-1,0.17309070884425354,0.9945784757578223,0.0,0.5967470854546933,3.0,0.5,1.7857142857142858,N1 O7,de-protonated,,0.0,,C14 H25 O7 N1,14.0,25.0,7.0,1.0,,,,,,,
508,1244,318.22889628465657,318.2285915567063,318.22859671354905,3431932.8553989795,75.25971140150175,665359.017530516,17.806399576404722,-1,-0.01620483765399242,0.999952353297393,0.0,0.5999714119784357,1.0,0.3125,2.0625,N1 O5,de-protonated,,0.0,,C16 H33 O5 N1,16.0,33.0,5.0,1.0,,,,,,,
509,1248,319.01681542251697,319.0165098891609,319.01656931444904,2345530.338796248,54.43637375055648,738909.5089282123,12.190187189464579,-1,-0.18627649430450155,0.9937237030654955,0.0,0.5962342218392973,15.0,0.2222222222222222,0.5,P1 O4,de-protonated,,0.0,,C18 H9 O4 P1,18.0,9.0,4.0,,1.0,,,,,,
510,1249,319.1037668106442,319.10346118839897,319.1034557684091,2020566.4210437844,107.33820979348664,669187.0393972618,10.705655445308919,-1,0.01698505535865971,0.999947654856494,0.0,0.5999685929138964,4.0,0.6923076923076923,1.5384615384615385,O9,de-protonated,,0.0,,C13 H20 O9,13.0,20.0,9.0,,,,,,,,
511,1251,319.1401641327319,319.13985847327774,319.1398412777591,1757060.0953125167,98.34814899192233,630804.8012363064,9.237086408079664,-1,0.05388082719032968,0.999473367138517,0.0,0.5996840202831102,3.0,0.5714285714285714,1.7142857142857142,O8,de-protonated,,0.0,,C14 H24 O8,14.0,24.0,8.0,,,,,,,,
512,1253,319.15543345049133,319.1551277754273,319.15509741904907,2045282.7717183,174.32175146387974,632606.9291348364,10.669739354724507,-1,0.09511481549102452,0.9983598115030571,0.0,0.5990158869018343,7.0,0.2777777777777778,1.3333333333333333,O5,de-protonated,,0.0,,C18 H24 O5,18.0,24.0,5.0,,,,,,,,
513,1259,319.9834016051687,319.98309508359597,319.9830235371091,2412389.6802865113,146.1926900691601,662239.203913964,12.589254862624703,-1,0.22359463351566713,0.9909695741831128,0.0,0.5945817445098677,7.0,1.125,0.875,N3 S1 O9,de-protonated,,0.0,,C8 H7 O9 N3 S1,8.0,7.0,9.0,3.0,,1.0,,,,,
514,1260,320.171824152914,320.17151743867925,320.1714757593091,1632549.3010202893,78.44330635703764,642576.3701804589,8.554680686975852,-1,0.1301782741802454,0.9969298237144356,0.0,0.5981578942286614,2.0,0.5,1.9285714285714286,N1 O7,de-protonated,,0.0,,C14 H27 O7 N1,14.0,27.0,7.0,1.0,,,,,,,
515,1262,320.2446042446274,320.2442974559731,320.2442467780091,11693100.59010106,197.47664863036178,684327.3346402359,61.13716752813095,-1,0.15824785146833112,0.4977332002614396,0.8524773804394659,0.63963087233265,0.0,0.3125,2.1875,N1 O5,de-protonated,,0.0,,C16 H35 O5 N1,16.0,35.0,5.0,1.0,,,,,,,
516,1267,321.1017346085271,321.10142694334974,321.1013477681291,2587430.0748838414,91.96566848246354,676292.2518510133,13.67737938477464,-1,0.24657392817777107,0.9890287830304058,0.0,0.5934172698182434,3.0,0.5384615384615384,1.6923076923076923,S1 O7,de-protonated,,0.0,,C13 H22 O7 S1,13.0,22.0,7.0,,,1.0,,,,,
517,1270,321.13470525359475,321.1343975546977,321.13436197415905,6305659.032988316,49.085362143920605,679491.1797760125,32.72354919913015,-1,0.1107964232173242,0.99777504251187,0.0,0.598665025507122,7.0,0.35294117647058826,1.2941176470588236,O6,de-protonated,,0.0,,C17 H22 O6,17.0,22.0,6.0,,,,,,,,
518,1273,321.17107358759426,321.1707658515024,321.17074748350905,5027450.612245002,130.0743649807814,667646.27904245,26.1256303362161,-1,0.05719074192853117,0.9994066971649453,0.0,0.5996440182989672,6.0,0.2777777777777778,1.4444444444444444,O5,de-protonated,,0.0,,C18 H26 O5,18.0,26.0,5.0,,,,,,,,
519,1274,321.1744268030615,321.1741190635402,321.17411878682907,2708439.573255628,69.5840996961481,646543.248277235,14.244055480662016,-1,0.0008615611658323117,0.9999998653128915,0.0,0.5999999191877349,1.0,0.3333333333333333,2.0,S1 O5,de-protonated,,0.0,,C15 H30 O5 S1,15.0,30.0,5.0,,,1.0,,,,,
520,1277,321.2107959251486,321.21048814843135,321.21050429617907,30011820.146025207,203.25763939942084,672825.4253974394,156.7750656265318,-1,-0.05027154311266866,0.9991454639642324,0.9797603278028233,0.9913914094996688,0.0,0.25,2.125,S1 O4,de-protonated,,0.0,,C16 H34 O4 S1,16.0,34.0,4.0,,,1.0,,,,,
521,1280,322.16630072693783,322.1659919728932,322.1659964557091,139207108.78417715,203.2515700190073,676018.4949231166,722.2805630059711,-1,-0.013914615233680466,0.9994925233313424,0.9967379023365318,0.9983906749334182,6.0,0.29411764705882354,1.4705882352941178,N1 O5,de-protonated,,0.0,,C17 H25 O5 N1,17.0,25.0,5.0,1.0,,,,,,,
522,1283,322.2141946929841,322.21388588994665,322.2138591312491,6049776.016699822,74.49911189531011,702811.6475712091,31.48377896117936,-1,0.08304638926628101,0.9987493850140091,0.9797603278028233,0.9911537621295348,0.0,0.25,2.125,13C1 S1 O4,de-protonated,,1.0,1277.0,C15 H34 O4 S1 13C1,15.0,34.0,4.0,,,1.0,1.0,,,,
523,1291,323.1503345962642,323.1500248355107,323.1500120386191,65823087.92217819,198.8189627919748,665249.8597808774,345.68838119822556,-1,0.03960046768882339,0.9996015180632847,0.9959717269839413,0.9981496016315473,6.0,0.35294117647058826,1.411764705882353,O6,de-protonated,,0.0,,C17 H24 O6,17.0,24.0,6.0,,,,,,,,
524,1292,323.1537192809829,323.15340951676643,323.1533833419391,3485693.9340462345,185.21143017777,626525.5046877803,18.0564819849184,-1,0.08099815343209482,0.9988102777291461,0.0,0.5992861666374877,1.0,0.42857142857142855,2.0,S1 O6,de-protonated,,0.0,,C14 H28 O6 S1,14.0,28.0,6.0,,,1.0,,,,,
525,1294,323.16966438214257,323.1693546016119,323.1693512907791,25060742.123735648,74.29686029748159,662618.2715312537,132.66073636304273,-1,0.010244884775837322,0.9994978855302271,0.9967379023365318,0.998393892252749,6.0,0.29411764705882354,1.4705882352941178,13C1 N1 O5,de-protonated,,1.0,1280.0,C16 H25 O5 N1 13C1,16.0,25.0,5.0,1.0,,,1.0,,,,
526,1296,323.1867030199367,323.1863932219729,323.1863975479691,8463655.08731943,73.00191071403462,691210.7791917844,44.34439984155295,-1,-0.013385452587365633,0.9970499579918874,0.9921328944158042,0.9950831325614541,5.0,0.2777777777777778,1.5555555555555556,O5,de-protonated,,0.0,,C18 H28 O5,18.0,28.0,5.0,,,,,,,,
527,1297,323.1900793427344,323.1897695413161,323.1897688512891,8699445.738662582,77.75755245740953,697309.4211475565,45.45114752178369,-1,0.0021350520531874246,0.9999991728760733,0.0,0.5999995037256439,0.0,0.3333333333333333,2.1333333333333333,S1 O5,de-protonated,,0.0,,C15 H32 O5 S1,15.0,32.0,5.0,,,1.0,,,,,
528,1300,323.2190591309769,323.2187492999077,323.2187603053191,4017365.2876167432,60.72444931168364,664884.398039872,20.89784381781848,-1,-0.03404942027023388,0.9997896572280722,0.0,0.5998737943368433,0.0,0.42857142857142855,2.2857142857142856,N2 O6,de-protonated,,0.0,,C14 H32 O6 N2,14.0,32.0,6.0,2.0,,,,,,,
529,1303,324.1455364464033,324.14522566730835,324.14526101081907,2722214.92105203,58.63233791865515,688850.0813252014,14.35313397799245,-1,-0.10903602479640166,0.9978451080528276,0.0,0.5987070648316966,6.0,0.375,1.4375,N1 O6,de-protonated,,0.0,,C16 H23 O6 N1,16.0,23.0,6.0,1.0,,,,,,,
530,1304,324.1536604321794,324.1533496447707,324.1533668736891,11732859.046770966,141.97967213950085,675159.6908608362,62.68022919768343,-1,-0.053150515064638554,0.9994875429398263,0.9959717269839413,0.9980812165574723,6.0,0.35294117647058826,1.411764705882353,13C1 O6,de-protonated,,1.0,1291.0,C16 H24 O6 13C1,16.0,24.0,6.0,,,,1.0,,,,
531,1306,324.1729877614685,324.17267695428103,324.1727061258491,2098466.245377705,75.51802988970874,741423.2972470678,11.054174546535426,-1,-0.0899877365863879,0.999014815309374,0.9967379023365318,0.9981040501202372,6.0,0.29411764705882354,1.4705882352941178,13C2 N1 O5,de-protonated,,1.0,1280.0,C15 H25 O5 N1 13C2,15.0,25.0,5.0,1.0,,,2.0,,,,
532,1307,324.19000482411855,324.18969399951646,324.1897523830391,1553581.7031872778,83.00129239922029,548982.9719182907,8.166254818433332,-1,-0.18009058645077064,0.994132425678318,0.9921328944158042,0.9933326131733125,5.0,0.2777777777777778,1.5555555555555556,13C1 O5,de-protonated,,1.0,1296.0,C17 H28 O5 13C1,17.0,28.0,5.0,,,,1.0,,,,
533,1309,324.2183560870206,324.2180452334047,324.21803202951907,1614660.1398050769,88.11337861474463,653660.5511684555,8.615871063527072,-1,0.04072532787605358,0.9996991031369756,0.0,0.5998194618821854,4.0,0.2222222222222222,1.7222222222222223,N1 O4,de-protonated,,0.0,,C18 H31 O4 N1,18.0,31.0,4.0,1.0,,,,,,,
534,1312,324.254721728488,324.25441083765645,324.25441753886906,2539403.540368354,81.85492637776343,624803.3414583099,13.60820765476022,-1,-0.02066652680704562,0.9999225053017758,0.0,0.5999535031810654,3.0,0.15789473684210525,1.8421052631578947,N1 O3,de-protonated,,0.0,,C19 H35 O3 N1,19.0,35.0,3.0,1.0,,,,,,,
535,1315,325.12960221384327,325.1292904275969,325.12927659372906,3870006.5870555406,77.41541511167365,662764.7741686269,20.22208922460067,-1,0.04254882242181113,0.9996715588314915,0.0,0.5998029352988948,6.0,0.4375,1.375,O7,de-protonated,,0.0,,C16 H22 O7,16.0,22.0,7.0,,,,,,,,
536,1316,325.14822134845343,325.14790954314924,325.14790403833905,4649227.122959365,94.4956669804068,690279.8350727537,24.124971068106678,-1,0.016930172766100895,0.9999479925794088,0.0,0.5999687955476453,5.0,0.23529411764705882,1.5294117647058822,S1 O4,de-protonated,,0.0,,C17 H26 O4 S1,17.0,26.0,4.0,,,1.0,,,,,
537,1317,325.16597629239254,325.16566446891494,325.1656621030791,631161395.0743793,296.6581217213115,657918.2911839787,3382.9019862806776,-1,0.007275786165768859,0.9998642038725412,0.9956103978356206,0.998162681457773,5.0,0.35294117647058826,1.5294117647058822,O6,de-protonated,,0.0,,C17 H26 O6,17.0,26.0,6.0,,,,,,,,
538,1318,325.18459949543757,325.18428765289775,325.18428954768905,103613291.50753999,184.8318439337279,665023.802309429,545.2009341690522,-1,-0.005826822996104997,0.9994915456822441,0.9909728397509164,0.996084063309713,4.0,0.16666666666666666,1.6666666666666667,S1 O3,de-protonated,,0.0,,C18 H30 O3 S1,18.0,30.0,3.0,,,1.0,,,,,
539,1319,325.2023536386499,325.2020417779374,325.2020476124291,46170079.06438101,198.55118691000894,656850.677666157,242.5480108444144,-1,-0.017941128518329644,0.9996771709898535,0.9998738964029588,0.9997558611550956,4.0,0.2777777777777778,1.6666666666666667,O5,de-protonated,,0.0,,C18 H30 O5,18.0,30.0,5.0,,,,,,,,
540,1322,326.12826764835245,326.1279548398042,326.1278968692491,1794962.7042592156,112.14359074821549,561868.3850124847,9.429969116773723,-1,0.17775405180846127,0.994283259158205,0.0,0.596569955494923,1.0,0.5833333333333334,2.0833333333333335,N1 S1 O7,de-protonated,,0.0,,C12 H25 O7 N1 S1,12.0,25.0,7.0,1.0,,1.0,,,,,
541,1323,326.1612239543421,326.16091111205395,326.1609110752791,7459665.6059939815,69.0287353097725,691973.4208936077,38.789377831164025,-1,0.0001127506349879921,0.9999999976932963,0.0,0.5999999986159777,5.0,0.375,1.5625,N1 O6,de-protonated,,0.0,,C16 H25 O6 N1,16.0,25.0,6.0,1.0,,,,,,,
542,1324,326.1693184085318,326.1690055579567,326.1690169381491,112650292.4441229,268.6650750333398,663820.1827723549,591.1735301170985,-1,-0.03489047645070778,0.9998113898710685,0.9956103978356206,0.9981309930568893,5.0,0.35294117647058826,1.5294117647058822,13C1 O6,de-protonated,,1.0,1317.0,C16 H26 O6 13C1,16.0,26.0,6.0,,,,1.0,,,,
543,1326,326.1879470970148,326.18763422736794,326.1876443827591,20906454.1721883,201.12881026094703,660565.738100591,111.2707090816601,-1,-0.031133586312412274,0.9994491201124674,0.9909728397509164,0.9960586079678471,4.0,0.16666666666666666,1.6666666666666667,13C1 S1 O3,de-protonated,,1.0,1318.0,C17 H30 O3 S1 13C1,17.0,30.0,3.0,,,1.0,1.0,,,,
544,1327,326.2056967747565,326.20538388693774,326.20540244749907,8996845.656364497,111.12555073824845,652867.8652618326,46.781373098984105,-1,-0.05689838730564079,0.9994127457198728,0.9998738964029588,0.9995972059931072,4.0,0.2777777777777778,1.6666666666666667,13C1 O5,de-protonated,,1.0,1319.0,C17 H30 O5 13C1,17.0,30.0,5.0,,,,1.0,,,,
545,1329,326.2339602681145,326.23364735135976,326.23368209397904,2353521.17686608,108.79058098463985,719749.8954094797,12.703654262263939,-1,-0.106496113627796,0.9979442298336583,0.0,0.598766537900195,3.0,0.2222222222222222,1.8333333333333333,N1 O4,de-protonated,,0.0,,C18 H33 O4 N1,18.0,33.0,4.0,1.0,,,,,,,
546,1332,326.2703947984317,326.27008184437534,326.2700676033291,20913303.41424664,145.55896983874817,659151.005497078,109.39775146896191,-1,0.04364803167231553,0.9998176832729837,0.9960373637030961,0.9983055554450286,2.0,0.15789473684210525,1.9473684210526316,N1 O3,de-protonated,,0.0,,C19 H37 O3 N1,19.0,37.0,3.0,1.0,,,,,,,
547,1333,326.306771842568,326.3064588512686,326.3064531126791,7345922.920680599,92.42237943713971,682898.8645761871,38.895795877340056,-1,0.01758650323533222,0.9999542248968175,0.9976962613774858,0.9990510394890848,1.0,0.1,2.05,N1 O2,de-protonated,,0.0,,C20 H41 O2 N1,20.0,41.0,2.0,1.0,,,,,,,
548,1336,327.10886206216344,327.10854824960774,327.10854114883904,1693040.730334677,44.44695714293733,620571.8267880989,8.779488809522721,-1,0.021707683551845547,0.9999145007656636,0.0,0.5999487004593981,6.0,0.5333333333333333,1.3333333333333333,O8,de-protonated,,0.0,,C15 H20 O8,15.0,20.0,8.0,,,,,,,,
549,1338,327.14522350956906,327.14490965977984,327.1449266581891,22815045.94748333,91.68668746149896,660628.2164225953,121.44427429608885,-1,-0.05195987425049136,0.9996811426208096,0.9881050963489999,0.9950507241120858,5.0,0.4375,1.5,O7,de-protonated,,0.0,,C16 H24 O7,16.0,24.0,7.0,,,,,,,,
550,1340,327.1702296028529,327.1699157274577,327.16990709636906,7284307.871649355,133.2344656903428,679508.9407872958,37.831615415579726,-1,0.026381059033633046,0.9998350369250439,0.9956103978356206,0.9981451812892747,5.0,0.35294117647058826,1.5294117647058822,O5 18O1,de-protonated,,1.0,1317.0,C17 H26 O5 18O1,17.0,26.0,5.0,,,,,,,1.0,
551,1341,327.17269613919734,327.1723822612764,327.172371773219,9889957.812096408,141.80057057546492,659491.9753737856,51.53825976305278,-1,0.03205667196688268,0.9998199940087011,0.9956103978356206,0.9981361555394689,5.0,0.35294117647058826,1.5294117647058822,13C2 O6,de-protonated,,1.0,1317.0,C15 H26 O6 13C2,15.0,26.0,6.0,,,,2.0,,,,
552,1342,327.18043153428425,327.1801176484423,327.18008537728906,5002796.853630168,106.14212444853025,721463.6548204285,25.93407785309924,-1,0.09863422225645428,0.9990521596941667,0.9909728397509164,0.9958204317168666,4.0,0.16666666666666666,1.6666666666666667,34S1 O3,de-protonated,,1.0,1318.0,C18 H30 O3 34S1,18.0,30.0,3.0,,,,,,,,1.0
553,1343,327.18163470436906,327.1813208172951,327.1813121675391,131755074.9630003,169.19320715731072,661493.1849290866,685.3322173736525,-1,0.026437194577489123,0.9979712021006504,0.9966906021547787,0.9974589621223018,4.0,0.35294117647058826,1.6470588235294117,O6,de-protonated,,0.0,,C17 H28 O6,17.0,28.0,6.0,,,,,,,,
554,1344,327.19132032417167,327.1910064271797,327.190999217829,2248397.3994805627,66.70346787013494,617025.0731358659,11.719287335135633,-1,0.022034073899485807,0.9994710634248911,0.9909728397509164,0.9960717739553012,4.0,0.16666666666666666,1.6666666666666667,13C2 S1 O3,de-protonated,,1.0,1318.0,C16 H30 O3 S1 13C2,16.0,30.0,3.0,,,1.0,2.0,,,,
555,1345,327.2180015265189,327.2176876022054,327.2176976768891,3897339.1889150073,98.24583682860501,653923.5065873236,20.93509013398009,-1,-0.03078893278740363,0.9998280089890241,0.0,0.5998968053934145,3.0,0.2777777777777778,1.7777777777777777,O5,de-protonated,,0.0,,C18 H32 O5,18.0,32.0,5.0,,,,,,,,
556,1347,327.2543999808007,327.2540860192149,327.2540831862391,4290739.132230326,60.10281169792136,665944.1205104247,22.2626552600261,-1,0.008656808221721721,0.999986402268276,0.0,0.5999918413609655,2.0,0.21052631578947367,1.894736842105263,O4,de-protonated,,0.0,,C19 H36 O4,19.0,36.0,4.0,,,,,,,,
557,1348,327.2737397693086,327.2734257879186,327.27342243839905,4177800.5057822354,63.336417391453516,673545.6652406041,21.71460232221953,-1,0.01023462131549033,0.9999809938891626,0.9960373637030961,0.998403541814736,2.0,0.15789473684210525,1.9473684210526316,13C1 N1 O3,de-protonated,,1.0,1332.0,C18 H37 O3 N1 13C1,18.0,37.0,3.0,1.0,,,1.0,,,,
558,1349,327.3101173924945,327.3098033738532,327.3098079477491,1564063.7136337592,103.13889241620397,581377.8760766534,8.136989855734923,-1,-0.013974209786884963,0.9999645675933457,0.9976962613774858,0.9990572451070018,1.0,0.1,2.05,13C1 N1 O2,de-protonated,,1.0,1333.0,C19 H41 O2 N1 13C1,19.0,41.0,2.0,1.0,,,1.0,,,,
559,1350,328.14048891739964,328.1401740483671,328.1401756303891,3600004.8990465333,62.224835036946864,683857.6497144965,18.881221842782654,-1,-0.0048211773430216955,0.9999957824608149,0.0,0.5999974694764889,5.0,0.4666666666666667,1.5333333333333334,N1 O7,de-protonated,,0.0,,C15 H23 O7 N1,15.0,23.0,7.0,1.0,,,,,,,
560,1351,328.14860574133024,328.1482908639845,328.1482814932591,4326902.139098995,153.31911215199503,641379.1318263203,22.651081128568624,-1,0.028556375122990967,0.9998520456102575,0.9881050963489999,0.9951532659057545,5.0,0.4375,1.5,13C1 O7,de-protonated,,1.0,1338.0,C15 H24 O7 13C1,15.0,24.0,7.0,,,,1.0,,,,
561,1353,328.1768840018485,328.1765690955402,328.1765611397391,3000217.2758202925,41.055432541032715,718335.8670219396,15.54501609516402,-1,0.024242441530923378,0.9998933690235292,0.0,0.5999360214141175,4.0,0.375,1.6875,N1 O6,de-protonated,,0.0,,C16 H27 O6 N1,16.0,27.0,6.0,1.0,,,,,,,
562,1354,328.1849834819349,328.184668567331,328.1846670026091,23987039.814548932,97.42194780573477,665732.6967061142,125.12633869377959,-1,0.004767809316683708,0.9980018736867694,0.9966906021547787,0.9974773650739732,4.0,0.35294117647058826,1.6470588235294117,13C1 O6,de-protonated,,1.0,1343.0,C16 H28 O6 13C1,16.0,28.0,6.0,,,,1.0,,,,
563,1355,328.2132538989119,328.2129389553532,328.2129466490891,4559178.577337257,96.147375203183,645522.3616900274,24.44422520663478,-1,-0.023441293098963124,0.9999002999656337,0.0,0.5999401799793802,3.0,0.29411764705882354,1.8235294117647058,N1 O5,de-protonated,,0.0,,C17 H31 O5 N1,17.0,31.0,5.0,1.0,,,,,,,
564,1356,328.249632641506,328.2493176606876,328.2493321584391,4394331.565829425,67.418543139147,694146.1695095018,22.842633611685482,-1,-0.04416688792566012,0.9996461081438202,0.0,0.5997876648862921,2.0,0.2222222222222222,1.9444444444444444,N1 O4,de-protonated,,0.0,,C18 H35 O4 N1,18.0,35.0,4.0,1.0,,,,,,,
565,1357,328.28602760610454,328.2857125880095,328.28571766778913,25578402.680063747,101.34004468490457,650527.099716097,136.27894993302786,-1,-0.01547365401135433,0.9997108434501175,0.9899658466778395,0.9958128447412062,1.0,0.15789473684210525,2.0526315789473686,N1 O3,de-protonated,,0.0,,C19 H39 O3 N1,19.0,39.0,3.0,1.0,,,,,,,
566,1363,329.12453152522755,329.12421564824,329.12419121329907,1895803.4861997429,121.80934697517435,760981.7533860994,9.864952880518258,-1,0.07424231214933352,0.9990003691553595,0.0,0.5994002214932157,5.0,0.5333333333333333,1.4666666666666666,O8,de-protonated,,0.0,,C15 H22 O8,15.0,22.0,8.0,,,,,,,,
567,1367,329.1583405350517,329.1580246234299,329.1580747991991,2318638.980526454,57.22928819507844,697953.1289661587,12.567971253389496,-1,-0.152436695321835,0.9957925628295813,0.0,0.5974755376977487,8.0,0.1,1.3,S1 O2,de-protonated,,0.0,,C20 H26 O2 S1,20.0,26.0,2.0,,,1.0,,,,,
568,1368,329.16090225037766,329.16058633613164,329.16057672264907,16866049.29612796,115.22975759403283,654694.938670262,87.83745531369763,-1,0.02920605702861185,0.9992948462471736,0.9623371575935887,0.9845117707857396,4.0,0.4375,1.625,O7,de-protonated,,0.0,,C16 H26 O7,16.0,26.0,7.0,,,,,,,,
569,1369,329.1858044498569,329.1854885101007,329.1855571608291,2121935.217668455,76.71081410363449,673802.1013444916,11.038211839609023,-1,-0.20854720658634132,0.9960377802750296,0.9966906021547787,0.9962989090269292,4.0,0.35294117647058826,1.6470588235294117,O5 18O1,de-protonated,,1.0,1343.0,C17 H28 O5 18O1,17.0,28.0,5.0,,,,,,,1.0,
570,1370,329.18832918263604,329.18801324029346,329.18802183767906,2135172.1491818815,115.03370132066223,576887.2757936008,11.135318306744653,-1,-0.026116945427316057,0.99797196546934,0.9966906021547787,0.9974594201435154,4.0,0.35294117647058826,1.6470588235294117,13C2 O6,de-protonated,,1.0,1343.0,C15 H28 O6 13C2,15.0,28.0,6.0,,,,2.0,,,,
571,1371,329.1972759504186,329.1969599989108,329.19696223199907,3469368.214360563,169.24724418908107,609337.0545228734,18.495456425394533,-1,-0.006783441249998171,0.9999916506599118,0.0,0.5999949903959471,3.0,0.35294117647058826,1.7647058823529411,O6,de-protonated,,0.0,,C17 H30 O6,17.0,30.0,6.0,,,,,,,,
572,1372,329.2336402438886,329.2333242551284,329.23334774134906,5199242.670687927,54.24993885439904,639898.6598082327,26.99293741255077,-1,-0.07133609278134286,0.9990770631742892,0.0,0.5994462379045735,2.0,0.2777777777777778,1.8888888888888888,O5,de-protonated,,0.0,,C18 H34 O5,18.0,34.0,5.0,,,,,,,,
573,1373,329.2700527439229,329.26973671786067,329.26973325069906,9652130.32553367,175.52637860982136,673677.7984225521,50.11225794429394,-1,0.0105298521388574,0.9991348132985287,0.9837980056868328,0.9930000902538504,1.0,0.21052631578947367,2.0,O4,de-protonated,,0.0,,C19 H38 O4,19.0,38.0,4.0,,,,,,,,
574,1374,329.2894064293539,329.28909038346495,329.2890725028591,4887807.855165011,107.82938003019832,673382.2505178397,25.41795032914548,-1,0.05430063539959596,0.9994651309355516,0.9899658466778395,0.9956654172324668,1.0,0.15789473684210525,2.0526315789473686,13C1 N1 O3,de-protonated,,1.0,1357.0,C18 H39 O3 N1 13C1,18.0,39.0,3.0,1.0,,,1.0,,,,
575,1376,330.15617686036023,330.1558599264393,330.1558256948491,833640669.2514622,159.42878577347167,662049.3635748359,4356.839944883732,-1,0.10368313236795088,0.2852981247621881,0.8437806590823977,0.5086911384902719,4.0,0.4666666666666667,1.6666666666666667,N1 O7,de-protonated,,0.0,,C15 H25 O7 N1,15.0,25.0,7.0,1.0,,,,,,,
