,Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,O/C,H/C,Heteroatom Class,Ion Type,Adduct,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,N,P,S,13C,15N,17O,18O,34S
0,24,155.10790440752646,155.10776360721437,155.10775330249908,2947269.319052669,45.99055807975849,1140878.5349523798,15.57960196017123,-1,0.0664358490769314,0.9991994565396644,0.0,0.5995196739237986,2.0,0.2222222222222222,1.7777777777777777,O2,de-protonated,,0.0,,C9 H16 O2,9.0,16.0,2.0,,,,,,,,
1,31,156.99666332162388,156.99652065525902,156.99648877416908,1625356.5971429378,22.896864227324667,1103437.3645937317,8.577294521788259,-1,0.20306880865684973,0.9925455346020915,0.0,0.5955273207612549,4.0,0.5,1.0,S1 O3,de-protonated,,0.0,,C6 H6 O3 S1,6.0,6.0,3.0,,,1.0,,,,,
2,39,159.03005606576758,159.0299113896156,159.0298969033691,1776751.687109109,34.30164218040139,1240429.4952426078,9.157272873447639,-1,0.09109134056754072,0.9984955383536539,0.0,0.5990973230121923,3.0,0.8333333333333334,1.3333333333333333,O5,de-protonated,,0.0,,C6 H8 O5,6.0,8.0,5.0,,,,,,,,
3,48,162.07734006616903,162.0771923764797,162.07718144937908,8851791.414189145,47.206834813930556,1100405.411602145,45.63205820028295,-1,0.06741911798072374,0.9991755944964534,0.0,0.5995053566978721,1.0,0.6666666666666666,2.1666666666666665,N1 O4,de-protonated,,0.0,,C6 H13 O4 N1,6.0,13.0,4.0,1.0,,,,,,,
4,53,164.03548251676617,164.03533288958815,164.0353166364291,2783122.7586174803,29.02015544699928,1299759.3858367777,14.73889939538057,-1,0.09908329129160275,0.9982202134755634,0.0,0.598932128085338,6.0,0.375,0.875,N1 O3,de-protonated,,0.0,,C8 H7 O3 N1,8.0,7.0,3.0,1.0,,,,,,,
5,55,165.09223746248435,165.09208678936233,165.09210323803907,1635798.566320365,55.596123984094646,1238520.9967005097,8.678391665655491,-1,-0.09963333450466853,0.9982004161330865,0.0,0.5989202496798519,4.0,0.2,1.4,O2,de-protonated,,0.0,,C10 H14 O2,10.0,14.0,2.0,,,,,,,,
6,64,167.07155247833717,167.07139984551685,167.07136779314908,1801033.1392128204,26.20035590523941,1016024.3319443603,9.460564305049333,-1,0.19184835914654494,0.9933438879326734,0.0,0.596006332759604,4.0,0.3333333333333333,1.3333333333333333,O3,de-protonated,,0.0,,C9 H12 O3,9.0,12.0,3.0,,,,,,,,
7,67,169.05080315112983,169.0506485578504,169.05063234825906,3171489.249382689,40.001716372357286,1012939.9737536507,16.57461069191714,-1,0.09588601421705081,0.9983331283791963,0.0,0.5989998770275178,4.0,0.5,1.25,O4,de-protonated,,0.0,,C8 H10 O4,8.0,10.0,4.0,,,,,,,,
8,79,171.13920725358244,171.13905059083285,171.13905343141906,19670104.7864381,51.83516048754723,1008614.5418142724,102.75726538757746,-1,-0.016598118012288148,0.49997500629302255,0.9023989783818297,0.6609445951285454,1.0,0.2,2.0,O2,de-protonated,,0.0,,C10 H20 O2,10.0,20.0,2.0,,,,,,,,
9,87,173.0456917108875,173.04553315813664,173.04554696782907,3547101.513017208,59.39399291191632,1028377.3172713784,18.28262033304247,-1,-0.07980380122528943,0.9988450848529464,0.0,0.5993070509117678,3.0,0.7142857142857143,1.4285714285714286,O5,de-protonated,,0.0,,C7 H10 O5,7.0,10.0,5.0,,,,,,,,
10,99,174.04098643325057,174.04082689350622,174.04079594002908,1687089.3506623216,43.00650521950953,1026246.3591958302,8.880585953389954,-1,0.1778518477172132,0.994276985046752,0.0,0.5965661910280512,3.0,0.8333333333333334,1.5,N1 O5,de-protonated,,0.0,,C6 H9 O5 N1,6.0,9.0,5.0,1.0,,,,,,,
11,110,175.06135437223278,175.06119382041445,175.06119703228907,10894992.822556518,69.0310591073272,1015998.524197861,58.14682043058443,-1,-0.018347153350054622,0.999938922964848,0.0,0.5999633537789087,2.0,0.7142857142857143,1.7142857142857142,O5,de-protonated,,0.0,,C7 H12 O5,7.0,12.0,5.0,,,,,,,,
12,111,175.09774487420756,175.09758428629047,175.0975825416391,6596110.283454068,66.5650261338305,995075.2269772495,34.458163351799485,-1,0.009963880400875888,0.9999819861339742,0.0,0.5999891916803844,1.0,0.5,2.0,O4,de-protonated,,0.0,,C8 H16 O4,8.0,16.0,4.0,,,,,,,,
13,115,176.05661240372325,176.0564508645256,176.0564460044891,5365752.9818144515,58.90087925150591,1072720.4755537733,28.307200282824777,-1,0.027604990457299774,0.9998617392188413,0.0,0.5999170435313047,2.0,0.8333333333333334,1.8333333333333333,N1 O5,de-protonated,,0.0,,C6 H11 O5 N1,6.0,11.0,5.0,1.0,,,,,,,
14,124,177.0688060624235,177.06864351883115,177.06860488825907,4744729.9852191685,50.73156724838299,1117636.6736702616,24.508076034340398,-1,0.21816725840512086,0.991400782082758,0.0,0.5948404692496547,1.0,0.42857142857142855,2.142857142857143,P1 O3,de-protonated,,0.0,,C7 H15 O3 P1,7.0,15.0,3.0,,1.0,,,,,,
15,126,177.07702631958875,177.0768637678386,177.07684709674908,1967240.565524596,43.6429367689166,981937.9125676531,10.272001907141584,-1,0.09414607160153052,0.9983930252590032,0.0,0.5990358151554019,1.0,0.7142857142857143,2.0,O5,de-protonated,,0.0,,C7 H14 O5,7.0,14.0,5.0,,,,,,,,
16,127,177.09227877489002,177.09211620800326,177.09210323803907,2030300.1591531239,35.85191287086267,1014282.2275440046,10.540707473736068,-1,0.07323852363668396,0.9990272042493857,0.0,0.5994163225496314,5.0,0.18181818181818182,1.2727272727272727,O2,de-protonated,,0.0,,C11 H14 O2,11.0,14.0,2.0,,,,,,,,
17,135,179.0351628099686,179.03499831455397,179.03498228379908,2565733.3286992335,39.041162483434164,1301529.49069828,13.344822990474537,-1,0.08953979098350313,0.9985463156135399,0.0,0.5991277893681239,6.0,0.4444444444444444,0.8888888888888888,O4,de-protonated,,0.0,,C9 H8 O4,9.0,8.0,4.0,,,,,,,,
18,136,179.05628583054417,179.05612131415825,179.05611165185908,2066376.8842348747,37.88537035285859,1128556.9192830322,10.748222663779332,-1,0.05396240918167686,0.9994717715829925,0.0,0.5996830629497955,1.0,1.0,2.0,O6,de-protonated,,0.0,,C6 H12 O6,6.0,12.0,6.0,,,,,,,,
19,138,179.07153924573626,179.07137471420643,179.07136779314908,1775185.5174607227,33.90693214373759,1242130.4719312538,9.300937235785284,-1,0.03864971510441657,0.9997289885959454,0.0,0.5998373931575672,5.0,0.3,1.2,O3,de-protonated,,0.0,,C10 H12 O3,10.0,12.0,3.0,,,,,,,,
20,143,181.0508155674265,181.05064907041336,181.05063234825906,1730824.6728011118,27.615543088992098,1014374.6899850927,9.013608511109995,-1,0.09236175583922197,0.9984533141442993,0.0,0.5990719884865795,5.0,0.4444444444444444,1.1111111111111112,O4,de-protonated,,0.0,,C9 H10 O4,9.0,10.0,4.0,,,,,,,,
21,144,181.08717586629916,181.0870093331714,181.08701785760908,1603763.9752433153,41.490770476713315,1019805.9195250636,8.48151828022983,-1,-0.04707370951104528,0.9995980024863409,0.0,0.5997588014918045,4.0,0.3,1.4,O3,de-protonated,,0.0,,C10 H14 O3,10.0,14.0,3.0,,,,,,,,
22,148,183.06643680033307,183.06626830089763,183.0662824127191,3266767.4054146647,31.477667015343318,1011684.7018544758,17.06945460663569,-1,-0.07708585803555339,0.9989223713210827,0.0,0.5993534227926496,4.0,0.4444444444444444,1.3333333333333333,O4,de-protonated,,0.0,,C9 H12 O4,9.0,12.0,4.0,,,,,,,,
23,149,183.10282878185953,183.10266024626256,183.1026679220691,7018805.419514374,102.2179795436015,973716.3520078468,36.437539010673696,-1,-0.04192077928824859,0.9996811816694599,0.0,0.5998087090016759,3.0,0.3,1.6,O3,de-protonated,,0.0,,C10 H16 O3,10.0,16.0,3.0,,,,,,,,
24,150,185.08210809747783,185.08193759471527,185.08193247717907,17736190.31306257,84.48287864622836,993633.6238838475,93.09450679479366,-1,0.027650112229137578,0.9986488008227834,0.9937423367433212,0.9966862151909985,3.0,0.4444444444444444,1.5555555555555556,O4,de-protonated,,0.0,,C9 H14 O4,9.0,14.0,4.0,,,,,,,,
25,151,185.1548757408837,185.15470516578313,185.15470349587906,11184553.619399797,96.11273739529794,1019898.1317842508,58.31708930446608,-1,0.009018966486748116,0.9999852407540615,0.0,0.5999911444524368,1.0,0.18181818181818182,2.0,O2,de-protonated,,0.0,,C11 H22 O2,11.0,22.0,2.0,,,,,,,,
26,152,186.08543667921697,186.08526517895157,186.08528731224908,1593733.7333277122,11.897352750945624,1047681.8656891993,8.345835271355387,-1,-0.11894168435116054,0.9974363147534164,0.9937423367433212,0.9959587235493783,3.0,0.4444444444444444,1.5555555555555556,13C1 O4,de-protonated,,1.0,150.0,C8 H14 O4 13C1,8.0,14.0,4.0,,,,1.0,,,,
27,153,186.11376325014595,186.11359172171535,186.11356695872908,1554436.3000755298,26.570198978970126,962776.2353587229,8.109055118613714,-1,0.13305309589165837,0.9967929446082069,0.0,0.5980757667649241,2.0,0.3333333333333333,1.8888888888888888,N1 O3,de-protonated,,0.0,,C9 H17 O3 N1,9.0,17.0,3.0,1.0,,,,,,,
28,154,187.0614004230988,187.0612279523332,187.06119703228907,8027805.195739791,56.96042760994842,930968.0138446674,41.88614297488659,-1,0.16529373611329978,0.9950547238507921,0.0,0.5970328343104753,3.0,0.625,1.5,O5,de-protonated,,0.0,,C8 H12 O5,8.0,12.0,5.0,,,,,,,,
29,156,188.05664126165146,188.05646780101006,188.0564460044891,2499105.3112897784,65.6588118688386,898423.3963358769,13.28629306507772,-1,0.11590414171734445,0.9975654284572022,0.0,0.5985392570743213,3.0,0.7142857142857143,1.5714285714285714,N1 O5,de-protonated,,0.0,,C7 H11 O5 N1,7.0,11.0,5.0,1.0,,,,,,,
30,158,189.07702657047622,189.07685209473365,189.07684709674908,16737225.735095182,79.6598605100603,957184.0032933492,88.83778494775234,-1,0.026433614968105354,0.9998732233075144,0.0,0.5999239339845086,2.0,0.625,1.75,O5,de-protonated,,0.0,,C8 H14 O5,8.0,14.0,5.0,,,,,,,,
31,162,191.05629807588315,191.05612163049412,191.05611165185908,3165854.0532238246,115.3569357894769,1058695.2687960707,16.70763324963718,-1,0.05222881879275376,0.9995051577643285,0.0,0.5997030946585971,2.0,0.8571428571428571,1.7142857142857142,O6,de-protonated,,0.0,,C7 H12 O6,7.0,12.0,6.0,,,,,,,,
32,166,193.0871973494507,193.08701888218144,193.08701785760908,5645514.887120285,76.6022156174842,927728.5155820472,29.828978343142047,-1,0.005306272618499325,0.9999948910478341,0.0,0.5999969346287004,5.0,0.2727272727272727,1.2727272727272727,O3,de-protonated,,0.0,,C11 H14 O3,11.0,14.0,3.0,,,,,,,,
33,168,193.15997076355376,193.15979222381816,193.15978887630908,24232105.37487293,63.144149600890216,923953.4774091068,126.04153389089348,-1,0.017330258529973476,0.9999704418488882,0.990061770841181,0.9960069734458052,3.0,0.07692307692307693,1.6923076923076923,O1,de-protonated,,0.0,,C13 H22 O1,13.0,22.0,1.0,,,,,,,,
34,171,194.16332227040593,194.1631427314389,194.1631437113791,3724041.6611409485,81.37061736786382,940387.8874910609,19.554315984846063,-1,-0.005046993799140412,0.9999953781231775,0.990061770841181,0.9960219352103789,3.0,0.07692307692307693,1.6923076923076923,13C1 O1,de-protonated,,1.0,168.0,C12 H22 O1 13C1,12.0,22.0,1.0,,,,1.0,,,,
35,172,195.0664448056547,195.06626436709246,195.0662824127191,4594934.887980145,30.926422817002493,1108099.9258414304,24.03983663116585,-1,-0.09251022990185916,0.9984483413303868,0.0,0.5990690047982321,5.0,0.4,1.2,O4,de-protonated,,0.0,,C10 H12 O4,10.0,12.0,4.0,,,,,,,,
36,174,195.10281202883928,195.10263155404823,195.1026679220691,1692532.4863271173,40.19200061684964,1151929.6333840135,8.917832269551564,-1,-0.18640452867852123,0.9937150994407762,0.0,0.5962290596644657,4.0,0.2727272727272727,1.4545454545454546,O3,de-protonated,,0.0,,C11 H16 O3,11.0,16.0,3.0,,,,,,,,
37,175,195.1392420147536,195.13906150367097,195.13905343141906,11392017.007764269,128.7864485758485,930337.2906308352,59.21100089234476,-1,0.04136666532836598,0.9996895530251022,0.0,0.5998137318150613,3.0,0.16666666666666666,1.6666666666666667,O2,de-protonated,,0.0,,C12 H20 O2,12.0,20.0,2.0,,,,,,,,
38,178,196.02534366351486,196.025162269611,196.02514587556908,3044994.984408532,24.149338711091538,1049748.2662091472,15.888214294081726,-1,0.08363234139224605,0.9987316860101574,0.0,0.5992390116060944,6.0,0.625,0.875,N1 O5,de-protonated,,0.0,,C8 H7 O5 N1,8.0,7.0,5.0,1.0,,,,,,,
39,184,197.08212125845083,197.0819388114656,197.08193247717907,6251396.034509805,65.62581405342937,950712.2544410692,32.63841476218932,-1,0.03214037149431521,0.9998125804408767,0.0,0.5998875482645261,4.0,0.4,1.4,O4,de-protonated,,0.0,,C10 H14 O4,10.0,14.0,4.0,,,,,,,,
40,185,197.15487955615512,197.1546970366574,197.15470349587906,14002846.450376358,78.58600175646461,921144.3513497949,73.44973547069797,-1,-0.03276219911183464,0.4999026294479033,0.8851212310995794,0.6539900701085737,2.0,0.16666666666666666,1.8333333333333333,O2,de-protonated,,0.0,,C12 H22 O2,12.0,22.0,2.0,,,,,,,,
41,191,199.06138971538866,199.06120529542534,199.06119703228907,17143562.078755017,68.90728279350401,901691.1546146629,91.02999669897862,-1,0.04151053238444795,0.49984369511612153,0.9112932940309507,0.6644235346820533,4.0,0.5555555555555556,1.3333333333333333,O5,de-protonated,,0.0,,C9 H12 O5,9.0,12.0,5.0,,,,,,,,
42,192,199.09777551711193,199.09759106087074,199.0975825416391,11976572.111160723,52.63957890692764,879339.3080762499,63.25488664703401,-1,0.04278922693664941,0.9996678375228844,0.0,0.5998007025137306,3.0,0.4,1.6,O4,de-protonated,,0.0,,C10 H16 O4,10.0,16.0,4.0,,,,,,,,
43,193,199.13416056607065,199.13397607355202,199.13396805098907,5956774.1249923855,79.46647626965617,967643.2095191139,30.978293241843204,-1,0.04028726505205275,0.9997055405809181,0.0,0.5998233243485508,2.0,0.2727272727272727,1.8181818181818181,O3,de-protonated,,0.0,,C11 H20 O3,11.0,20.0,3.0,,,,,,,,
44,194,199.17053504292397,199.17035051413822,199.17035356033907,35800371.15301083,103.96134839141459,935809.7082427978,187.7214334545222,-1,-0.015294449153167014,0.9991996239648674,0.9859421085007751,0.9938966177792306,1.0,0.16666666666666666,2.0,O2,de-protonated,,0.0,,C12 H24 O2,12.0,24.0,2.0,,,,,,,,
45,199,200.12942217644684,200.1292366915029,200.12921702318909,3108468.911034186,66.04145566046628,907459.999064895,16.117013093360196,-1,0.09827807312775264,0.9982489982049991,0.0,0.5989493989229995,2.0,0.3,1.9,N1 O3,de-protonated,,0.0,,C10 H19 O3 N1,10.0,19.0,3.0,1.0,,,,,,,
46,200,200.17391248250627,200.17372695319398,200.17370839540908,5299247.5835968945,62.94733991545229,973914.2863918081,27.796393661179817,-1,0.09270840335067058,0.9984416915374166,0.9859421085007751,0.99344185832276,1.0,0.16666666666666666,2.0,13C1 O2,de-protonated,,1.0,194.0,C11 H24 O2 13C1,11.0,24.0,2.0,,,,1.0,,,,
47,206,201.0770288275797,201.07684239753587,201.07684709674908,11269757.203091647,65.09281794675377,846309.749638396,58.80661231687583,-1,-0.02337023518547342,0.9999009034637639,0.0,0.5999405420782583,3.0,0.5555555555555556,1.5555555555555556,O5,de-protonated,,0.0,,C9 H14 O5,9.0,14.0,5.0,,,,,,,,
48,207,201.11341050735678,201.11322404102376,201.11323260609907,12580701.296762757,81.47536108839505,915468.2859025457,65.61736727214195,-1,-0.042588323046782436,0.9996709488255235,0.0,0.5998025692953141,2.0,0.4,1.8,O4,de-protonated,,0.0,,C10 H18 O4,10.0,18.0,4.0,,,,,,,,
49,210,202.07229697341495,202.07210955053233,202.07209606894907,3889764.122829456,34.08366645735027,980892.1403986291,20.102368922652634,-1,0.06671669928162179,0.999192676554066,0.0,0.5995156059324396,3.0,0.625,1.625,N1 O5,de-protonated,,0.0,,C8 H13 O5 N1,8.0,13.0,5.0,1.0,,,,,,,
50,214,203.05630562303654,203.05611721834217,203.05611165185908,2937978.561571171,39.869172159529064,938610.9849973932,15.627490080950444,-1,0.02741352150000333,0.9998636503980214,0.0,0.5999181902388128,3.0,0.75,1.5,O6,de-protonated,,0.0,,C8 H12 O6,8.0,12.0,6.0,,,,,,,,
51,215,203.0926885366674,203.09250009566745,203.09249716120908,9052361.898193264,88.44688664287052,915694.0461353363,47.37731415756989,-1,0.014448876281529197,0.9999621196705554,0.0,0.5999772718023332,2.0,0.5555555555555556,1.7777777777777777,O5,de-protonated,,0.0,,C9 H16 O5,9.0,16.0,5.0,,,,,,,,
52,216,203.12906551494407,203.12887703764417,203.12888267055905,17351334.191929348,111.33716627086868,958612.0850032304,92.11546076997416,-1,-0.027730743179377973,0.9997426415364785,0.993970502686358,0.9974337859964304,1.0,0.4,2.0,O4,de-protonated,,0.0,,C10 H20 O4,10.0,20.0,4.0,,,,,,,,
53,218,204.08792150778746,204.0877320735616,204.0877461334091,6642501.789261535,50.13544507487713,862983.7512000687,35.075388019620476,-1,-0.06889118904849323,0.9991392159608485,0.0,0.5994835295765091,2.0,0.625,1.875,N1 O5,de-protonated,,0.0,,C8 H15 O5 N1,8.0,15.0,5.0,1.0,,,,,,,
54,219,204.13241770094913,204.13222822231194,204.13223750562906,2006011.811475488,20.553585981231233,879786.1449353505,10.569972436434478,-1,-0.045476977277133054,0.9996248063110466,0.993970502686358,0.9973630848611712,1.0,0.4,2.0,13C1 O4,de-protonated,,1.0,216.0,C9 H20 O4 13C1,9.0,20.0,4.0,,,,1.0,,,,
55,221,205.07194781761962,205.07175740114695,205.0717617163191,4120418.2475948445,93.21458523868895,876932.5402835342,21.496445327558664,-1,-0.021042254175653256,0.9999196620201278,0.0,0.5999517972120767,2.0,0.75,1.75,O6,de-protonated,,0.0,,C8 H14 O6,8.0,14.0,6.0,,,,,,,,
56,222,205.10835264225793,205.10816218944237,205.1081472256691,2845116.796189057,73.57746813250654,824244.6843781022,14.941093683115032,-1,0.07295552850634753,0.9990347039070419,0.0,0.5994208223442251,1.0,0.5555555555555556,2.0,O5,de-protonated,,0.0,,C9 H18 O5,9.0,18.0,5.0,,,,,,,,
57,223,205.15997605033044,205.1597855459788,205.15978887630908,3818728.833068552,25.565753247566732,991076.0514422695,19.916137341844575,-1,-0.01623286076350428,0.9999521883674705,0.0,0.5999713130204822,4.0,0.07142857142857142,1.5714285714285714,O1,de-protonated,,0.0,,C14 H22 O1,14.0,22.0,1.0,,,,,,,,
58,227,207.06649869089287,207.06630628285112,207.0662824127191,1972916.9799749784,55.363487020158175,924441.446606723,10.375759502163216,-1,0.1152777349721876,0.9975916411196203,0.0,0.5985549846717722,6.0,0.36363636363636365,1.0909090909090908,O4,de-protonated,,0.0,,C11 H12 O4,11.0,12.0,4.0,,,,,,,,
59,228,207.06981373203018,207.06962132067764,207.06965371603906,1719794.031037956,108.3063742152683,915262.7427436374,9.056175729580408,-1,-0.15644668754825264,0.9955687876160004,0.0,0.5973412725696002,1.0,0.5,2.0,S1 O4,de-protonated,,0.0,,C8 H16 O4 S1,8.0,16.0,4.0,,,1.0,,,,,
60,229,207.1028867913528,207.10269434696954,207.1026679220691,1705127.4304162795,73.86610336419648,824217.5886414299,8.915171818397164,-1,0.12759324020104643,0.9970503677844542,0.0,0.5982302206706726,5.0,0.25,1.3333333333333333,O3,de-protonated,,0.0,,C12 H16 O3,12.0,16.0,3.0,,,,,,,,
61,231,207.13924338916985,207.1390509084763,207.13905343141906,17382367.461709473,105.93992405921384,933865.9892896534,90.54047368656887,-1,-0.012179947350014302,0.9998563449816713,0.9987127935686604,0.9993989244164669,4.0,0.15384615384615385,1.5384615384615385,O2,de-protonated,,0.0,,C13 H20 O2,13.0,20.0,2.0,,,,,,,,
62,232,208.06169990210512,208.0615065000368,208.06153138491908,1749504.565787529,67.56538077864886,1050532.6225844934,9.141310166521235,-1,-0.11960347546901373,0.9974077438267057,0.0,0.5984446462960235,6.0,0.4,1.1,N1 O4,de-protonated,,0.0,,C10 H11 O4 N1,10.0,11.0,4.0,1.0,,,,,,,
63,233,208.1426096348219,208.14241615193018,208.1424082664891,2414972.2025907957,74.94366084335581,883616.6321145368,12.55200854646309,-1,0.03788483636969347,0.9997396077164273,0.9987127935686604,0.9993288820573205,4.0,0.15384615384615385,1.5384615384615385,13C1 O2,de-protonated,,1.0,231.0,C12 H20 O2 13C1,12.0,20.0,2.0,,,,1.0,,,,
64,240,209.01272062054906,209.01252626838777,209.0125327617991,5817181.793259794,86.6531443154772,933550.4857012738,30.563262861756677,-1,-0.031067090733513807,0.9998248875711169,0.0,0.5998949325426701,2.0,1.0,1.6666666666666667,S1 O6,de-protonated,,0.0,,C6 H10 O6 S1,6.0,10.0,6.0,,,1.0,,,,,
65,242,209.08211007080186,209.08191564931136,209.08193247717907,4974484.017545686,79.12452552669549,860286.038918715,25.944719657716842,-1,-0.08048456177666806,0.9988253085985234,0.0,0.599295185159114,5.0,0.36363636363636365,1.2727272727272727,O4,de-protonated,,0.0,,C11 H14 O4,11.0,14.0,4.0,,,,,,,,
66,243,209.08548389994584,209.0852894750844,209.0853037804991,54602842.71282276,81.30710051506331,909622.8020587648,284.85982600400513,-1,-0.06841903482327677,0.9983935653761437,0.9887969333325501,0.9945549125587063,0.0,0.5,2.25,S1 O4,de-protonated,,0.0,,C8 H18 O4 S1,8.0,18.0,4.0,,,1.0,,,,,
67,246,209.15489803917495,209.15470354495858,209.15470349587906,75452634.49694341,128.11675357367824,903041.1582484724,396.0454006487244,-1,0.00023465653183405658,0.9998433426115106,0.9938043231911211,0.9974277348433548,3.0,0.15384615384615385,1.6923076923076923,O2,de-protonated,,0.0,,C13 H22 O2,13.0,22.0,2.0,,,,,,,,
68,248,210.0773828507656,210.07718743475485,210.07718144937905,2735030.317309846,63.52100635562053,1020610.3658619077,14.568630521498916,-1,0.028491318057112573,0.9998527189314347,0.0,0.5999116313588608,5.0,0.4,1.3,N1 O4,de-protonated,,0.0,,C10 H13 O4 N1,10.0,13.0,4.0,1.0,,,,,,,
69,249,210.0888235730457,210.08862814560166,210.0886586155691,3997675.568222959,60.48390998310264,852608.3847134549,20.953713292060897,-1,-0.14503385210031605,0.997406753656955,0.9887969333325501,0.9939628255271931,0.0,0.5,2.25,13C1 S1 O4,de-protonated,,1.0,243.0,C7 H18 O4 S1 13C1,7.0,18.0,4.0,,,1.0,1.0,,,,
70,251,210.15826256125425,210.15806706441577,210.15805833094907,10005063.63400559,122.0664288413152,891970.5309546426,53.10260504184046,-1,0.04155665868542308,0.9996866952142551,0.9938043231911211,0.9973337464050015,3.0,0.15384615384615385,1.6923076923076923,13C1 O2,de-protonated,,1.0,246.0,C12 H22 O2 13C1,12.0,22.0,2.0,,,,1.0,,,,
71,254,211.06141714993453,211.0612207504286,211.06119703228907,2813902.2429309236,29.129691376091703,1068647.6287588822,14.818712930012595,-1,0.11237565146935004,0.9977112371267838,0.0,0.5986267422760703,5.0,0.5,1.2,O5,de-protonated,,0.0,,C10 H12 O5,10.0,12.0,5.0,,,,,,,,
72,255,211.08128974536478,211.08109332599503,211.0810996100991,2396836.4605672755,27.447739832656175,1011875.4005818138,12.770165541123959,-1,-0.029771041017156708,0.9986229729583415,0.9887969333325501,0.994692557108025,0.0,0.5,2.25,34S1 O4,de-protonated,,1.0,243.0,C8 H18 O4 34S1,8.0,18.0,4.0,,,,,,,,1.0
73,257,211.09777194442896,211.0975755085842,211.0975825416391,6909496.485252712,101.15695230020532,935633.652422668,36.38432998758568,-1,-0.03331660552651917,0.9997986129281072,0.0,0.5998791677568643,4.0,0.36363636363636365,1.4545454545454546,O4,de-protonated,,0.0,,C11 H16 O4,11.0,16.0,4.0,,,,,,,,
74,258,211.1341683080223,211.13397183579696,211.13396805098907,14525904.328331595,83.84292689676082,925590.4390623688,77.53618844385764,-1,0.01792609650867398,0.4999708470416795,0.8851212310995795,0.6540310006648395,3.0,0.25,1.6666666666666667,O3,de-protonated,,0.0,,C12 H20 O3,12.0,20.0,3.0,,,,,,,,
75,264,213.07705767133925,213.07685925666073,213.07684709674908,7771999.453851406,45.957203184015974,851141.7742684786,41.10929123780154,-1,0.05706819776034684,0.9994092362630019,0.0,0.5996455417578012,4.0,0.5,1.4,O5,de-protonated,,0.0,,C10 H14 O5,10.0,14.0,5.0,,,,,,,,
76,265,213.11342928703465,213.1132308359851,213.11323260609907,9657533.198055448,59.032527327639194,856033.7931539144,50.25060140432278,-1,-0.008305978755312138,0.9999874820635649,0.0,0.599992489238139,3.0,0.36363636363636365,1.6363636363636365,O4,de-protonated,,0.0,,C11 H18 O4,11.0,18.0,4.0,,,,,,,,
77,266,213.14980015940517,213.14960167198507,213.14961811544907,8146056.415143692,20.77564353635533,955785.0444920592,42.39694959653154,-1,-0.07714517225466937,0.9989207132017452,0.0,0.5993524279210471,2.0,0.25,1.8333333333333333,O3,de-protonated,,0.0,,C12 H22 O3,12.0,22.0,3.0,,,,,,,,
78,267,213.18620368554616,213.18600516172253,213.18600362479907,8789618.143701265,77.46532008281481,909962.1644513694,46.68559685742567,-1,0.007209307539102869,0.9999905694095442,0.0,0.5999943416457265,1.0,0.15384615384615385,2.0,O2,de-protonated,,0.0,,C13 H26 O2,13.0,26.0,2.0,,,,,,,,
79,271,214.10866894668183,214.10846950030074,214.10848157829906,7348081.51997035,53.99934594728665,908650.421613279,39.16184099278014,-1,-0.056410648618677846,0.9994227676792663,0.0,0.5996536606075598,3.0,0.4,1.7,N1 O4,de-protonated,,0.0,,C10 H17 O4 N1,10.0,17.0,4.0,1.0,,,,,,,
80,272,214.14507191798842,214.14487243519702,214.1448670876491,5436558.17235547,80.52510930415123,847727.5832372045,28.594529007500064,-1,0.024971637186428877,0.9998868581458746,0.0,0.5999321148875247,2.0,0.2727272727272727,1.9090909090909092,N1 O3,de-protonated,,0.0,,C11 H21 O3 N1,11.0,21.0,3.0,1.0,,,,,,,
81,277,215.0563050130765,215.05610461877808,215.05611165185908,2904786.7705356465,63.58023597522063,997667.6928103549,15.22310150548152,-1,-0.03270346957671211,0.9998059563883481,0.0,0.5998835738330088,4.0,0.6666666666666666,1.3333333333333333,O6,de-protonated,,0.0,,C9 H12 O6,9.0,12.0,6.0,,,,,,,,
82,279,215.09269954191834,215.09249911121083,215.09249716120908,13000022.803052036,59.93401293476975,883782.3280907128,68.23525120807236,-1,0.009065875247115305,0.999985086826619,0.0,0.5999910520959714,3.0,0.5,1.6,O5,de-protonated,,0.0,,C10 H16 O5,10.0,16.0,5.0,,,,,,,,
83,280,215.1290725008336,215.12887203373828,215.12888267055905,11628873.362996254,66.26592598299455,886837.4288790583,60.80727158498525,-1,-0.04944394561644352,0.9995565100854055,0.0,0.5997339060512432,2.0,0.36363636363636365,1.8181818181818181,O4,de-protonated,,0.0,,C11 H20 O4,11.0,20.0,4.0,,,,,,,,
84,281,215.16545979263896,215.16525928914123,215.16526817990908,7659521.088211072,107.16074860305153,817249.3080776603,39.94933453448279,-1,-0.041320645844992475,0.9996902432644936,0.0,0.5998141459586962,1.0,0.25,2.0,O3,de-protonated,,0.0,,C12 H24 O3,12.0,24.0,3.0,,,,,,,,
85,288,217.05423743742674,217.05403504398365,217.05400365157908,3844844.313382101,75.45067791548792,948809.3897015989,20.347130428857508,-1,0.14462946565138754,0.996211707772477,0.0,0.5977270246634862,3.0,0.4444444444444444,1.5555555555555556,S1 O4,de-protonated,,0.0,,C9 H14 O4 S1,9.0,14.0,4.0,,,1.0,,,,,
