,Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,O/C,H/C,Heteroatom Class,Ion Type,Adduct,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,N,P,S,13C,18O,34S
0,5,153.01944445858632,153.01933132818928,153.01933221933908,11292369.330051908,87.32432408678955,1166922.631521586,57.557195001385466,-1,-0.005823772609704343,0.9999938459458833,0.0,0.59999630756753,5.0,0.5714285714285714,0.8571428571428571,O4,de-protonated,,0.0,,C7 H6 O4,7.0,6.0,4.0,,,,,,
1,9,155.07149031220075,155.07137573476547,155.07136779314908,5711355.007248828,21.99454884808681,1276797.4462487882,29.091862350119722,-1,0.05121265454432881,0.9995242212195301,0.0,0.599714532731718,3.0,0.375,1.5,O3,de-protonated,,0.0,,C8 H12 O3,8.0,12.0,3.0,,,,,,
2,13,159.06640660418932,159.0662892096646,159.0662824127191,23682080.376724016,57.173749239337525,1075311.9071418007,121.04553781858858,-1,0.04273027199725615,0.4998343760234256,0.929618492764518,0.6717480227198626,2.0,0.5714285714285714,1.7142857142857142,O4,de-protonated,,0.0,,C7 H12 O4,7.0,12.0,4.0,,,,,,
3,18,161.02454646219653,161.0244276868531,161.0244175997691,2025775.3853386515,50.597051362317586,1546308.84530275,10.285529222852809,-1,0.06264319509761432,0.9992882179653274,0.0,0.5995729307791964,7.0,0.3333333333333333,0.6666666666666666,O3,de-protonated,,0.0,,C9 H6 O3,9.0,6.0,3.0,,,,,,
4,24,162.0773012884723,162.07718177075927,162.07718144937908,2019221.0693556725,45.103669920093864,1138257.1385430626,10.442161647566303,-1,0.0019828835978816335,0.9999992865753448,0.0,0.5999995719452068,1.0,0.6666666666666666,2.1666666666666665,N1 O4,de-protonated,,0.0,,C6 H13 O4 N1,6.0,13.0,4.0,1.0,,,,,
5,29,163.0401922040356,163.04007200732212,163.04006766422907,12322096.597672312,73.16912075480904,1158300.4139167448,63.02888770471021,-1,0.026638194619364095,0.9998712534960148,0.0,0.5999227520976088,6.0,0.3333333333333333,0.8888888888888888,O3,de-protonated,,0.0,,C9 H8 O3,9.0,8.0,3.0,,,,,,
6,34,165.05584445445675,165.05572283636863,165.05571772868907,5610703.139495047,43.581191720141874,1017116.6529419197,28.684618045864635,-1,0.030945184002319548,0.9998262590319767,0.0,0.599895755419186,5.0,0.3333333333333333,1.1111111111111112,O3,de-protonated,,0.0,,C9 H10 O3,9.0,10.0,3.0,,,,,,
7,49,167.03510234480075,167.03497933100218,167.03498228379908,6318125.589930982,31.62184366828806,1206820.2224228543,32.43335407734094,-1,-0.017677715556301793,0.9999432985978434,0.0,0.599965979158706,5.0,0.5,1.0,O4,de-protonated,,0.0,,C8 H8 O4,8.0,8.0,4.0,,,,,,
8,50,167.07150727232883,167.07138423285863,167.07136779314908,2597082.509534979,33.86910102024416,1028850.5827950876,13.533041495245929,-1,0.09839932342515427,0.9982446787491921,0.0,0.5989468072495152,4.0,0.3333333333333333,1.3333333333333333,O3,de-protonated,,0.0,,C9 H12 O3,9.0,12.0,3.0,,,,,,
9,55,169.05076439521054,169.05063996003042,169.05063234825906,5146571.369882372,41.64346292619421,1030789.8727480053,26.470879776580578,-1,0.0450265773062574,0.9996321999195339,0.0,0.5997793199517203,4.0,0.5,1.25,O4,de-protonated,,0.0,,C8 H10 O4,8.0,10.0,4.0,,,,,,
