,Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,O/C,H/C,Heteroatom Class,Ion Type,Adduct,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,N,P,S,13C
0,2,151.0402313387531,151.04008108629517,151.04006766422907,1903208.292991933,13.555921981018118,1309987.5962671805,9.916332402747415,-1,0.08886427496658264,0.9985681513170713,0.0,0.5991408907902428,5.0,0.375,1.0,O3,de-protonated,,0.0,,C8 H8 O3,8.0,8.0,3.0,,,,
1,13,159.0664517311589,159.06629403400086,159.0662824127191,8035082.892464219,24.44226016724992,1147080.949088162,42.242936959501876,-1,0.07305936616670743,0.9990319554695809,0.0,0.5994191732817485,2.0,0.5714285714285714,1.7142857142857142,O4,de-protonated,,0.0,,C7 H12 O4,7.0,12.0,4.0,,,,
2,45,169.08720101979478,169.0870340401438,169.08701785760908,1921534.7687491719,48.86511223452162,1043378.7129829045,10.262498678890584,-1,0.09570536477050953,0.9983393980288529,0.0,0.5990036388173117,3.0,0.3333333333333333,1.5555555555555556,O3,de-protonated,,0.0,,C9 H14 O3,9.0,14.0,3.0,,,,
3,49,171.06645921702207,171.06629040553622,171.0662824127191,10823061.732202392,38.17772332185503,1010246.7908588276,55.89786514459552,-1,0.0467235098523049,0.9996039602899675,0.0,0.5997623761739804,3.0,0.5,1.5,O4,de-protonated,,0.0,,C8 H12 O4,8.0,12.0,4.0,,,,
4,54,173.08211318399154,173.08194250753036,173.08193247717907,7377590.507662915,68.59265972332237,1096994.0394186778,38.962345788668145,-1,0.05795146349086429,0.9993908134200848,0.0,0.5996344880520509,2.0,0.5,1.75,O4,de-protonated,,0.0,,C8 H14 O4,8.0,14.0,4.0,,,,
5,61,177.09228099860985,177.09210661339168,177.09210323803907,1770947.1049322626,52.46173205689338,1069585.4285625487,9.213348580425901,-1,0.01905987078870478,0.999934085734191,0.0,0.5999604514405146,5.0,0.18181818181818182,1.2727272727272727,O2,de-protonated,,0.0,,C11 H14 O2,11.0,14.0,2.0,,,,
6,64,179.0715319531228,179.07135573821895,179.07136779314908,3401417.440374863,71.83129040537167,1021552.6366617006,17.745015878600636,-1,-0.06731913802252865,0.9991780368023003,0.0,0.5995068220813802,5.0,0.3,1.2,O3,de-protonated,,0.0,,C10 H12 O3,10.0,12.0,3.0,,,,
7,68,185.08210895483685,185.08192718680192,185.08193247717907,5876377.417408091,33.080797073340655,1016437.9297954991,30.739565321513467,-1,-0.028583974001844255,0.9998517595063198,0.0,0.5999110557037919,3.0,0.4444444444444444,1.5555555555555556,O4,de-protonated,,0.0,,C9 H14 O4,9.0,14.0,4.0,,,,
8,71,187.06139256070082,187.0612089650885,187.06119703228907,4838825.418233405,68.17858050255407,981237.8794828906,25.43523284399659,-1,0.0637908856216211,0.999261907542419,0.0,0.5995571445254514,3.0,0.625,1.5,O5,de-protonated,,0.0,,C8 H12 O5,8.0,12.0,5.0,,,,
9,72,187.0977713111812,187.09758768198338,187.0975825416391,9569255.18562714,92.5290726921487,905145.0230117308,50.91307076813388,-1,0.027474135237386364,0.9998630468105306,0.0,0.5999178280863183,2.0,0.4444444444444444,1.7777777777777777,O4,de-protonated,,0.0,,C9 H16 O4,9.0,16.0,4.0,,,,
10,76,189.04064700564385,189.04046158301082,189.04046158739908,3662825.1344693513,44.77381930635927,1072662.9735787748,19.257496223595407,-1,-2.321331135031479e-05,0.999999999902225,0.0,0.599999999941335,3.0,0.8571428571428571,1.4285714285714286,O6,de-protonated,,0.0,,C7 H10 O6,7.0,10.0,6.0,,,,
11,77,189.07706264426952,189.0768771880267,189.07684709674908,2395196.3815417397,57.58592901362712,904726.3665997704,12.69098824691036,-1,0.15914839970522315,0.9954147733973157,0.0,0.5972488640383894,2.0,0.625,1.75,O5,de-protonated,,0.0,,C8 H14 O5,8.0,14.0,5.0,,,,
12,78,189.1134036119649,189.11321812218142,189.11323260609907,1875537.3076722783,105.38492283183149,1063564.4813898536,9.767214622254972,-1,-0.07658859960881205,0.9989362220432956,0.0,0.5993617332259773,1.0,0.4444444444444444,2.0,O4,de-protonated,,0.0,,C9 H18 O4,9.0,18.0,4.0,,,,
13,90,193.08721440138177,193.08702524507044,193.08701785760908,3511717.478120554,117.57364708483982,915461.2505314258,18.229648665201076,-1,0.03825975165989577,0.9997344291232388,0.0,0.5998406574739433,5.0,0.2727272727272727,1.2727272727272727,O3,de-protonated,,0.0,,C11 H14 O3,11.0,14.0,3.0,,,,
14,96,195.1392323328544,195.1390412840376,195.13905343141906,2170737.2900872584,48.37280517865542,873396.8145384837,11.444789652794949,-1,-0.06224987382531383,0.9992971249827828,0.0,0.5995782749896696,3.0,0.16666666666666666,1.6666666666666667,O2,de-protonated,,0.0,,C12 H20 O2,12.0,20.0,2.0,,,,
15,102,197.05858835653876,197.0583955380814,197.0584341273991,4619780.1931299,61.449308864991266,837653.5684087233,24.17305734482842,-1,-0.1958267752076401,0.9930659352758904,0.0,0.5958395611655342,0.0,0.8333333333333334,2.5,P1 O5,de-protonated,,0.0,,C6 H15 O5 P1,6.0,15.0,5.0,,1.0,,
16,107,199.06138478569213,199.06119012119348,199.06119703228907,3676959.1692634798,94.88569571795783,1051187.0737903134,19.66224448493204,-1,-0.034718446886112336,0.9997813110123482,0.0,0.5998687866074089,4.0,0.5555555555555556,1.3333333333333333,O5,de-protonated,,0.0,,C9 H12 O5,9.0,12.0,5.0,,,,
17,108,199.09777913558625,199.0975844375468,199.0975825416391,4880308.201611612,91.8000512599794,1024168.3931203784,25.946493805684963,-1,0.009522504878523363,0.9999835467133867,0.0,0.599990128028032,3.0,0.4,1.6,O4,de-protonated,,0.0,,C10 H16 O4,10.0,16.0,4.0,,,,
18,114,201.07704860934166,201.07685208748913,201.07684709674908,5868111.584369652,63.29890729524605,966009.8422302819,30.633052621161724,-1,0.02482006319670371,0.9998882274080958,0.0,0.5999329364448575,3.0,0.5555555555555556,1.5555555555555556,O5,de-protonated,,0.0,,C9 H14 O5,9.0,14.0,5.0,,,,
19,115,201.11342185289402,201.11322529753005,201.11323260609907,3373652.9167983243,73.37307362619066,974002.6090512362,17.926087469198603,-1,-0.03634056759934324,0.9997604008863017,0.0,0.599856240531781,2.0,0.4,1.8,O4,de-protonated,,0.0,,C10 H18 O4,10.0,18.0,4.0,,,,
20,122,203.05632910516485,203.05613076001882,203.05611165185908,2396142.0039229277,73.82071348528245,1068699.5414337504,12.520567926347567,-1,0.09410285451720946,0.9983944990763304,0.0,0.5990366994457982,3.0,0.75,1.5,O6,de-protonated,,0.0,,C8 H12 O6,8.0,12.0,6.0,,,,
21,123,203.09268857105354,203.0924901924185,203.09249716120908,4164334.430905134,74.08983704190462,936455.4372738717,21.909662462353847,-1,-0.034313382738302756,0.9997863836417409,0.0,0.5998718301850445,2.0,0.5555555555555556,1.7777777777777777,O5,de-protonated,,0.0,,C9 H16 O5,9.0,16.0,5.0,,,,
22,129,205.07196067335335,205.071760471972,205.0717617163191,2104628.5349947577,107.21972567744348,841009.2520436251,11.13590282177489,-1,-0.006067861703406729,0.9999933192729963,0.0,0.5999959915637978,2.0,0.75,1.75,O6,de-protonated,,0.0,,C8 H14 O6,8.0,14.0,6.0,,,,
23,139,207.10286484663985,207.102662775514,207.1026679220691,2881554.1894403268,69.93558879774639,982791.9683991862,15.391085200827083,-1,-0.024850259700582487,0.9998879552890927,0.0,0.5999327731734556,5.0,0.25,1.3333333333333333,O3,de-protonated,,0.0,,C12 H16 O3,12.0,16.0,3.0,,,,
24,140,207.13926556808366,207.13906346345073,207.13905343141906,3453348.4944967907,54.998823145859006,943242.7923725606,18.31485882548247,-1,0.04843138703888885,0.9995744846547261,0.0,0.5997446907928357,4.0,0.15384615384615385,1.5384615384615385,O2,de-protonated,,0.0,,C13 H20 O2,13.0,20.0,2.0,,,,
25,149,209.08214609414193,209.0819422013347,209.08193247717907,1879728.0607992138,62.8893208913049,881579.3251744669,9.785854344816528,-1,0.04650882798249851,0.9996075906067937,0.0,0.5997645543640762,5.0,0.36363636363636365,1.2727272727272727,O4,de-protonated,,0.0,,C11 H14 O4,11.0,14.0,4.0,,,,
26,150,209.1549078696915,209.15470390992624,209.15470349587906,3874214.797874865,77.57322895798738,956282.7553558195,20.855186728871576,-1,0.001979621647730189,0.999999288920657,0.0,0.5999995733523942,3.0,0.15384615384615385,1.6923076923076923,O2,de-protonated,,0.0,,C13 H22 O2,13.0,22.0,2.0,,,,
27,157,211.0613885524832,211.06118283856003,211.06119703228907,2140617.049459209,29.791263265523718,1105571.9338566957,11.258392427179395,-1,-0.06724935347297892,0.9991797393517747,0.0,0.5995078436110648,5.0,0.5,1.2,O5,de-protonated,,0.0,,C10 H12 O5,10.0,12.0,5.0,,,,
28,158,211.09778661065653,211.0975808632482,211.0975825416391,5234732.702569668,83.09570156677484,878230.5985846667,27.89567622212189,-1,-0.007950782200382662,0.9999885297984008,0.0,0.5999931178790404,4.0,0.36363636363636365,1.4545454545454546,O4,de-protonated,,0.0,,C11 H16 O4,11.0,16.0,4.0,,,,
29,159,211.13417298445896,211.13396720357636,211.13396805098907,7343560.633632942,78.47784623860737,962529.7881992289,38.97299705870332,-1,-0.004013625637500901,0.9999970770127714,0.0,0.5999982462076628,3.0,0.25,1.6666666666666667,O3,de-protonated,,0.0,,C12 H20 O3,12.0,20.0,3.0,,,,
30,165,213.07705278643644,213.0768452184298,213.07684709674908,3535393.016659184,77.66403626690636,903957.1652531191,18.85274796225878,-1,-0.008815219921015678,0.9999859000663349,0.0,0.5999915400398009,4.0,0.5,1.4,O5,de-protonated,,0.0,,C10 H14 O5,10.0,14.0,5.0,,,,
31,166,213.11344788403733,213.11324028255817,213.11323260609907,1874845.5221400799,47.382463603487146,1073598.3653752496,9.863076052571543,-1,0.036020565206702056,0.9997646014662429,0.0,0.5998587608797458,3.0,0.36363636363636365,1.6363636363636365,O4,de-protonated,,0.0,,C11 H18 O4,11.0,18.0,4.0,,,,
