,Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,O/C,H/C,Heteroatom Class,Ion Type,Adduct,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,N,P,S,13C,18O
0,5,155.03511248065587,155.03498915402483,155.03498228379908,2268867.522018338,29.713670343774552,1124896.025645017,11.4751483187844,-1,0.04431403574419389,0.9996437465615996,0.0,0.5997862479369598,4.0,0.5714285714285714,1.1428571428571428,O4,de-protonated,,0.0,,C7 H8 O4,7.0,8.0,4.0,,,,,
1,7,155.07149538116388,155.07137202821733,155.07136779314908,7709708.750035103,48.088086988116395,1102417.3387635516,38.96523318260452,-1,0.027310446193818175,0.9998646737547324,0.0,0.5999188042528394,3.0,0.375,1.5,O3,de-protonated,,0.0,,C8 H12 O3,8.0,12.0,3.0,,,,,
2,12,159.06642014290225,159.06629390045063,159.0662824127191,22261398.941074904,58.363710623890256,1102425.232772942,113.18179369944525,-1,0.07221977761026192,0.4995270332198157,0.929618492764518,0.6715636170376966,2.0,0.5714285714285714,1.7142857142857142,O4,de-protonated,,0.0,,C7 H12 O4,7.0,12.0,4.0,,,,,
3,19,161.08208574000318,161.08195803963278,161.08193247717907,2201611.3846339555,14.471665232013292,1396654.2696612708,11.511056248257576,-1,0.15869224637143856,0.9954409602865297,0.0,0.5972645761719179,1.0,0.5714285714285714,2.0,O4,de-protonated,,0.0,,C7 H14 O4,7.0,14.0,4.0,,,,,
4,47,167.07151135926347,167.07137932677756,167.07136779314908,4074762.3011571094,27.91718384403697,1119321.5325184092,20.59063270076021,-1,0.06903414171481317,0.9991356414604411,0.0,0.5994813848762647,4.0,0.3333333333333333,1.3333333333333333,O3,de-protonated,,0.0,,C9 H12 O3,9.0,12.0,3.0,,,,,
5,55,169.0871582687738,169.0870247783826,169.08701785760908,6855789.424308092,27.411744439976406,1020672.3880011879,34.4921311110891,-1,0.0409302477331591,0.9996960679017038,0.0,0.5998176407410223,3.0,0.3333333333333333,1.5555555555555556,O3,de-protonated,,0.0,,C9 H14 O3,9.0,14.0,3.0,,,,,
6,64,171.0122840782815,171.01214919545842,171.01213883862908,2959808.2527313456,68.23939059505838,1101851.9402546927,14.876142210315049,-1,0.060561954290573844,0.9993347129266342,0.0,0.5996008277559806,4.0,0.42857142857142855,1.1428571428571428,S1 O3,de-protonated,,0.0,,C7 H8 O3 S1,7.0,8.0,3.0,,,1.0,,
7,65,171.06642379101407,171.06628886903206,171.0662824127191,83001059.2269454,78.03744578994839,1108694.1219795777,412.8385948572949,-1,0.03774158696245547,0.4998707864600077,0.9203646850869849,0.6680683459107986,3.0,0.5,1.5,O4,de-protonated,,0.0,,C8 H12 O4,8.0,12.0,4.0,,,,,
8,66,171.10282315745962,171.10268820915016,171.1026679220691,2914939.7315768814,46.48236350030778,1000340.0172947663,14.68634315452827,-1,0.11856671387664451,0.9974524330282396,0.0,0.5984714598169437,2.0,0.3333333333333333,1.7777777777777777,O3,de-protonated,,0.0,,C9 H16 O3,9.0,16.0,3.0,,,,,
9,68,172.09805113843507,172.0979154702832,172.09791689426908,2657977.1963931443,59.78625519580054,1053801.7830650257,13.301323017705835,-1,-0.008274277250088452,0.9999875774352658,0.0,0.5999925464611594,2.0,0.375,1.875,N1 O3,de-protonated,,0.0,,C8 H15 O3 N1,8.0,15.0,3.0,1.0,,,,
10,72,173.08207944144067,173.08194306154704,173.08193247717907,30568321.108481176,85.04335795211065,995270.061966164,157.00998647355965,-1,0.06115235610694746,0.9976949037743134,0.9799604351871576,0.990601116339451,2.0,0.5,1.75,O4,de-protonated,,0.0,,C8 H14 O4,8.0,14.0,4.0,,,,,
11,73,173.11846331292597,173.1183269067161,173.11831798652906,4036175.7460727757,94.45623905462874,985951.133134236,20.580373292339303,-1,0.05152653483523065,0.9995183726984228,0.0,0.5997110236190537,1.0,0.3333333333333333,2.0,O3,de-protonated,,0.0,,C9 H18 O3,9.0,18.0,3.0,,,,,
12,74,174.08545006936566,174.0853129637401,174.08528731224908,1937190.3369821354,26.41034170066084,1110910.1885657352,9.833642971439293,-1,0.1473501375395166,0.9960681248284805,0.9799604351871576,0.9896250489719514,2.0,0.5,1.75,13C1 O4,de-protonated,,1.0,72.0,C7 H14 O4 13C1,7.0,14.0,4.0,,,,1.0,
13,78,175.06133270861542,175.06119489713984,175.06119703228907,3807323.9428374753,88.99832898352139,1112281.3385275127,19.164574930254144,-1,-0.012196587633062222,0.9999730086474254,0.0,0.5999838051884553,2.0,0.7142857142857143,1.7142857142857142,O5,de-protonated,,0.0,,C7 H12 O5,7.0,12.0,5.0,,,,,
14,79,175.09770924530258,175.09757140751606,175.0975825416391,3279902.663313844,13.757429981271306,1080449.4146628142,16.46635051555562,-1,-0.06358810259167076,0.999266590967539,0.0,0.5995599545805234,1.0,0.5,2.0,O4,de-protonated,,0.0,,C8 H16 O4,8.0,16.0,4.0,,,,,
15,82,177.05586245136146,177.0557231972545,177.05571772868907,3819349.5195128284,29.386045162546857,1013852.1568125815,19.472357182881353,-1,0.03088612727974707,0.9998269214868652,0.0,0.5998961528921192,6.0,0.3,1.0,O3,de-protonated,,0.0,,C10 H10 O3,10.0,10.0,3.0,,,,,
16,83,178.05112481942456,178.05098484545033,178.0509667008891,1890592.2112669405,68.75697019340295,1080085.5188451856,9.418136930392562,-1,0.10190655841182922,0.9981174393178835,0.0,0.5988704635907302,6.0,0.3333333333333333,1.0,N1 O3,de-protonated,,0.0,,C9 H9 O3 N1,9.0,9.0,3.0,1.0,,,,
17,85,179.07151483964145,179.07137412762526,179.07136779314908,7624363.114616639,66.17370639209275,989853.5413837704,39.04730844997177,-1,0.03537403137512336,0.9997729750236485,0.0,0.599863785014189,5.0,0.3,1.2,O3,de-protonated,,0.0,,C10 H12 O3,10.0,12.0,3.0,,,,,
18,86,181.05079390799074,181.0506517643739,181.05063234825906,2020886.558205538,46.09101948730925,1240659.1062041167,10.351743096695092,-1,0.10724135335373831,0.997915387494507,0.0,0.5987492324967042,5.0,0.4444444444444444,1.1111111111111112,O4,de-protonated,,0.0,,C9 H10 O4,9.0,10.0,4.0,,,,,
