datafile,sample_name,sample_rep,measure_rep,solution,hystarid,is_qc,is_srfa,count_shield,mean_shield,std_shield,min_shield,25%_shield,50%_shield,75%_shield,max_shield,count_capillary,isotope_delta_error_mean,isotope_delta_error_std,n_iso_used,n_missing_parents,organic_count,inorganic_count,organic_ratio,c13_count,cl37_count,c13_ratio,qc_assign_rms,qc_total_assign,qc_total_CHO,qc_pc_assign,qc_pc_CHO,qc_mass_median,qc_mass_skew,qc_mass_kurt,qc_SN_median,qc_wa_OC,qc_wa_HC,qc_wa_mz,qc_wa_AIMod,qc_wa_NOSC,tic,baseline_noise,baseline_noise_std,peaks,cal_points,cal_rms,raw_error_median,raw_error_stdev,original_masscalcoef_A,original_masscalcoef_B,original_masscalcoef_C,resolving_power_peaks_removed
CRESS_Set_2_21B_r2_18_1_32012.d,61049_51_BTM,3,r2,H2O,32012,FALSE,FALSE,828,90.49315643,2.320583344,76.93299866,90.06099701,90.68599701,91.93699646,95.06300354,829,2.67E-06,3.25E-05,125,0,2592,642,4.037383178,427,603,0.708126036,0.091650343,1485,1036,45.15050167,31.49893585,405.0466617,0.262779491,0.240163524,14.97909203,0.47847824,1.504531975,365.6577181,0.118253554,-0.510948411,444496692.8,394963.7731,182868.2269,3274,183,0.062291836,0.735077435,0.12979837,215005950.8,-21.74778019,-11513.90853,132
CRESS_Set_2_21C_r1_42_1_31947.d,61049_51_BTM,3,r1,0.5M HCl,31947,FALSE,FALSE,831,87.53289795,2.277438641,75.68299866,86.93599701,88.18599701,88.81099701,91.93699646,832,-9.16E-07,4.62E-05,61,0,1707,571,2.989492119,175,295,0.593220339,0.083081542,1327,1089,57.19827586,46.93965517,417.067686,-0.08932802,-0.367974707,15.29250473,0.582436446,1.130848668,395.256686,0.30022759,0.05199945,442187833.4,425122.2218,196831.5887,2313,256,0.037340978,0.507405529,0.06249557,215005950.8,-21.74778019,-11513.90853,111
CRESS_Set_2_21C_r2_42_1_32008.d,61049_51_BTM,3,r2,0.5M HCl,32008,FALSE,FALSE,829,88.66090393,1.975320101,75.68299866,88.18599701,88.81099701,89.43599701,95.68800354,830,4.39E-07,4.90E-05,52,0,1584,550,2.88,136,295,0.461016949,0.083935361,1267,1055,58.19935691,48.46118512,415.1612947,0.061464862,0.042549555,14.54052457,0.581208076,1.131007533,396.4984669,0.29964664,0.047371504,440288439.6,412884.6499,191165.5929,2170,234,0.036276523,0.755822591,0.061496519,215005950.8,-21.74778019,-11513.90853,72
CRESS_Set_2_PBB1_r1_19_1_31958.d,ProcessBlank,1,r1,H2O,31958,FALSE,FALSE,832,92.42668915,2.083538771,80.68399811,91.93699646,92.56199646,93.18699646,98.18800354,833,-9.27E-09,3.49E-05,391,0,5108,796,6.417085427,1245,1176,1.058673469,0.10017326,2635,1307,44.16694603,21.9074757,435.1510777,0.101589557,-0.594808808,16.99806302,0.453898175,1.568287441,394.8014786,0.085978146,-0.605604164,464365561.9,403820.8811,186969.068,5914,151,0.065670689,0.70816908,0.456549782,215005950.8,-21.74778019,-11513.90853,400
CRESS_Set_2_PBB1_r2_19_1_32036.d,ProcessBlank,1,r2,H2O,32036,FALSE,FALSE,830,91.35909271,1.988384128,78.18299866,90.68599701,91.31199646,92.56199646,95.68800354,831,-1.30E-07,3.44E-05,194,0,3166,546,5.798534799,675,736,0.917119565,0.094628215,1636,892,43.62666667,23.78666667,418.1944492,0.039466512,-0.70665167,15.93521276,0.455502616,1.562233112,385.5299829,0.087513296,-0.600624242,448139098.4,410023.1175,189840.7034,3719,98,0.055443081,0.86254465,0.203717283,215005950.8,-21.74778019,-11513.90853,186
CRESS_Set_2_PBB2_r1_20_1_31979.d,ProcessBlank,2,r1,H2O,31979,FALSE,FALSE,829,96.0602951,1.730050802,83.80999756,95.68800354,96.31300354,96.93800354,101.314003,830,2.87E-06,3.44E-05,171,0,2864,703,4.073968706,596,713,0.835904628,0.100120205,1488,861,41.24168514,23.86363636,422.1852903,0.039357114,-0.505525993,15.51088636,0.469895654,1.578660417,384.6560257,0.073929888,-0.598343661,447705396.8,424555.1562,196569.0373,3586,81,0.03333235,0.766977091,0.047005571,215005950.8,-21.74778019,-11513.90853,156
CRESS_Set_2_PBB2_r2_20_1_32023.d,ProcessBlank,2,r2,H2O,32023,FALSE,FALSE,829,94.46833801,1.975669742,81.93399811,93.81199646,94.43699646,95.06300354,108.8160019,829,-2.49E-06,3.70E-05,392,0,5267,1095,4.810045662,1278,1323,0.965986395,0.096229305,2610,1359,40.53424445,21.10576176,437.1808009,0.036535336,-0.541555677,16.7375876,0.472706765,1.574396032,395.9960863,0.077800015,-0.577661564,467484982.3,407090.8775,188483.0763,6399,154,0.052792752,0.783124519,0.202182888,215005950.8,-21.74778019,-11513.90853,383
CRESS_Set_2_PBC1_r1_43_1_31988.d,ProcessBlank,1,r1,0.5M HCl,31988,FALSE,FALSE,827,95.19946289,2.349982262,81.93399811,94.43699646,95.68800354,96.31300354,100.689003,828,1.05E-05,3.49E-05,30,0,1491,712,2.094101124,244,546,0.446886447,0.095234398,684,409,30.29229407,18.11337467,384.1974273,0.604013307,0.480446388,13.77621494,0.438985785,1.576435099,361.004066,0.093199384,-0.649601369,439869249.1,408338.9403,189060.9294,2248,49,0.041072579,0.761410478,0.476534573,215005950.8,-21.74778019,-11513.90853,102
CRESS_Set_2_PBC1_r2_43_1_32013.d,ProcessBlank,1,r2,0.5M HCl,32013,FALSE,FALSE,830,94.27770996,1.535376191,81.93399811,93.81199646,94.43699646,95.06300354,98.81300354,830,1.18E-06,2.84E-05,55,0,1935,806,2.400744417,359,670,0.535820896,0.101894815,904,504,32.27418779,17.99357372,397.168887,0.401379686,0.114374232,14.19108509,0.442282585,1.577814714,369.4950782,0.093591414,-0.641231403,443637752.7,413038.186,191236.6801,2788,62,0.051523169,0.762863824,0.469695239,215005950.8,-21.74778019,-11513.90853,121
CRESS_Set_2_PBC2_r1_44_1_31951.d,ProcessBlank,2,r1,0.5M HCl,31951,FALSE,FALSE,828,93.18101501,2.250109673,80.68399811,92.56199646,93.81199646,94.43699646,98.18800354,829,4.60E-07,2.59E-05,38,0,1553,825,1.882424242,253,600,0.421666667,0.097217377,750,455,30.4754165,18.48841934,381.1375289,0.706717735,0.630478402,14.45600238,0.444390417,1.556978798,364.215085,0.098061449,-0.615180489,442058914.5,413080.3334,191256.1943,2456,58,0.048936245,0.5993119,0.334301692,215005950.8,-21.74778019,-11513.90853,83
CRESS_Set_2_PBC2_r2_44_1_31995.d,ProcessBlank,2,r2,0.5M HCl,31995,FALSE,FALSE,829,93.11240387,1.158751607,90.68599701,92.56199646,93.18699646,93.81199646,100.064003,830,4.62E-06,2.51E-05,67,0,1995,983,2.029501526,361,758,0.476253298,0.095207343,954,552,31.06479974,17.97460111,394.1540026,0.571678864,0.414298679,14.92462315,0.447518474,1.552898853,368.3041423,0.099425592,-0.606256773,445034990.2,401471.4392,185881.2763,3060,73,0.046294293,0.763202306,0.155861182,215005950.8,-21.74778019,-11513.90853,158
QC_Blank_25_01_A_r1_53_1_31937.d,Blank,A,r1,,31937,TRUE,FALSE,830,40.96240616,0.467736781,40.04899979,40.67399979,40.67399979,41.29899979,42.54999924,831,-1.17E-06,4.65E-05,496,0,4987,594,8.395622896,1221,952,1.282563025,0.107878531,2584,962,44.9704142,16.74208145,400.7649985,0.541834823,-0.337678365,17.79186771,0.260916927,1.585045444,328.6561591,0.152981367,-1.041111115,507385839.2,395033.7807,182900.6405,5612,218,0.046192202,0.219041566,0.105139168,215005950.8,-21.74778019,-11513.90853,404
QC_Blank_25_01_A_r1_53_1_31961.d,Blank,A,r1,,31961,TRUE,FALSE,829,39.96756363,0.709178209,38.17300034,39.42399979,40.04899979,40.67399979,41.92399979,829,3.17E-06,3.43E-05,118,0,1483,207,7.164251208,288,314,0.917197452,0.094518244,785,376,45.93329432,22.00117028,343.1958428,0.845076691,-0.029136767,18.24076831,0.296341339,1.551120635,322.5823639,0.152954721,-0.933805601,452540746.1,417412.6021,193262.0348,1677,94,0.027913538,0.716182048,0.042833642,215005950.8,-21.74778019,-11513.90853,98
QC_Blank_25_01_A_r1_53_1_31983.d,Blank,A,r1,,31983,TRUE,FALSE,831,30.99521065,1.359917641,29.42099953,30.67200089,30.67200089,31.29700089,44.42499924,832,,,0,0,17,15,1.133333333,0,0,,0.135057919,7,0,20,0,661.0635197,-0.953117363,0.273242515,8.259499216,0.272557542,0.654321508,661.4722385,0.63028317,-0.071307968,429417032.9,405791.8115,187881.6087,33,,,,,215005950.8,-21.74778019,-11513.90853,0
QC_Blank_25_01_A_r2_53_1_32063.d,Blank,A,r2,,32063,TRUE,FALSE,827,42.11649704,0.973884523,38.79899979,41.92399979,42.54999924,42.54999924,44.42499924,827,1.20E-05,8.03E-05,463,0,3672,503,7.300198807,1179,822,1.434306569,0.115383737,2311,668,52.1788214,15.08241138,473.2396812,0.014594115,-1.483974105,20.26731689,0.305154055,1.412861647,629.7569315,0.25251794,-0.685574985,925626248.5,415655.6423,192448.5624,4118,161,0.061974185,0.955419968,0.227008447,215005950.8,-21.74778019,-11513.90853,341
QC_Blank_25_01_B_r1_53_1_31940.d,Blank,B,r1,,31940,TRUE,FALSE,834,40.31578827,0.72602272,38.17300034,40.04899979,40.67399979,40.67399979,41.92399979,835,1.13E-06,3.91E-05,109,0,1087,92,11.81521739,207,151,1.370860927,0.100408657,659,327,55.00834725,27.29549249,328.2130412,0.880541029,-0.002264014,19.2131327,0.273734096,1.586244742,315.9623718,0.143468762,-1.019247895,439360952.7,398057.4644,184300.606,1173,93,0.032603598,0.305395457,0.061587194,215005950.8,-21.74778019,-11513.90853,65
QC_Blank_25_01_B_r1_53_1_32050.d,Blank,B,r1,,32050,TRUE,FALSE,830,41.54168701,0.916360021,38.79899979,41.29899979,41.92399979,41.92399979,43.17499924,831,6.49E-06,7.57E-05,352,0,2357,285,8.270175439,717,447,1.604026846,0.114577348,1590,474,56.8263045,16.94067191,498.0564739,-0.061711894,-1.573152464,19.45394064,0.353143262,1.555051805,602.2282026,0.183684328,-0.744602269,607554240.7,420159.2845,194533.7487,2594,131,0.049834009,1.031628614,0.479215557,215005950.8,-21.74778019,-11513.90853,158
QC_Blank_25_01_B_r2_53_1_32006.d,Blank,B,r2,,32006,TRUE,FALSE,828,39.552948,0.852481544,36.92300034,38.79899979,39.42399979,40.04899979,41.92399979,829,1.08E-06,2.74E-05,72,0,910,99,9.191919192,157,184,0.85326087,0.104422977,513,274,50.39292731,26.91552063,334.0236439,0.855922751,-0.189510001,19.09672894,0.292177066,1.55603385,321.0905011,0.150598579,-0.953137617,438315981.4,420982.8434,194915.0565,995,71,0.026359661,0.757353619,0.047535257,215005950.8,-21.74778019,-11513.90853,57
QC_Blank_25_01_B_r2_53_1_32028.d,Blank,B,r2,,32028,TRUE,FALSE,830,41.53185272,0.954354942,38.17300034,41.29899979,41.92399979,41.92399979,43.17499924,831,3.27E-06,7.52E-05,336,0,2272,276,8.231884058,748,482,1.55186722,0.117007285,1549,462,57.45548961,17.13649852,498.2712899,-0.090562109,-1.572685461,20.59695069,0.339596363,1.513562943,611.2126348,0.206607205,-0.732951945,604628504.9,408547.1282,189157.3203,2468,124,0.047007239,0.810654062,0.215519788,215005950.8,-21.74778019,-11513.90853,179
QC_SPE_Blank_20260106_1_CRESS_r1_25_1_31953.d,SPE_Blank,1,r1,,31953,TRUE,FALSE,829,90.31546021,3.221727848,78.80899811,90.06099701,91.31199646,92.56199646,98.18800354,829,-4.53E-07,1.59E-05,14,0,840,780,1.076923077,91,502,0.1812749,0.100835996,424,262,24.80983031,15.33060269,384.1868221,0.761970669,0.422024498,13.85239392,0.391082427,1.559776098,377.5364318,0.114944444,-0.734352651,438635357.7,422338.6774,195542.8076,1698,23,0.033764429,0.630336066,0.057329661,215005950.8,-21.74778019,-11513.90853,74
QC_SPE_Blank_20260106_1_CRESS_r2_25_1_32033.d,SPE_Blank,1,r2,,32033,TRUE,FALSE,831,87.90970612,3.652479649,73.18199921,84.43499756,89.43599701,90.68599701,93.81199646,831,-1.29E-05,3.10E-05,9,0,454,615,0.738211382,48,372,0.129032258,0.103111727,262,158,22.70363951,13.6915078,359.189601,0.989912814,0.462515213,12.2011129,0.382863892,1.541864117,389.6423728,0.124341196,-0.738505043,434863890.2,416053.8221,192632.9196,1150,12,0.01943299,0.802957061,0.030542093,215005950.8,-21.74778019,-11513.90853,38
QC_SPE_Blank_20260106_2_CRESS_r1_26_1_31967.d,SPE_Blank,2,r1,,31967,TRUE,FALSE,830,89.42248535,1.899453521,78.80899811,88.81099701,89.43599701,90.06099701,96.93800354,831,-1.33E-05,3.01E-05,13,0,602,715,0.841958042,69,434,0.158986175,0.097383152,314,190,22.39657632,13.55206847,373.1688831,0.950463322,0.704528551,12.72189465,0.396212805,1.542499774,381.5409902,0.12211418,-0.694588262,437306742.3,421448.5606,195130.6836,1398,14,0.018959705,0.739746914,0.040340749,215005950.8,-21.74778019,-11513.90853,48
QC_SPE_Blank_20260106_2_CRESS_r2_26_1_32021.d,SPE_Blank,2,r2,,32021,TRUE,FALSE,829,88.56058502,2.270534277,75.05799866,88.18599701,88.81099701,89.43599701,93.18699646,830,1.19E-05,2.97E-05,10,0,607,705,0.860992908,78,431,0.180974478,0.099965055,309,187,22.21423436,13.44356578,371.1349534,0.835852757,0.309400415,12.73618557,0.39913022,1.536427563,383.9580358,0.125501144,-0.68172558,436624486.1,401656.8889,185967.1396,1381,13,0.030003532,0.757995011,0.061661242,215005950.8,-21.74778019,-11513.90853,53
QC_SPE_Blank_20260106_3_CRESS_r1_27_1_31981.d,SPE_Blank,3,r1,,31981,TRUE,FALSE,831,91.79614258,2.257252216,76.93299866,91.31199646,91.93699646,92.56199646,97.56300354,832,8.39E-06,2.92E-05,10,0,554,769,0.720416125,68,443,0.153498871,0.104316434,311,184,22.16678546,13.1147541,371.2078122,0.95801692,0.435795563,12.47312061,0.383667533,1.542787389,392.8602094,0.128454749,-0.726300539,436472905.8,405517.8806,187754.7787,1396,12,0.026698494,0.763751639,0.052533995,215005950.8,-21.74778019,-11513.90853,49
QC_SPE_Blank_20260106_3_CRESS_r2_27_1_32022.d,SPE_Blank,3,r2,,32022,TRUE,FALSE,835,90.68344116,1.271203637,79.43399811,90.06099701,90.68599701,91.31199646,94.43699646,836,-1.82E-05,3.80E-05,17,0,856,927,0.923408846,108,576,0.1875,0.102336546,442,266,23.61111111,14.20940171,395.6614492,0.709919568,0.308251799,14.65479543,0.395729438,1.5309901,388.1427367,0.129625478,-0.689687889,439931598.4,415305.7155,192286.5463,1864,26,0.049980102,0.747037463,0.266633163,215005950.8,-21.74778019,-11513.90853,80
QC_SPE_Blank_20260106_4_CRESS_r1_28_1_31956.d,SPE_Blank,4,r1,,31956,TRUE,FALSE,830,90.00244141,1.775497317,80.05899811,89.43599701,90.06099701,90.68599701,95.06300354,830,1.19E-05,2.45E-05,11,0,777,824,0.942961165,78,525,0.148571429,0.10010765,400,237,23.57100766,13.96582204,387.131871,0.805542969,0.203234292,14.09077362,0.39692715,1.532458604,398.2638885,0.127878156,-0.689643254,439545321.5,415664.6664,192452.7405,1690,18,0.021420579,0.664607253,0.045845609,215005950.8,-21.74778019,-11513.90853,66
QC_SPE_Blank_20260106_4_CRESS_r2_28_1_32004.d,SPE_Blank,4,r2,,32004,TRUE,FALSE,828,89.79997253,1.567190886,78.80899811,88.81099701,90.06099701,90.68599701,95.68800354,829,1.14E-05,3.59E-05,10,0,574,730,0.78630137,61,447,0.136465324,0.105165585,309,182,22.26224784,13.11239193,373.1506511,0.922734291,0.3342306,13.27821528,0.392736177,1.526154711,401.3632987,0.132135995,-0.686040895,437521708.2,398086.2351,184313.9268,1383,19,0.032492261,0.744989153,0.046319483,215005950.8,-21.74778019,-11513.90853,63
QC_SPE_Blank_20260107_1_CRESS_r1_9_1_32038.d,SPE_Blank,1,r1,,32038,TRUE,FALSE,828,89.27598572,1.748483419,76.93299866,88.81099701,89.43599701,90.06099701,93.81199646,829,-1.63E-06,2.45E-05,8,0,278,744,0.373655914,46,471,0.097664544,0.115212261,141,32,12.60053619,2.859696157,486.0057577,0.172761905,-1.090802559,14.50041816,0.357238258,1.445229517,474.6527671,0.187398922,-0.644722758,437015755.9,420280.1266,194589.6986,1112,7,0.020990497,0.916013252,0.032794557,215005950.8,-21.74778019,-11513.90853,50
QC_SPE_Blank_20260107_1_CRESS_r2_9_1_32052.d,SPE_Blank,1,r2,,32052,TRUE,FALSE,827,87.0769043,2.167603493,75.68299866,85.68499756,87.56099701,88.81099701,93.18699646,828,7.14E-06,3.72E-05,11,0,365,862,0.423433875,62,542,0.114391144,0.114554622,197,44,14.80090158,3.305785124,497.1401635,0.049828632,-0.955891564,14.49305138,0.376850129,1.430661452,474.8851395,0.193429782,-0.593098129,439021725.6,411261.3561,190414.0079,1318,10,0.030517799,0.93376844,0.036045235,215005950.8,-21.74778019,-11513.90853,78
QC_SPE_Blank_20260107_2_CRESS_r1_10_1_32048.d,SPE_Blank,2,r1,,32048,TRUE,FALSE,833,89.91413879,2.178577662,76.93299866,89.43599701,90.06099701,91.31199646,96.93800354,834,-1.20E-05,2.48E-05,3,0,141,542,0.260147601,15,310,0.048387097,0.126263653,82,16,10.81794195,2.110817942,500.5903171,-0.049295793,-1.199142774,12.66953798,0.347171737,1.426451319,510.8874054,0.196020203,-0.669612439,433186523.1,415869.3537,192547.5108,751,4,0.016301832,0.989346072,0.020902476,215005950.8,-21.74778019,-11513.90853,33
QC_SPE_Blank_20260107_2_CRESS_r2_10_1_32062.d,SPE_Blank,2,r2,,32062,TRUE,FALSE,832,90.44897461,2.35395813,80.05899811,89.43599701,90.68599701,91.93699646,101.314003,832,-1.45E-05,3.11E-06,3,0,163,607,0.268533773,18,355,0.050704225,0.130180821,82,12,9.761904762,1.428571429,491.5821671,0.233774425,-1.106383808,13.80879871,0.363063028,1.438758242,493.846707,0.186270926,-0.642470071,433865823.6,414157.3239,191754.841,835,5,0.030219058,0.825257279,0.062945339,215005950.8,-21.74778019,-11513.90853,27
QC_SPE_Blank_20260107_3_CRESS_r1_11_1_32041.d,SPE_Blank,3,r1,,32041,TRUE,FALSE,830,87.70687103,2.154278517,74.43199921,86.93599701,88.18599701,88.81099701,93.81199646,831,1.06E-05,1.62E-05,14,0,498,824,0.604368932,83,548,0.151459854,0.111248766,217,57,15.44483986,4.056939502,458.2036164,0.277264704,-0.874062535,15.05058128,0.379598582,1.430276839,436.7049701,0.198359951,-0.588480155,439126069.1,417260.7796,193191.741,1394,11,0.016120624,1.009826032,0.030879824,215005950.8,-21.74778019,-11513.90853,73
QC_SPE_Blank_20260107_3_CRESS_r2_11_1_32053.d,SPE_Blank,3,r2,,32053,TRUE,FALSE,828,85.93360901,2.05016923,75.68299866,85.05999756,85.68499756,86.93599701,91.31199646,829,6.77E-06,3.12E-05,18,0,593,918,0.645969499,94,614,0.153094463,0.103159098,261,86,16.26168224,5.358255452,425.306483,0.384078569,-0.764548475,15.31834936,0.38742154,1.426970006,427.2554807,0.19539113,-0.57774846,440026909.9,415309.0298,192288.0808,1594,12,0.023462133,0.927925267,0.046707153,215005950.8,-21.74778019,-11513.90853,79
QC_SPE_Blank_20260107_4_CRESS_r1_12_1_32044.d,SPE_Blank,4,r1,,32044,TRUE,FALSE,830,90.35417938,1.637665987,78.18299866,90.06099701,90.68599701,91.31199646,95.68800354,831,2.70E-05,1.81E-05,4,0,230,584,0.393835616,31,336,0.092261905,0.126002996,113,24,12.92906178,2.745995423,486.0056955,0.18090173,-0.775360021,13.01537484,0.387032574,1.400875701,454.6790775,0.208709807,-0.539353972,433812026.2,407442.3661,188645.8155,867,6,0.04303876,1.00742439,0.065287271,215005950.8,-21.74778019,-11513.90853,34
QC_SPE_Blank_20260107_4_CRESS_r2_12_1_32059.d,SPE_Blank,4,r2,,32059,TRUE,FALSE,827,90.70613098,1.90247643,78.18299866,90.06099701,91.31199646,91.93699646,95.06300354,827,-3.96E-06,4.58E-05,5,0,197,557,0.353680431,26,327,0.079510703,0.130157583,91,18,11.27633209,2.230483271,475.1613211,0.334668005,-0.787707709,14.18268447,0.376765512,1.393376502,463.9543245,0.204364366,-0.551873044,433648001.4,408896.9922,189319.3074,803,4,0.010314897,0.812182246,0.042761825,215005950.8,-21.74778019,-11513.90853,29
