,Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,O/C,H/C,Heteroatom Class,Ion Type,Adduct,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,N,P,S,13C,18O
0,3,151.0402128292746,151.04007776172097,151.04006766422907,2280441.3785984837,14.161496033925951,1523244.6673534669,12.114915077258559,-1,0.06685306787278618,0.9991893741905659,0.0,0.5995136245143395,5.0,0.375,1.0,O3,de-protonated,,0.0,,C8 H8 O3,8.0,8.0,3.0,,,,,
1,14,158.0824171169595,158.0822761732765,158.0822668298091,3287083.1805267585,19.693460508534894,1190195.8859191102,17.63836700918766,-1,0.0591050950792982,0.9993663257902504,0.0,0.5996197954741502,2.0,0.42857142857142855,1.8571428571428572,N1 O3,de-protonated,,0.0,,C7 H13 O3 N1,7.0,13.0,3.0,1.0,,,,
2,17,159.0664351332591,159.06629336886888,159.0662824127191,16802480.50165375,62.47960056246954,1079032.4422166843,89.06566240235678,-1,0.06887788931409823,0.9991395481417251,0.0,0.5994837288850351,2.0,0.5714285714285714,1.7142857142857142,O4,de-protonated,,0.0,,C7 H12 O4,7.0,12.0,4.0,,,,,
3,31,163.04020896398202,163.0400638862496,163.04006766422907,2386162.3441999666,32.39862722770371,1075766.236132315,12.99953042573158,-1,-0.02317209206478215,0.9999025766267426,0.0,0.5999415459760455,6.0,0.3333333333333333,0.8888888888888888,O3,de-protonated,,0.0,,C9 H8 O3,9.0,8.0,3.0,,,,,
4,55,169.08715974510932,169.08700962827933,169.08701785760908,2737561.1270890087,66.02371601875537,1020167.7354244231,14.321059452413834,-1,-0.04866919918065539,0.9995702964880567,0.0,0.599742177892834,3.0,0.3333333333333333,1.5555555555555556,O3,de-protonated,,0.0,,C9 H14 O3,9.0,14.0,3.0,,,,,
5,58,171.06643953394578,171.06628776847614,171.0662824127191,23011111.791914012,84.95527402159257,1085291.3151620617,122.50843777145877,-1,0.031308081161939776,0.9992950969533874,0.99563513372833,0.9978311116633645,3.0,0.5,1.5,O4,de-protonated,,0.0,,C8 H12 O4,8.0,12.0,4.0,,,,,
6,60,172.06980403162495,172.06965143054506,172.06963724778907,1873041.3727653665,9.329913210574556,1156440.9018702316,9.908770702103283,-1,0.08242451263876191,0.9987680333582019,0.99563513372833,0.9975148735062531,3.0,0.5,1.5,13C1 O4,de-protonated,,1.0,58.0,C7 H12 O4 13C1,7.0,12.0,4.0,,,,1.0,
7,62,173.08209281477738,173.08193937075148,173.08193247717907,22879294.65740477,97.20919052772464,1047802.1085371299,120.30768739233076,-1,0.0398283767693936,0.4998561047209218,0.9203646850869849,0.668059536867347,2.0,0.5,1.75,O4,de-protonated,,0.0,,C8 H14 O4,8.0,14.0,4.0,,,,,
8,64,173.1184959939958,173.1183425196583,173.11831798652906,2645542.3042134605,38.334394896255844,1091848.0333867169,14.240149512004718,-1,0.14171307539449784,0.9963626705531202,0.0,0.5978176023318721,1.0,0.3333333333333333,2.0,O3,de-protonated,,0.0,,C9 H18 O3,9.0,18.0,3.0,,,,,
9,66,175.06136479928043,175.061209707369,175.06119703228907,3152617.478186362,26.763907811778846,1059072.494567518,16.732175676605543,-1,0.07240370870471832,0.9990492443447268,0.0,0.599429546606836,2.0,0.7142857142857143,1.7142857142857142,O5,de-protonated,,0.0,,C7 H12 O5,7.0,12.0,5.0,,,,,
10,67,175.09774478903816,175.09758966684123,175.0975825416391,1835157.1967052594,38.25798704579823,1042751.7028358254,9.768526805394146,-1,0.04069274988262627,0.9996995842735938,0.0,0.5998197505641563,1.0,0.5,2.0,O4,de-protonated,,0.0,,C8 H16 O4,8.0,16.0,4.0,,,,,
11,70,177.05586642185546,177.05570966975336,177.05571772868907,2111040.4835292753,44.542605468899765,1064774.5741086258,11.170965772485518,-1,-0.04551638220458364,0.9996241559553575,0.0,0.5997744935732144,6.0,0.3,1.0,O3,de-protonated,,0.0,,C10 H10 O3,10.0,10.0,3.0,,,,,
12,71,177.09223653269862,177.09207975032615,177.09210323803907,2755420.1018418786,63.5145001089362,973180.7363973705,14.687851182268503,-1,-0.13262992811978483,0.9968132793940957,0.0,0.5980879676364574,5.0,0.18181818181818182,1.2727272727272727,O2,de-protonated,,0.0,,C11 H14 O2,11.0,14.0,2.0,,,,,
13,73,179.03514750652715,179.03498910727555,179.03498228379908,2923700.944275949,72.89304248888251,934118.2302841252,15.65337647115064,-1,0.03811253187090607,0.9997364687039078,0.0,0.5998418812223446,6.0,0.4444444444444444,0.8888888888888888,O4,de-protonated,,0.0,,C9 H8 O4,9.0,8.0,4.0,,,,,
14,74,179.0715300815092,179.07137165198364,179.07136779314908,4546415.443655709,62.75729829499314,1043304.8393416299,24.08958625780798,-1,0.02154914327113668,0.999915745025967,0.0,0.5999494470155802,5.0,0.3,1.2,O3,de-protonated,,0.0,,C10 H12 O3,10.0,12.0,3.0,,,,,
15,77,185.02795369120506,185.0277903070235,185.0277889030891,2377867.318690591,36.072515674715504,1021727.9587816378,12.551828755467794,-1,0.0075876949495487025,0.9999895534885456,0.0,0.5999937320931273,4.0,0.375,1.25,S1 O3,de-protonated,,0.0,,C8 H10 O3 S1,8.0,10.0,3.0,,,1.0,,
16,78,185.08209162893849,185.08192819973945,185.08193247717907,10307989.9588531,87.8475910405019,948670.497902033,54.82457562121816,-1,-0.02311105983011034,0.9999030891266907,0.0,0.5999418534760144,3.0,0.4444444444444444,1.5555555555555556,O4,de-protonated,,0.0,,C9 H14 O4,9.0,14.0,4.0,,,,,
