,Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,O/C,H/C,Heteroatom Class,Ion Type,Adduct,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,N,P,S,13C,15N,18O,34S
19,410,169.01442628297468,169.01421978345067,169.01424683890906,31840893.969599754,80.28552259687135,1015411.3533980796,165.09435341738168,-1,-0.16007797505378726,0.99338454869324,0.9955745323953712,0.9942605421740925,5.0,0.7142857142857143,0.8571428571428571,O5,de-protonated,,0.0,,C7 H6 O5,7.0,6.0,5.0,,,,,,,
20,416,169.05085219249625,169.05064564244302,169.05063234825906,29668932.731035795,90.28268677354869,1217378.460808397,154.96743173868663,-1,0.07864024980833174,0.9984439921071104,0.994493927825054,0.9968639663942878,4.0,0.5,1.25,O4,de-protonated,,0.0,,C8 H10 O4,8.0,10.0,4.0,,,,,,,
21,419,169.08720607241665,169.08699947193176,169.08701785760908,7784624.300652794,95.87498230427286,1035199.4925801484,41.252313308801945,-1,-0.10873500257372387,0.9978569771641127,0.0,0.5987141862984676,3.0,0.3333333333333333,1.5555555555555556,O3,de-protonated,,0.0,,C9 H14 O3,9.0,14.0,3.0,,,,,,,
22,420,169.12356931245125,169.12336266151934,169.12340336695908,2133299.9349137996,48.131554018893596,999716.3932022899,11.371511842988468,-1,-0.24068484274700747,0.9895438732996806,0.0,0.5937263239798084,2.0,0.2,1.8,O2,de-protonated,,0.0,,C10 H18 O2,10.0,18.0,2.0,,,,,,,
23,431,170.0177724893843,170.01756459716864,170.0176016739791,2248394.458554959,37.906695606933404,1097370.45833165,11.626812389510192,-1,-0.21807630558446572,0.9914079196440981,0.9955745323953712,0.9930745647446074,5.0,0.7142857142857143,0.8571428571428571,13C1 O5,de-protonated,,1.0,410.0,C6 H6 O5 13C1,6.0,6.0,5.0,,,,1.0,,,
24,435,170.04607222871368,170.04586429719038,170.0458813204591,2841076.5975442147,43.082466103876286,1124475.2189025867,14.945719494292609,-1,-0.10010985619371489,0.998183176719848,0.0,0.5989099060319087,4.0,0.5714285714285714,1.2857142857142858,N1 O4,de-protonated,,0.0,,C7 H9 O4 N1,7.0,9.0,4.0,1.0,,,,,,
25,436,170.05421294620606,170.05400500337524,170.05398718332907,2375423.8903737143,34.165875392255664,1161968.8835966475,12.477814211249274,-1,0.10479052248484089,0.998009485955398,0.994493927825054,0.9966032627032604,4.0,0.5,1.25,13C1 O4,de-protonated,,1.0,416.0,C7 H10 O4 13C1,7.0,10.0,4.0,,,,1.0,,,
26,462,171.06647509328673,171.06626574348758,171.0662824127191,145817554.94541633,101.7724539746304,925327.9631547079,770.6672497669117,-1,-0.09744311548851328,0.49913929943395624,0.9203646850869849,0.6676294536951677,3.0,0.5,1.5,O4,de-protonated,,0.0,,C8 H12 O4,8.0,12.0,4.0,,,,,,,
27,506,173.08215790944237,173.08194575250755,173.08193247717907,24225658.25363967,67.08212693443603,1038460.1757266684,125.35256834216662,-1,0.07669967797619198,0.9941718436794025,0.9889798571908416,0.9920950490839782,2.0,0.5,1.75,O4,de-protonated,,0.0,,C8 H14 O4,8.0,14.0,4.0,,,,,,,
28,507,173.1185292730711,173.11831706541665,173.11831798652906,7421144.546371476,62.907108499869,1036927.5016152826,39.46520948314988,-1,-0.005320710293839581,0.9999948632084991,0.0,0.5999969179250995,1.0,0.3333333333333333,2.0,O3,de-protonated,,0.0,,C9 H18 O3,9.0,18.0,3.0,,,,,,,
29,530,174.04105172957048,174.04083823466982,174.04079594002908,1653920.5869531012,88.22239544884457,1147681.2386180856,8.658943536195148,-1,0.24301567059045648,0.9893414636527662,0.0,0.5936048781916597,3.0,0.8333333333333334,1.5,N1 O5,de-protonated,,0.0,,C6 H9 O5 N1,6.0,9.0,5.0,1.0,,,,,,
30,535,174.08545870176727,174.0852451448645,174.08528731224908,2415133.137659131,40.32784343331552,964008.2606288013,12.557595632037312,-1,-0.2422225636002061,0.9894105515530581,0.9889798571908416,0.9892382738081715,2.0,0.5,1.75,13C1 O4,de-protonated,,1.0,506.0,C7 H14 O4 13C1,7.0,14.0,4.0,,,,1.0,,,
31,555,175.0168008658587,175.0165860077762,175.0165693144491,2494378.543091805,70.9927872314063,1152885.6935614697,12.961821497363376,-1,0.0953814096740475,0.99835061175443,0.0,0.599010367052658,3.0,0.6666666666666666,1.5,P1 O4,de-protonated,,0.0,,C6 H9 O4 P1,6.0,9.0,4.0,,1.0,,,,,
32,557,175.02502410108835,175.0248092315102,175.0248115229391,79897314.77987383,142.8053749270167,945502.635693214,421.5863024895407,-1,-0.013092023234489844,0.49998444999210057,0.9390602752728998,0.6756147801044203,3.0,1.0,1.3333333333333333,O6,de-protonated,,0.0,,C6 H8 O6,6.0,8.0,6.0,,,,,,,
33,599,177.04064627644001,177.04042858546183,177.04046158739908,7730420.441000474,49.45795689733115,898194.1046128409,40.22047359994331,-1,-0.18640901044980981,0.9937147981699924,0.0,0.5962288789019954,2.0,1.0,1.6666666666666667,O6,de-protonated,,0.0,,C6 H10 O6,6.0,10.0,6.0,,,,,,,
34,614,178.01475799900098,178.01453894187532,178.0145811915391,2825487.5302354037,56.22157320131517,966714.0738777765,14.701056470542623,-1,-0.23733821968624993,0.9898311547374148,0.0,0.5938986928424489,7.0,0.5,0.625,N1 O4,de-protonated,,0.0,,C8 H5 O4 N1,8.0,5.0,4.0,1.0,,,,,,
35,635,178.99880360814527,178.99858316920768,178.99859677444908,6941916.368750342,104.63711575622649,927961.256392382,36.14630237836746,-1,-0.07600753107305391,0.9989522938967624,0.0,0.5993713763380575,7.0,0.625,0.5,O5,de-protonated,,0.0,,C8 H4 O5,8.0,4.0,5.0,,,,,,,
36,638,179.03520249106643,179.03498200098358,179.03498228379908,42479735.79528352,49.22860783655519,1011996.4521538174,221.9412751095523,-1,-0.0015796661776237748,0.9999762950313142,0.9898690264797553,0.9959333876106906,6.0,0.4444444444444444,0.8888888888888888,O4,de-protonated,,0.0,,C9 H8 O4,9.0,8.0,4.0,,,,,,,
37,643,179.05630708302138,179.05608656328266,179.05611165185908,7300651.134219425,46.32131559205547,1001734.0684165682,38.18870675054126,-1,-0.1401157223299622,0.9964440613501185,0.0,0.5978664368100711,1.0,1.0,2.0,O6,de-protonated,,0.0,,C6 H12 O6,6.0,12.0,6.0,,,,,,,
38,646,179.07160685228192,179.0713863110437,179.07136779314908,13817448.777260976,78.23268915121658,1044370.7236037273,71.69690348151757,-1,0.103410695183957,0.9980615104434745,0.0,0.5988369062660847,5.0,0.3,1.2,O3,de-protonated,,0.0,,C10 H12 O3,10.0,12.0,3.0,,,,,,,
39,661,180.03041596567616,180.03019407626292,180.03023125599907,4993102.431385392,62.03959449635215,1060274.0805328514,26.264043723422386,-1,-0.2065194045156455,0.9922910332289236,0.0,0.5953746199373542,6.0,0.5,0.875,N1 O4,de-protonated,,0.0,,C8 H7 O4 N1,8.0,7.0,4.0,1.0,,,,,,
40,662,180.038561916047,180.0383400151727,180.03833711886907,3622518.3901623753,55.634989014962784,919307.0599538893,19.030528238640198,-1,0.016087149480013357,0.9999530428396405,0.9898690264797553,0.9959194362956865,6.0,0.4444444444444444,0.8888888888888888,13C1 O4,de-protonated,,1.0,638.0,C8 H8 O4 13C1,8.0,8.0,4.0,,,,1.0,,,
41,683,181.05082281266723,181.05059948665084,181.05063234825906,28955470.409220293,108.2778497746689,907516.1028083627,152.24422590912158,-1,-0.18150507287580728,0.4970200842776145,0.9112932940309507,0.662729368178949,5.0,0.4444444444444444,1.1111111111111112,O4,de-protonated,,0.0,,C9 H10 O4,9.0,10.0,4.0,,,,,,,
42,688,181.0872362162339,181.08701283891747,181.08701785760908,12841461.022851288,74.87430091860227,964261.0820249219,66.50579236890917,-1,-0.027714254004638283,0.9998606426268338,0.0,0.5999163855761003,4.0,0.3,1.4,O3,de-protonated,,0.0,,C10 H14 O3,10.0,14.0,3.0,,,,,,,
43,697,181.99195872050424,181.9917340678282,181.99173774636907,1747852.0858050915,28.541587558803773,1068995.701385079,9.185500913396204,-1,-0.020212680661655005,0.9999258714405864,0.0,0.5999555228643518,6.0,0.42857142857142855,0.7142857142857143,N1 S1 O3,de-protonated,,0.0,,C7 H5 O3 N1 S1,7.0,5.0,3.0,1.0,,1.0,,,,
44,703,182.04607016707175,182.04584543806976,182.0458813204591,3013671.215182246,40.402544355872564,899193.9475388036,15.839271407118643,-1,-0.19710629584389724,0.9929753457512372,0.0,0.5957852074507424,5.0,0.5,1.125,N1 O4,de-protonated,,0.0,,C8 H9 O4 N1,8.0,9.0,4.0,1.0,,,,,,
45,721,183.04870593076083,183.04847978655678,183.04852434797905,5490092.217315789,69.16320234236031,1101272.2831864837,28.891511848041798,-1,-0.24344048896324252,0.9893043666438299,0.0,0.5935826199862979,4.0,0.2222222222222222,1.3333333333333333,S1 O2,de-protonated,,0.0,,C9 H12 O2 S1,9.0,12.0,2.0,,,1.0,,,,
46,723,183.06646765280124,183.06624148351054,183.0662824127191,27544657.271332588,62.07171772581272,879218.020013905,145.26601097086112,-1,-0.22357589837252959,0.9941540076696235,0.979360125586715,0.9882364548364602,4.0,0.4444444444444444,1.3333333333333333,O4,de-protonated,,0.0,,C9 H12 O4,9.0,12.0,4.0,,,,,,,
47,738,184.0253769939053,184.02514946940963,184.02514587556908,2330047.228648031,71.44927334050172,1024179.4241383402,12.14805100532538,-1,0.019529073208699604,0.9999308006415208,0.0,0.5999584803849125,5.0,0.7142857142857143,1.0,N1 O5,de-protonated,,0.0,,C7 H7 O5 N1,7.0,7.0,5.0,1.0,,,,,,
48,742,184.06176722806111,184.06153965210336,184.06153138491908,3783146.051871323,48.94228002367,891104.1255985945,19.674098366330377,-1,0.04491532925158645,0.9996340148039621,0.0,0.5997804088823773,4.0,0.5,1.375,N1 O4,de-protonated,,0.0,,C8 H11 O4 N1,8.0,11.0,4.0,1.0,,,,,,
49,743,184.06984252074682,184.06961493336888,184.06963724778907,2011815.450113193,26.567619460616324,1104723.4263073946,10.536466305406995,-1,-0.12122814238220159,0.9973369347409986,0.979360125586715,0.9901462110792852,4.0,0.4444444444444444,1.3333333333333333,13C1 O4,de-protonated,,1.0,723.0,C8 H12 O4 13C1,8.0,12.0,4.0,,,,1.0,,,
50,757,185.00940132348538,185.00917240657117,185.00916145847907,26291678.930519357,104.16149750107648,885139.2602484868,140.41530058694835,-1,0.05917594572392746,0.49968240308135975,0.929618492764518,0.6716568389546231,5.0,0.8571428571428571,0.8571428571428571,O6,de-protonated,,0.0,,C7 H6 O6,7.0,6.0,6.0,,,,,,,
51,766,185.0457826058173,185.04555363738928,185.04554696782907,56469640.78703902,98.14273764441454,995230.4901892425,296.9996357869392,-1,0.03604280306398388,0.9959489960609056,0.9828099534628678,0.9906933790216905,4.0,0.625,1.25,O5,de-protonated,,0.0,,C8 H10 O5,8.0,10.0,5.0,,,,,,,
52,772,185.08215050220525,185.08192148228002,185.08193247717907,24275543.120190956,97.46254318894132,913117.8736928136,127.26732244107954,-1,-0.05940557727927742,0.9987763210722276,0.9830597113492684,0.9924896771830439,3.0,0.4444444444444444,1.5555555555555556,O4,de-protonated,,0.0,,C9 H14 O4,9.0,14.0,4.0,,,,,,,
53,773,185.11852214041662,185.1182930689865,185.1183179865291,18900291.70924707,138.79157788629655,948948.9576713033,99.26936250586378,-1,-0.13460333294016702,0.9983328824487201,0.979748711682084,0.9908992141420657,2.0,0.3,1.8,O3,de-protonated,,0.0,,C10 H18 O3,10.0,18.0,3.0,,,,,,,
54,774,185.15490157669993,185.1546724537515,185.15470349587906,7222690.092581566,77.26673332222461,893717.1477602028,37.65683061195433,-1,-0.16765508511589605,0.9949127829757446,0.0,0.5969476697854468,1.0,0.18181818181818182,2.0,O2,de-protonated,,0.0,,C11 H22 O2,11.0,22.0,2.0,,,,,,,
55,790,186.0490933784973,186.0488629885014,186.04890180289908,3761126.4229106344,48.33922680580932,883496.2342388718,19.71664845741733,-1,-0.20862470723103024,0.9921336813649294,0.9828099534628678,0.9884041902041047,4.0,0.625,1.25,13C1 O5,de-protonated,,1.0,766.0,C7 H10 O5 13C1,7.0,10.0,5.0,,,,1.0,,,
56,791,186.0854991742017,186.08526873258924,186.08528731224908,2867590.4905365226,104.62060369249633,1071237.9470534623,14.786156652716532,-1,-0.09984486202897921,0.9981927736896702,0.9830597113492684,0.9921395487535094,3.0,0.4444444444444444,1.5555555555555556,13C1 O4,de-protonated,,1.0,772.0,C8 H14 O4 13C1,8.0,14.0,4.0,,,,1.0,,,
57,792,186.11378460248142,186.11355412076392,186.11356695872908,3500556.546981586,57.95051252075492,939722.716227819,18.50928962282501,-1,-0.06897920107749737,0.9991370161142713,0.0,0.5994822096685628,2.0,0.3333333333333333,1.8888888888888888,N1 O3,de-protonated,,0.0,,C9 H17 O3 N1,9.0,17.0,3.0,1.0,,,,,,
58,793,186.12190015987915,186.12166966665458,186.12167282159908,2525022.806826423,52.279586686737524,1044689.8987673834,13.408597453776393,-1,-0.016950978605932285,0.9999478646782072,0.979748711682084,0.9918682034797579,2.0,0.3,1.8,13C1 O3,de-protonated,,1.0,773.0,C9 H18 O3 13C1,9.0,18.0,3.0,,,,1.0,,,
59,805,187.0250573033984,187.02482552884481,187.0248115229391,89072332.66750106,99.11660320419831,952842.6346306268,472.64641179388553,-1,0.07488795522693564,0.4994914579995142,0.929618492764518,0.6715422719055157,4.0,0.8571428571428571,1.1428571428571428,O6,de-protonated,,0.0,,C7 H8 O6,7.0,8.0,6.0,,,,,,,
60,809,187.06144330454188,187.06121147833596,187.06119703228907,56183951.78826597,110.1697121222273,947195.5115086527,296.4890346938958,-1,0.07722631480743261,0.49945922140680743,0.9203646850869849,0.6678214068788784,3.0,0.625,1.5,O5,de-protonated,,0.0,,C8 H12 O5,8.0,12.0,5.0,,,,,,,
61,811,187.07664769612654,187.07641584833627,187.07645317357907,3311185.690161132,93.90378706559491,964809.6742526513,17.307249549618557,-1,-0.1995186575720576,0.9928029696477694,0.0,0.5956817817886616,7.0,0.16666666666666666,1.0,O2,de-protonated,,0.0,,C12 H12 O2,12.0,12.0,2.0,,,,,,,
62,813,187.0978240099547,187.09759213210157,187.0975825416391,29706542.64277426,85.20471428334477,937684.429127776,154.62703100999101,-1,0.051259146902597384,0.49976167859069814,0.9112932940309506,0.6643743247667991,2.0,0.4444444444444444,1.7777777777777777,O4,de-protonated,,0.0,,C9 H16 O4,9.0,16.0,4.0,,,,,,,
63,814,187.13420840292252,187.13397647341452,187.13396805098907,7613860.857196078,57.1829627465193,958187.3999083143,39.74178507521508,-1,0.045007464651668834,0.9996325120397449,0.0,0.5997795072238469,1.0,0.3,2.0,O3,de-protonated,,0.0,,C10 H20 O3,10.0,20.0,3.0,,,,,,,
64,844,189.0043049713314,189.00407038364568,189.00407607804908,6925803.343672729,37.9302974537681,902159.0858611065,36.44415301597614,-1,-0.03012846874392984,0.9998353081217584,0.0,0.599901184873055,4.0,1.1666666666666667,1.0,O7,de-protonated,,0.0,,C6 H6 O7,6.0,6.0,7.0,,,,,,,
65,846,189.0195202515917,189.019285642253,189.01933221933908,11526298.070654087,82.7382394926485,849967.6553818552,61.016830618692104,-1,-0.2464144038615965,0.9890428963569445,0.0,0.5934257378141667,8.0,0.4,0.6,O4,de-protonated,,0.0,,C10 H6 O4,10.0,6.0,4.0,,,,,,,
66,850,189.04070724667156,189.0404726071808,189.04046158739908,55229995.80826899,75.73524091410061,895092.3350524287,287.63861574780935,-1,0.05829324376818732,0.9960698590680501,0.9881755675469649,0.992912142459616,3.0,0.8571428571428571,1.4285714285714286,O6,de-protonated,,0.0,,C7 H10 O6,7.0,10.0,6.0,,,,,,,
67,854,189.05590936303238,189.0556747019064,189.05571772868907,8547734.638503158,74.23550427426618,914966.2069645184,44.54994536804089,-1,-0.22758784119260864,0.9906456694587661,0.0,0.5943874016752596,7.0,0.2727272727272727,0.9090909090909091,O3,de-protonated,,0.0,,C11 H10 O3,11.0,10.0,3.0,,,,,,,
68,857,189.07709932959906,189.07686463831539,189.07684709674908,24677036.649259873,58.62089858376334,870605.2687115783,130.33092899934024,-1,0.0927747980638735,0.4992197302313032,0.9203646850869849,0.667677712173576,2.0,0.625,1.75,O5,de-protonated,,0.0,,C8 H14 O5,8.0,14.0,5.0,,,,,,,
69,877,190.04401444975443,190.04377838149284,190.0438164224691,4946898.112274489,65.7878789633663,1087886.3324365458,25.806630244237628,-1,-0.20016950283383997,0.9927561092816438,0.9881755675469649,0.9909238925877722,3.0,0.8571428571428571,1.4285714285714286,13C1 O6,de-protonated,,1.0,850.0,C6 H10 O6 13C1,6.0,10.0,6.0,,,,1.0,,,
70,891,190.99884360663418,190.99860617695632,190.99859677444908,13394861.779942576,103.03711461737389,902009.1373576396,70.22892533901765,-1,0.04922814821814733,0.9995603719991337,0.0,0.5997362231994802,8.0,0.5555555555555556,0.4444444444444444,O5,de-protonated,,0.0,,C9 H4 O5,9.0,4.0,5.0,,,,,,,
71,894,191.01993257380659,191.0196951140411,191.01972614250909,16822361.475408047,63.66220409801353,964669.290096622,86.54688527086452,-1,-0.16243593587723193,0.9952238400961841,0.0,0.5971343040577105,3.0,1.1666666666666667,1.3333333333333333,O7,de-protonated,,0.0,,C6 H8 O7,6.0,8.0,7.0,,,,,,,
72,897,191.0352248883612,191.03498740677767,191.03498228379908,29233643.970967714,62.49593928580262,978515.6617734437,151.98892536259984,-1,0.026816965831120577,0.49993475987643754,0.9023989783818296,0.6609204472785943,7.0,0.4,0.8,O4,de-protonated,,0.0,,C10 H8 O4,10.0,8.0,4.0,,,,,,,
73,901,191.0563184065972,191.05608089491818,191.05611165185908,36891201.36184658,87.9499260617789,950500.5019857498,193.00721317042354,-1,-0.16098381065011727,0.49765432667318577,0.929618492764518,0.6704399931097187,2.0,0.8571428571428571,1.7142857142857142,O6,de-protonated,,0.0,,C7 H12 O6,7.0,12.0,6.0,,,,,,,
74,904,191.07160777553634,191.07137024204246,191.07136779314908,12572860.16731979,38.617924772876364,961899.8960969633,66.10156650358311,-1,0.012816642344027821,0.9999701945360456,0.0,0.5999821167216274,6.0,0.2727272727272727,1.0909090909090908,O3,de-protonated,,0.0,,C11 H12 O3,11.0,12.0,3.0,,,,,,,
75,907,191.1079824503735,191.10774486497866,191.10775330249908,5492530.672329042,141.35100461212215,1037192.1612923456,28.412823323313564,-1,-0.04415059187921254,0.9996463691970592,0.0,0.5997878215182355,5.0,0.16666666666666666,1.3333333333333333,O2,de-protonated,,0.0,,C12 H16 O2,12.0,16.0,2.0,,,,,,,
76,918,192.03047255288928,192.03023365044962,192.03023125599907,4784774.350970363,89.944673185555,1008529.1538061778,25.306666673965918,-1,0.012469133279226819,0.9999717888859772,0.0,0.5999830733315863,7.0,0.4444444444444444,0.7777777777777778,N1 O4,de-protonated,,0.0,,C9 H7 O4 N1,9.0,7.0,4.0,1.0,,,,,,
77,936,193.03563011894695,193.03538977969538,193.0353762069691,8947781.971295157,91.34778902150963,967013.1647726509,46.294499102606004,-1,0.07031211871810036,0.9991033572908227,0.0,0.5994620143744935,2.0,1.1666666666666667,1.6666666666666667,O7,de-protonated,,0.0,,C6 H10 O7,6.0,10.0,7.0,,,,,,,
78,945,193.10839230183066,193.1081518584994,193.1081472256691,3813730.087072121,64.04103647572333,888498.3321187638,19.945355197009707,-1,0.02399085896762543,0.9998955706088106,0.0,0.5999373423652864,0.0,0.625,2.25,O5,de-protonated,,0.0,,C8 H18 O5,8.0,18.0,5.0,,,,,,,
79,946,193.12360769113099,193.12336722603433,193.12340336695908,2740349.5111407605,41.849485060559445,1004722.4444624959,14.302149366602428,-1,-0.18713902157282325,0.9936656303705634,0.0,0.596199378222338,4.0,0.16666666666666666,1.5,O2,de-protonated,,0.0,,C12 H18 O2,12.0,18.0,2.0,,,,,,,
80,958,194.04613158344978,194.04588979791606,194.0458813204591,3657631.6353233443,79.67334892063933,933758.8904932229,19.08371585249889,-1,0.04368789948519516,0.9996537410905355,0.0,0.5997922446543212,6.0,0.4444444444444444,1.0,N1 O4,de-protonated,,0.0,,C9 H9 O4 N1,9.0,9.0,4.0,1.0,,,,,,
81,973,194.9937136236232,194.9934704801925,194.9935113940191,4100404.455582641,42.95241127725485,904782.1109893472,21.37078324842267,-1,-0.20982147707580345,0.9920435336878884,0.0,0.595226120212733,7.0,0.75,0.5,O6,de-protonated,,0.0,,C8 H4 O6,8.0,4.0,6.0,,,,,,,
82,977,195.03009510188332,195.02985190628533,195.0298969033691,76713709.24028619,188.48168335503334,847452.5231773567,406.0980693338894,-1,-0.23071890246883286,0.49519388113443175,0.9112932940309506,0.6616336462930392,6.0,0.5555555555555556,0.8888888888888888,O5,de-protonated,,0.0,,C9 H8 O5,9.0,8.0,5.0,,,,,,,
83,982,195.0512761009229,195.05103287495245,195.05102627142907,3689085.0698007303,70.65263627772504,816673.0277403706,19.275191262390184,-1,0.03385536346452906,0.9997920477472706,0.0,0.5998752286483623,1.0,1.1666666666666667,2.0,O7,de-protonated,,0.0,,C6 H12 O7,6.0,12.0,7.0,,,,,,,
84,985,195.0664825554482,195.06623930767196,195.0662824127191,26756435.19550902,160.31941462784698,854903.3729146079,138.20269585042675,-1,-0.2209764116750066,0.9934544343664617,0.9820427573727079,0.9888897635689602,5.0,0.4,1.2,O4,de-protonated,,0.0,,C10 H12 O4,10.0,12.0,4.0,,,,,,,
