,Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,O/C,H/C,Heteroatom Class,Ion Type,Adduct,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,N,P,S,13C,18O
0,8,159.06642207241808,159.06629900801042,159.0662824127191,3738091.6895958674,19.891646110967393,1156228.1866478827,19.343646753074495,-1,0.10432940957747798,0.9980269479964567,0.0,0.598816168797874,2.0,0.5714285714285714,1.7142857142857142,O4,de-protonated,,0.0,,C7 H12 O4,7.0,12.0,4.0,,,,,
1,9,159.10280320448788,159.10268011333733,159.1026679220691,1915855.150389723,28.683865136496934,1227067.8143405523,9.876712627859874,-1,0.07662516536950555,0.9989352065810851,0.0,0.599361123948651,1.0,0.375,2.0,O3,de-protonated,,0.0,,C8 H16 O3,8.0,16.0,3.0,,,,,
2,14,171.06642675693243,171.06629487688355,171.0662824127191,54463151.32205832,84.95043281896238,1056824.4067147942,279.5740102149952,-1,0.07286160826266062,0.9988731156131196,0.9957217220359861,0.9976125581822661,3.0,0.5,1.5,O4,de-protonated,,0.0,,C8 H12 O4,8.0,12.0,4.0,,,,,
3,15,171.10281271435923,171.10268080759596,171.1026679220691,8831464.310267622,35.65716395531966,1048263.5354937343,44.86549246910815,-1,0.07530874315271188,0.9989714599977091,0.0,0.5993828759986254,2.0,0.3333333333333333,1.7777777777777777,O3,de-protonated,,0.0,,C9 H16 O3,9.0,16.0,3.0,,,,,
4,16,171.13918834155814,171.13905640808818,171.13905343141906,15585568.275609093,77.19364312580018,1042735.9693840051,80.02238656785191,-1,0.017393277940139635,0.49997255426999776,0.9023989783818297,0.6609431239147305,1.0,0.2,2.0,O2,de-protonated,,0.0,,C10 H20 O2,10.0,20.0,2.0,,,,,
5,18,172.0697843830091,172.06965176633636,172.06963724778907,4988829.297437383,70.45330720772974,1031194.1306575807,26.07872419398745,-1,0.08437599753835028,0.9987090447422425,0.9957217220359861,0.99751411565974,3.0,0.5,1.5,13C1 O4,de-protonated,,1.0,14.0,C7 H12 O4 13C1,7.0,12.0,4.0,,,,1.0,
6,20,173.0820769661623,173.08194360638106,173.08193247717907,8198249.878473547,87.0178907851328,973527.0156710573,43.16333561196634,-1,0.06430019491041365,0.9992500790042363,0.0,0.5995500474025418,2.0,0.5,1.75,O4,de-protonated,,0.0,,C8 H14 O4,8.0,14.0,4.0,,,,,
7,21,173.11846493744645,173.11833155095474,173.11831798652906,8230634.576122216,55.66307883712296,1012358.1172627356,42.95319279009698,-1,0.07835349736144331,0.998886657650001,0.0,0.5993319945900005,1.0,0.3333333333333333,2.0,O3,de-protonated,,0.0,,C9 H18 O3,9.0,18.0,3.0,,,,,
8,23,175.06131169253086,175.0611768800411,175.06119703228907,2602794.7396496125,47.10036393256121,930514.408578499,13.291533483236957,-1,-0.11511544712104824,0.9975984091723845,0.0,0.5985590455034306,2.0,0.7142857142857143,1.7142857142857142,O5,de-protonated,,0.0,,C7 H12 O5,7.0,12.0,5.0,,,,,
9,27,181.15992361022043,181.1597843233127,181.15978887630908,3416410.2224216103,40.23377660819248,951208.9133419032,17.609968472652284,-1,-0.025132488921855108,0.9998853959565336,0.0,0.5999312375739201,2.0,0.08333333333333333,1.8333333333333333,O1,de-protonated,,0.0,,C12 H22 O1,12.0,22.0,1.0,,,,,
10,28,183.10279886223321,183.10265815045443,183.1026679220691,3004862.1810163003,38.52991669650061,1017903.3538808315,15.566329529972768,-1,-0.053366861159787456,0.9994833636756226,0.0,0.5996900182053736,3.0,0.3,1.6,O3,de-protonated,,0.0,,C10 H16 O3,10.0,16.0,3.0,,,,,
11,29,183.13921791381404,183.1390771753288,183.13905343141906,1589169.2769814075,45.35784651005821,1201001.6425039568,8.426727156961297,-1,0.12964962574206904,0.9969546708634897,0.0,0.5981728025180938,2.0,0.18181818181818182,1.8181818181818181,O2,de-protonated,,0.0,,C11 H20 O2,11.0,20.0,2.0,,,,,
