,Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,O/C,H/C,Heteroatom Class,Ion Type,Adduct,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,N,P,S,13C,17O,18O,33S,34S
10,85,171.06633027200726,171.0662904001186,171.0662824127191,99527827.07217221,136.6396742784829,1072615.8900259493,543.9218131891722,-1,0.04669184006625252,0.49980224844165944,0.9203646850869849,0.6680272230997897,3.0,0.5,1.5,O4,de-protonated,,0.0,,C8 H12 O4,8.0,12.0,4.0,,,,,,,,
11,86,171.1027195763564,171.1026796973062,171.1026679220691,68492088.06878167,52.57384913544409,1019562.8808756396,377.6637622538784,-1,0.06881971658005438,0.4995705001704045,0.9112932940309506,0.6642596177146229,2.0,0.3333333333333333,1.7777777777777777,O3,de-protonated,,0.0,,C9 H16 O3,9.0,16.0,3.0,,,,,,,,
12,87,171.13909207070674,171.13905218449833,171.13905343141906,162456033.4827389,53.08749094039701,1053778.3402669448,896.5035418967778,-1,-0.0072860092830922775,0.49999518383695,0.9023989783818296,0.6609567016549018,1.0,0.2,2.0,O2,de-protonated,,0.0,,C10 H20 O2,10.0,20.0,2.0,,,,,,,,
13,90,172.09792812880562,172.0978880538952,172.09791689426908,2388786.852081866,49.51932839769848,1059276.8417417929,13.386415671682627,-1,-0.16758119102693603,0.994917254962638,0.0,0.5969503529775828,2.0,0.375,1.875,N1 O3,de-protonated,,0.0,,C8 H15 O3 N1,8.0,15.0,3.0,1.0,,,,,,,
14,94,173.11835277764766,173.1183125019144,173.11831798652906,66777104.47955874,99.50461708322669,945869.5254241201,366.1976897755823,-1,-0.031681307471613816,0.49990894779260786,0.9112932940309506,0.664462686287945,1.0,0.3333333333333333,2.0,O3,de-protonated,,0.0,,C9 H18 O3,9.0,18.0,3.0,,,,,,,,
15,95,174.0408241833444,174.0407837260658,174.04079594002908,2447121.261102724,52.534376389156925,1042083.5171752418,13.660750413594986,-1,-0.07017873724322504,0.9991067543926019,0.0,0.5994640526355611,3.0,0.8333333333333334,1.5,N1 O5,de-protonated,,0.0,,C6 H9 O5 N1,6.0,9.0,5.0,1.0,,,,,,,
16,100,175.06124037793364,175.06119971983387,175.06119703228907,7254906.381314564,70.77474671054733,953396.3460110512,39.80653091830342,-1,0.015352030252817828,0.9999572362110867,0.0,0.599974341726652,2.0,0.7142857142857143,1.7142857142857142,O5,de-protonated,,0.0,,C7 H12 O5,7.0,12.0,5.0,,,,,,,,
17,101,175.0976230665697,175.0975824013097,175.0975825416391,9251575.405901132,98.20852508605746,917432.8078619262,51.66451017076005,-1,-0.0008014354221693755,0.999999883455745,0.0,0.599999930073447,1.0,0.5,2.0,O4,de-protonated,,0.0,,C8 H16 O4,8.0,16.0,4.0,,,,,,,,
18,103,176.05648060806374,176.0564397540975,176.0564460044891,4838353.211855095,57.7424254194234,1002388.213793003,27.209527463144113,-1,-0.035502202392370376,0.9997713270687317,0.0,0.5998627962412391,2.0,0.8333333333333334,1.8333333333333333,N1 O5,de-protonated,,0.0,,C6 H11 O5 N1,6.0,11.0,5.0,1.0,,,,,,,
19,105,177.05573653474718,177.0556954841242,177.05571772868907,2260197.885345514,30.398020742472745,922092.4265281013,12.4458394136974,-1,-0.12563595897443927,0.9971400399106475,0.0,0.5982840239463885,6.0,0.3,1.0,O3,de-protonated,,0.0,,C10 H10 O3,10.0,10.0,3.0,,,,,,,,
20,107,177.09215115408037,177.09211009629084,177.09210323803907,7613947.896909332,44.32715102562902,916111.5041194974,42.24755025450318,-1,0.03872703322286646,0.999727903351355,0.0,0.5998367420108129,5.0,0.18181818181818182,1.2727272727272727,O2,de-protonated,,0.0,,C11 H14 O2,11.0,14.0,2.0,,,,,,,,
21,110,179.05616034712622,179.0561189028134,179.05611165185908,2211729.9345071395,19.719305663796895,1163592.0610264007,12.333866049651538,-1,0.04049543050478433,0.9997024902127465,0.0,0.5998214941276478,1.0,1.0,2.0,O6,de-protonated,,0.0,,C6 H12 O6,6.0,12.0,6.0,,,,,,,,
22,112,179.07139140363248,179.07134995632214,179.07136779314908,2086734.01560243,47.813261362097975,977261.8378260796,11.348500446047966,-1,-0.09960736415594354,0.9982013533230218,0.0,0.5989208119938131,5.0,0.3,1.2,O3,de-protonated,,0.0,,C10 H12 O3,10.0,12.0,3.0,,,,,,,,
23,113,179.10781585241816,179.10777439793938,179.10775330249908,2247722.8267370327,40.491524550296816,907891.1568188223,12.367458058865298,-1,0.11778072090164751,0.9974860549783332,0.0,0.5984916329869999,4.0,0.18181818181818182,1.4545454545454546,O2,de-protonated,,0.0,,C11 H16 O2,11.0,16.0,2.0,,,,,,,,
24,119,181.0506655083374,181.05062367149958,181.05063234825906,1921697.108254803,60.99324800958017,1037793.0501992551,10.435917529074203,-1,-0.04792449142807261,0.9995833433071123,0.0,0.5997500059842673,5.0,0.4444444444444444,1.1111111111111112,O4,de-protonated,,0.0,,C9 H10 O4,9.0,10.0,4.0,,,,,,,,
25,121,181.0540608207454,181.05401898323936,181.05400365157908,2121790.366344784,59.85637148201105,1028917.2483008459,11.8019925704337,-1,0.08468004004275308,0.9986997303231899,0.0,0.5992198381939139,0.0,0.6666666666666666,2.3333333333333335,S1 O4,de-protonated,,0.0,,C6 H14 O4 S1,6.0,14.0,4.0,,,1.0,,,,,
26,122,181.07180180955586,181.07175996855835,181.0717617163191,6979526.512931185,79.11704823131548,943510.9508771308,38.50763989537144,-1,-0.009652309768206472,0.9999830950979154,0.0,0.5999898570587492,0.0,1.0,2.3333333333333335,O6,de-protonated,,0.0,,C6 H14 O6,6.0,14.0,6.0,,,,,,,,
27,124,181.08706766920372,181.08702582520183,181.08701785760908,3953050.577960161,35.72232020725266,947403.3958274676,21.73402996130153,-1,0.043998696566788384,0.9996487978414634,0.0,0.5997892787048781,4.0,0.3,1.4,O3,de-protonated,,0.0,,C10 H14 O3,10.0,14.0,3.0,,,,,,,,
28,125,181.1598377415313,181.15979588320803,181.15978887630908,21763817.494212028,65.13338682620741,982830.7338813273,121.11039055200276,-1,0.03867800353405752,0.49986429589413484,0.8851212310995794,0.6539670699763127,2.0,0.08333333333333333,1.8333333333333333,O1,de-protonated,,0.0,,C12 H22 O1,12.0,22.0,1.0,,,,,,,,
29,128,181.99180816162269,181.99176613956496,181.99173774636907,1749475.0692182027,30.91509112914225,1076691.0447305674,9.607314635134834,-1,0.15601365337804687,0.99559323022168,0.0,0.597355938133008,6.0,0.42857142857142855,0.7142857142857143,N1 S1 O3,de-protonated,,0.0,,C7 H5 O3 N1 S1,7.0,5.0,3.0,1.0,,1.0,,,,,
30,135,183.06629329945366,183.06625106593384,183.0662824127191,3635097.793367274,40.641012771529766,924952.2973113094,19.9928441503884,-1,-0.17123188845134799,0.9946939861495772,0.0,0.5968163916897463,4.0,0.4444444444444444,1.3333333333333333,O4,de-protonated,,0.0,,C9 H12 O4,9.0,12.0,4.0,,,,,,,,
31,136,183.10269016820752,183.10264792752466,183.1026679220691,15498222.874798654,46.3395338574668,954316.4144909398,85.05496732923567,-1,-0.10919854231349234,0.49891934325573856,0.9023989783818297,0.660311197306175,3.0,0.3,1.6,O3,de-protonated,,0.0,,C10 H16 O3,10.0,16.0,3.0,,,,,,,,
32,138,183.1390837484264,183.1390415005812,183.13905343141906,7902848.634935235,136.8140956417298,950683.1574868092,42.785022401923314,-1,-0.06514633360764872,0.9992302200822606,0.0,0.5995381320493564,2.0,0.18181818181818182,1.8181818181818181,O2,de-protonated,,0.0,,C11 H20 O2,11.0,20.0,2.0,,,,,,,,
33,139,183.1754684337377,183.17542617873187,183.17543894076908,2286423.806741251,53.1201192862673,903321.9681095093,12.602602123361605,-1,-0.06967111578522885,0.9991196241543421,0.0,0.5994717744926052,1.0,0.08333333333333333,2.0,O1,de-protonated,,0.0,,C12 H24 O1,12.0,24.0,1.0,,,,,,,,
34,140,184.06158768882634,184.06154525942938,184.06153138491908,1668280.4887604767,26.80502010065791,964909.49548472,9.218207195075468,-1,0.07537973957487604,0.9989695207958859,0.0,0.5993817124775315,4.0,0.5,1.375,N1 O4,de-protonated,,0.0,,C8 H11 O4 N1,8.0,11.0,4.0,1.0,,,,,,,
35,145,185.08198235725098,185.08193972703708,185.08193247717907,31419439.44260301,115.85496867234708,931587.3993228351,172.17024455691518,-1,0.039171073687329395,0.998562583104054,0.993015041039134,0.996343566278086,3.0,0.4444444444444444,1.5555555555555556,O4,de-protonated,,0.0,,C9 H14 O4,9.0,14.0,4.0,,,,,,,,
36,146,185.15474888715107,185.1547062426165,185.15470349587906,84227960.78794472,138.09209127266732,934197.5469251833,459.53868604421166,-1,0.01483482398636892,0.9995603506841111,0.9926411852304798,0.9967926845026587,1.0,0.18181818181818182,2.0,O2,de-protonated,,0.0,,C11 H22 O2,11.0,22.0,2.0,,,,,,,,
37,147,186.08530786539984,186.08526503772828,186.08528731224908,3324727.1476208633,71.06052692491966,882640.199715239,18.173276984643167,-1,-0.11970060139510405,0.9974035374233186,0.993015041039134,0.9956481388696448,3.0,0.4444444444444444,1.5555555555555556,13C1 O4,de-protonated,,1.0,145.0,C8 H14 O4 13C1,8.0,14.0,4.0,,,,1.0,,,,
38,149,186.15001039773009,186.14996755732486,186.14995246807908,3118433.957650613,47.51980794699981,1043192.7699169028,17.344674090703798,-1,0.08105962734955173,0.9988084722302994,0.0,0.5992850833381796,1.0,0.2,2.1,N1 O2,de-protonated,,0.0,,C10 H21 O2 N1,10.0,21.0,2.0,1.0,,,,,,,
39,150,186.15808850890608,186.15804566691105,186.15805833094907,10803372.065009102,52.668034103757094,933175.2565921659,60.33124854790966,-1,-0.06802841702374272,0.9991606323467446,0.9926411852304798,0.9965528535002386,1.0,0.18181818181818182,2.0,13C1 O2,de-protonated,,1.0,146.0,C10 H22 O2 13C1,10.0,22.0,2.0,,,,1.0,,,,
40,157,187.0612609429214,187.06121792317913,187.06119703228907,3102572.6801220733,53.18053345027555,988379.3290066916,17.081536685196024,-1,0.11167944174159218,0.9977394768051445,0.0,0.5986436860830867,3.0,0.625,1.5,O5,de-protonated,,0.0,,C8 H12 O5,8.0,12.0,5.0,,,,,,,,
41,158,187.09763294559116,187.09758991869077,187.0975825416391,59772144.1258463,83.58368286013774,979108.846059369,327.05180170514944,-1,0.03942889893773822,0.9998175502246841,0.9951671741348653,0.9979573997887565,2.0,0.4444444444444444,1.7777777777777777,O4,de-protonated,,0.0,,C9 H16 O4,9.0,16.0,4.0,,,,,,,,
42,159,187.1340187315458,187.13397569748457,187.13396805098907,16636673.165035125,57.8589402123712,972909.6489201644,91.10152898771213,-1,0.040861077141529874,0.9995024560782486,0.9899054370124306,0.9956636484519215,1.0,0.3,2.0,O3,de-protonated,,0.0,,C10 H20 O3,10.0,20.0,3.0,,,,,,,,
43,161,188.10098462060273,188.1009413962395,188.10093737670908,6168011.264264285,61.42870761333872,945004.4397956555,34.017507997132434,-1,0.02136900792914989,0.9999171477023142,0.9951671741348653,0.9980171582753348,2.0,0.4444444444444444,1.7777777777777777,13C1 O4,de-protonated,,1.0,158.0,C8 H16 O4 13C1,8.0,16.0,4.0,,,,1.0,,,,
44,162,188.13735449551316,188.13731126399225,188.13732288605905,1595426.4726983174,21.029511558915047,1005686.9257010886,8.764715070689734,-1,-0.06177438176178656,0.9993078180104685,0.9899054370124306,0.9955468656112534,1.0,0.3,2.0,13C1 O3,de-protonated,,1.0,159.0,C9 H20 O3 13C1,9.0,20.0,3.0,,,,1.0,,,,
45,167,189.07689327006287,189.0768498536377,189.07684709674908,10420596.420309955,103.76390441894772,921328.5085722243,57.28557304586225,-1,0.014580783749817375,0.9999614248885519,0.0,0.5999768549331311,2.0,0.625,1.75,O5,de-protonated,,0.0,,C8 H14 O5,8.0,14.0,5.0,,,,,,,,
46,168,189.11327075488126,189.11322733129688,189.11323260609907,24258104.60650979,76.53462706587743,914476.075540177,133.33788190581072,-1,-0.027892295630450502,0.9998163003987899,0.9962052248605116,0.9983718701834785,1.0,0.4444444444444444,2.0,O4,de-protonated,,0.0,,C9 H18 O4,9.0,18.0,4.0,,,,,,,,
47,170,190.11663777585574,190.1165941548055,190.1165874411691,2472632.8013504697,65.30243507373024,980655.0630153304,13.6495530771904,-1,0.03531325968998138,0.9997737543116836,0.9962052248605116,0.9983463425312148,1.0,0.4444444444444444,2.0,13C1 O4,de-protonated,,1.0,168.0,C8 H18 O4 13C1,8.0,18.0,4.0,,,,1.0,,,,
48,177,191.1078079398269,191.1077641237112,191.10775330249908,2763792.3949027574,68.45795157570247,866606.8832181708,15.155594823607224,-1,0.056623616478302496,0.9994184022565928,0.0,0.5996510413539556,5.0,0.16666666666666666,1.3333333333333333,O2,de-protonated,,0.0,,C12 H16 O2,12.0,16.0,2.0,,,,,,,,
49,181,193.08705497842618,193.08701077278835,193.08701785760908,11681381.071435807,104.67694733556435,956217.6916531007,63.46650274119376,-1,-0.036692372256821676,0.9997557399934989,0.0,0.5998534439960993,5.0,0.2727272727272727,1.2727272727272727,O3,de-protonated,,0.0,,C11 H14 O3,11.0,14.0,3.0,,,,,,,,
50,184,193.12342948590415,193.1233852731077,193.12340336695908,1679615.113545978,23.4595813908144,1032938.6692321901,9.237802533783494,-1,-0.09369061998441856,0.9984085234645376,0.0,0.5990451140787225,4.0,0.16666666666666666,1.5,O2,de-protonated,,0.0,,C12 H18 O2,12.0,18.0,2.0,,,,,,,,
51,185,193.15983513142373,193.15979091146252,193.15978887630908,120408157.29421525,86.15011514041214,958706.0592493134,662.703157769021,-1,0.010536113416473657,0.9999710513733131,0.9960047973911534,0.9983845497804492,3.0,0.07692307692307693,1.6923076923076923,O1,de-protonated,,0.0,,C13 H22 O1,13.0,22.0,1.0,,,,,,,,
52,188,194.16319092959435,194.1631465121695,194.1631437113791,16306921.651116086,86.82195290607163,950261.3858380996,90.92237160523877,-1,0.014424933375625398,0.999962245105445,0.9960047973911534,0.9983792660197284,3.0,0.07692307692307693,1.6923076923076923,13C1 O1,de-protonated,,1.0,185.0,C12 H22 O1 13C1,12.0,22.0,1.0,,,,1.0,,,,
53,189,195.06631304508045,195.06626844991828,195.0662824127191,8038571.803168787,51.187251324850564,897516.9236416566,44.27426814373326,-1,-0.07157977603519901,0.9990707498574762,0.0,0.5994424499144857,5.0,0.4,1.2,O4,de-protonated,,0.0,,C10 H12 O4,10.0,12.0,4.0,,,,,,,,
54,192,195.10271226648666,195.102667664161,195.1026679220691,3007276.6142242597,51.02244639774028,1047528.4403890439,16.874385961711184,-1,-0.0013219095718642524,0.9999996829284659,0.0,0.5999998097570794,4.0,0.2727272727272727,1.4545454545454546,O3,de-protonated,,0.0,,C11 H16 O3,11.0,16.0,3.0,,,,,,,,
55,193,195.13909288058412,195.13904827109863,195.13905343141906,29107171.383521132,65.83990385833309,904276.9930351282,161.1520655348025,-1,-0.026444324373954022,0.9991935506750328,0.9768626941310268,0.9902612080574303,3.0,0.16666666666666666,1.6666666666666667,O2,de-protonated,,0.0,,C12 H20 O2,12.0,20.0,2.0,,,,,,,,
56,201,196.0251755731767,196.02513078930733,196.02514587556908,2462061.619293948,42.70270169780744,951431.484858429,13.53757971314454,-1,-0.07696084952325839,0.9989258617462691,0.0,0.5993555170477615,6.0,0.625,0.875,N1 O5,de-protonated,,0.0,,C8 H7 O5 N1,8.0,7.0,5.0,1.0,,,,,,,
57,203,196.0979567434733,196.09791194528034,196.09791689426908,3767137.1164290584,31.442939911343025,936408.4521466773,20.558309638819996,-1,-0.02523733454231745,0.9998844378262474,0.0,0.5999306626957484,4.0,0.3,1.5,N1 O3,de-protonated,,0.0,,C10 H15 O3 N1,10.0,15.0,3.0,1.0,,,,,,,
58,205,196.14247083038737,196.1424260234339,196.1424082664891,4660478.489687468,46.24803716743351,997164.8435442189,25.48513765683786,-1,0.09053087986846467,0.998513980782334,0.9768626941310268,0.9898534661218111,3.0,0.16666666666666666,1.6666666666666667,13C1 O2,de-protonated,,1.0,193.0,C11 H20 O2 13C1,11.0,20.0,2.0,,,,1.0,,,,
59,210,197.08198137346332,197.08193638161117,197.08193247717907,8346192.612301415,80.70537420269329,962264.5981390831,46.96162888083391,-1,0.019811212811606593,0.9999287868018082,0.0,0.5999572720810848,4.0,0.4,1.4,O4,de-protonated,,0.0,,C10 H14 O4,10.0,14.0,4.0,,,,,,,,
60,211,197.1183608353499,197.11831583633816,197.1183179865291,4103007.068893237,44.59091525490991,903898.462246373,22.24910743591249,-1,-0.010908123401534959,0.9999784101698936,0.0,0.5999870461019362,3.0,0.2727272727272727,1.6363636363636365,O3,de-protonated,,0.0,,C11 H18 O3,11.0,18.0,3.0,,,,,,,,
61,212,197.15474583254718,197.15470082637475,197.15470349587906,47089071.025381215,109.53836688439746,908388.6378657442,260.04694066010654,-1,-0.013540150270272501,0.9999639741118471,0.9961189202239964,0.9984259525567069,2.0,0.16666666666666666,1.8333333333333333,O2,de-protonated,,0.0,,C12 H22 O2,12.0,22.0,2.0,,,,,,,,
62,215,198.1581064317848,198.1580612281478,198.15805833094907,5879375.118479689,72.35554909908657,907766.6981970255,32.18114482678032,-1,0.014620645512284373,0.9999612136867425,0.9961189202239964,0.9984242963016441,2.0,0.16666666666666666,1.8333333333333333,13C1 O2,de-protonated,,1.0,212.0,C11 H22 O2 13C1,11.0,22.0,2.0,,,,1.0,,,,
63,217,199.0070778364211,199.0070324657038,199.0070534581991,2182110.4644857263,23.705095661345347,995672.0812067919,11.992347289311663,-1,-0.1054861872657255,0.9979829964454622,0.0,0.5987897978672773,5.0,0.5,1.0,S1 O4,de-protonated,,0.0,,C8 H8 O4 S1,8.0,8.0,4.0,,,1.0,,,,,
64,218,199.0434836561633,199.0434382782812,199.04343896754906,59181574.64383355,98.68503775138238,922847.7933501581,321.67708023094815,-1,-0.003462901704739495,0.999908059713991,0.9750692591497326,0.9899725394882877,4.0,0.3333333333333333,1.3333333333333333,S1 O3,de-protonated,,0.0,,C9 H12 O3 S1,9.0,12.0,3.0,,,1.0,,,,,
65,219,199.0612515736032,199.06120619222432,199.06119703228907,13178195.562774038,69.54423916119622,893982.2347129877,73.16339606756527,-1,0.04601567448816134,0.9996158666746838,0.0,0.5997695200048103,4.0,0.5555555555555556,1.3333333333333333,O5,de-protonated,,0.0,,C9 H12 O5,9.0,12.0,5.0,,,,,,,,
66,220,199.09763292078728,199.09758753224844,199.0975825416391,22775661.78791028,120.14477306949254,948836.0446893362,125.90285053316559,-1,0.02506614734937748,0.9999337148496099,0.9915542577800214,0.9965819320217746,3.0,0.4,1.6,O4,de-protonated,,0.0,,C10 H16 O4,10.0,16.0,4.0,,,,,,,,
67,221,199.13401526248285,199.13396986678384,199.13396805098907,13019495.125894297,64.07166937194121,903888.7192437425,71.75253168058744,-1,0.009118458255797064,0.9999551998344507,0.996745271551935,0.9986712285214444,2.0,0.2727272727272727,1.8181818181818181,O3,de-protonated,,0.0,,C11 H20 O3,11.0,20.0,3.0,,,,,,,,
68,222,199.17039716205707,199.170351759198,199.17035356033907,220049700.0302277,132.17036381208732,928116.8754317822,1203.9376102210924,-1,-0.009043218636688135,0.9999842118064571,0.9857578504889912,0.9942936672794708,1.0,0.16666666666666666,2.0,O2,de-protonated,,0.0,,C12 H24 O2,12.0,24.0,2.0,,,,,,,,
69,223,200.04684422133815,200.0467986459915,200.04679380261908,7082997.654370995,27.580743990514684,950148.0566246598,39.04511204279157,-1,0.024211197374612595,0.9998733329012879,0.9750692591497326,0.9899517034006657,4.0,0.3333333333333333,1.3333333333333333,13C1 S1 O3,de-protonated,,1.0,218.0,C8 H12 O3 S1 13C1,8.0,12.0,3.0,,,1.0,1.0,,,,
70,225,200.05648711172725,200.05644153448284,200.0564460044891,2005985.1125203487,22.485206776319437,1137932.7785361072,11.28131642762045,-1,-0.022343725160135955,0.9999094172880061,0.0,0.5999456503728037,4.0,0.625,1.375,N1 O5,de-protonated,,0.0,,C8 H11 O5 N1,8.0,11.0,5.0,1.0,,,,,,,
71,226,200.10098498706054,200.1009394010588,200.10093737670908,2229326.7384129246,55.57722887345378,860895.799068971,12.26108336302173,-1,0.010116642893380176,0.9999814295410947,0.9915542577800214,0.9966105608366653,3.0,0.4,1.6,13C1 O4,de-protonated,,1.0,220.0,C9 H16 O4 13C1,9.0,16.0,4.0,,,,1.0,,,,
72,227,200.1292550772279,200.1292094856625,200.12921702318909,2555520.979720876,86.00173682732299,1021463.7191432118,14.326991929667857,-1,-0.03766329922850484,0.9997426437857547,0.0,0.5998455862714528,2.0,0.3,1.9,N1 O3,de-protonated,,0.0,,C10 H19 O3 N1,10.0,19.0,3.0,1.0,,,,,,,
73,228,200.13737253502842,200.1373269418655,200.1373228860591,1602220.1437568946,20.15633600444861,936577.2435665736,8.82350108681381,-1,0.020265117607068308,0.9999254863385488,0.996745271551935,0.9986534004239033,2.0,0.2727272727272727,1.8181818181818181,13C1 O3,de-protonated,,1.0,221.0,C10 H20 O3 13C1,10.0,20.0,3.0,,,,1.0,,,,
74,229,200.16564359342328,200.16559799469653,200.16560253253908,9087056.48334034,62.863016876429974,905012.6249455829,50.3432244750189,-1,-0.022670441371619224,0.9999067489932347,0.0,0.5999440493959408,1.0,0.18181818181818182,2.090909090909091,N1 O2,de-protonated,,0.0,,C11 H23 O2 N1,11.0,23.0,2.0,1.0,,,,,,,
75,230,200.1737546314091,200.17370903108608,200.17370839540908,32529935.64432303,113.29079600566577,921119.3701304958,180.0979587313621,-1,0.003175626821115606,0.9999885481034569,0.9857578504889912,0.9942962690576707,1.0,0.16666666666666666,2.0,13C1 O2,de-protonated,,1.0,222.0,C11 H24 O2 13C1,11.0,24.0,2.0,,,,1.0,,,,
76,231,200.2020303539588,200.20198474807103,200.20198804188908,1522669.4588098326,25.597100505374573,1039665.7019314367,8.585557688216356,-1,-0.016452474254016986,0.9999508859664256,0.0,0.5999705315798554,0.0,0.08333333333333333,2.25,N1 O1,de-protonated,,0.0,,C12 H27 O1 N1,12.0,27.0,1.0,1.0,,,,,,,
77,238,201.0392866723853,201.03924090172276,201.03923479714908,3306602.847495677,78.22905522233052,916887.9003027763,17.949330256551445,-1,0.03036508615753981,0.9998530221143914,0.9750692591497326,0.9899395169285279,4.0,0.3333333333333333,1.3333333333333333,34S1 O3,de-protonated,,1.0,218.0,C9 H12 O3 34S1,9.0,12.0,3.0,,,,,,,,1.0
78,240,201.07688513795773,201.07683935989573,201.07684709674908,14310826.182076342,95.72069527869189,956314.5782790141,78.62769623300328,-1,-0.03847709699010357,0.9997314036585155,0.0,0.5998388421951093,3.0,0.5555555555555556,1.5555555555555556,O5,de-protonated,,0.0,,C9 H14 O5,9.0,14.0,5.0,,,,,,,,
79,241,201.11326888849754,201.1132231032751,201.11323260609907,21480521.01736081,55.91972901177904,940936.4388549468,116.81061337264171,-1,-0.04725111253170386,0.999796658794305,0.9823117070717509,0.9928026781052834,2.0,0.4,1.8,O4,de-protonated,,0.0,,C10 H18 O4,10.0,18.0,4.0,,,,,,,,
80,243,201.14966051461388,201.14961472222944,201.14961811544907,10956535.84366753,120.21875962514605,951780.4320855361,60.2192751838638,-1,-0.01686913284063903,0.9999483669080821,0.0,0.5999690201448492,1.0,0.2727272727272727,2.0,O3,de-protonated,,0.0,,C11 H22 O3,11.0,22.0,3.0,,,,,,,,
81,244,201.1771064116134,201.17706061382754,201.17706323047906,1850892.4815491757,54.860509221861456,920206.2489341777,10.139188114352672,-1,-0.013006709046867553,0.999978926043697,0.9857578504889912,0.9942904958218147,1.0,0.16666666666666666,2.0,13C2 O2,de-protonated,,1.0,222.0,C10 H24 O2 13C2,10.0,24.0,2.0,,,,2.0,,,,
82,250,202.0209498066738,202.02090384281684,202.02094367565908,4025195.2564442125,59.995034279829156,845106.0553529377,21.941180684786374,-1,-0.19717184527008408,0.9929706892162519,0.0,0.5957824135297511,4.0,0.16666666666666666,1.6666666666666667,N3 S1 P1 O1,de-protonated,,0.0,,C6 H10 O1 N3 P1 S1,6.0,10.0,1.0,3.0,1.0,1.0,,,,,
