,Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,O/C,H/C,Heteroatom Class,Ion Type,Adduct,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,N,P,S,13C,18O
0,1,151.04018880386886,151.04007070718,151.04006766422907,2302072.5967321647,25.036422354346477,1080203.767390532,12.317884001545387,-1,0.020146647069339454,0.99992635497856,0.0,0.599955812987136,5.0,0.375,1.0,O3,de-protonated,,0.0,,C8 H8 O3,8.0,8.0,3.0,,,,,
1,9,155.0715122134991,155.0713911440679,155.07136779314908,1962286.8134197402,29.032988655921677,1363486.3829514335,10.555038348372523,-1,0.15058175562349094,0.9958941277477585,0.0,0.5975364766486551,3.0,0.375,1.5,O3,de-protonated,,0.0,,C8 H12 O3,8.0,12.0,3.0,,,,,
2,14,159.0664152113672,159.06629119745438,159.0662824127191,13775111.953864723,35.527151640872205,1096217.9621756203,76.02271879307976,-1,0.055226884998031564,0.9994467330138324,0.0,0.5996680398082994,2.0,0.5714285714285714,1.7142857142857142,O4,de-protonated,,0.0,,C7 H12 O4,7.0,12.0,4.0,,,,,
3,50,169.08714338929445,169.0870119956568,169.08701785760908,2646665.1877984405,24.846812506131062,1278604.9513052416,14.290067576032529,-1,-0.03466825749825382,0.9997819427650952,0.0,0.5998691656590571,3.0,0.3333333333333333,1.5555555555555556,O3,de-protonated,,0.0,,C9 H14 O3,9.0,14.0,3.0,,,,,
4,55,171.06642275578122,171.06628990555117,171.0662824127191,13832201.748141857,68.71986119190828,1109727.264736174,74.34801542256554,-1,0.04380075358574745,0.9996519501873495,0.0,0.5997911701124097,3.0,0.5,1.5,O4,de-protonated,,0.0,,C8 H12 O4,8.0,12.0,4.0,,,,,
5,59,173.08207978192786,173.0819454486869,173.08193247717907,15361492.540267214,90.66949584787581,998973.0265449645,83.91145309102832,-1,0.07494432054866317,0.9989813851621254,0.0,0.5993888310972753,2.0,0.5,1.75,O4,de-protonated,,0.0,,C8 H14 O4,8.0,14.0,4.0,,,,,
6,64,175.0613418231164,175.06120603398819,175.06119703228907,2093916.4099177034,55.09391634801041,1023607.7492352801,11.287721072972495,-1,0.05142029910072961,0.9995203561822346,0.0,0.5997122137093407,2.0,0.7142857142857143,1.7142857142857142,O5,de-protonated,,0.0,,C7 H12 O5,7.0,12.0,5.0,,,,,
7,65,175.09773744890924,175.0976016330127,175.0975825416391,2083924.8202319264,81.78435759172797,1208518.8757017374,11.238141038977009,-1,0.1090327651054715,0.9978452367553108,0.0,0.5987071420531864,1.0,0.5,2.0,O4,de-protonated,,0.0,,C8 H16 O4,8.0,16.0,4.0,,,,,
8,69,177.05584925145254,177.05571199557002,177.05571772868907,3180858.5115004503,35.056958172932774,1065428.0500581542,17.198762903767754,-1,-0.032380310146550226,0.9998097719631928,0.0,0.5998858631779156,6.0,0.3,1.0,O3,de-protonated,,0.0,,C10 H10 O3,10.0,10.0,3.0,,,,,
9,70,177.09226892958588,177.0921316469237,177.09210323803907,2370916.2874066313,25.1484962231388,1144424.5087471087,12.824702126832586,-1,0.16041869794163932,0.9953414555560742,0.0,0.5972048733336445,5.0,0.18181818181818182,1.2727272727272727,O2,de-protonated,,0.0,,C11 H14 O2,11.0,14.0,2.0,,,,,
10,73,179.07151484093737,179.07137610309482,179.07136779314908,6361697.739587419,31.033679356284523,1003312.6306420057,35.31200199011893,-1,0.046405775773722825,0.999609327307715,0.0,0.599765596384629,5.0,0.3,1.2,O3,de-protonated,,0.0,,C10 H12 O3,10.0,12.0,3.0,,,,,
11,75,183.0664142604298,183.06627258650386,183.0662824127191,4069058.774163116,30.507768779594056,1051962.2483906415,22.07964180599012,-1,-0.05367572391804658,0.9994773678329374,0.0,0.5996864206997624,4.0,0.4444444444444444,1.3333333333333333,O4,de-protonated,,0.0,,C9 H12 O4,9.0,12.0,4.0,,,,,
