,Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,O/C,H/C,Heteroatom Class,Ion Type,Adduct,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,N,P,S,13C,15N,18O,33S,34S
12,363,176.02831306037328,176.02816007062665,176.0281663580091,2825949.7010957184,105.18111102438236,1035180.3144328519,15.002213398535815,-1,-0.035718047647949044,0.999768538380905,0.9846319137464743,0.9937138885271327,3.0,1.0,1.3333333333333333,13C1 O6,de-protonated,,1.0,345.0,C5 H8 O6 13C1,5.0,8.0,6.0,,,,1.0,,,,
13,364,176.06470893141278,176.06455589937727,176.06455186735909,1547707.9547122787,21.34013597780209,1048172.0521444515,8.197252572797087,-1,0.022900794848700043,0.9999048444164057,0.9921014967785943,0.9967835053612811,2.0,0.7142857142857143,1.7142857142857142,13C1 O5,de-protonated,,1.0,351.0,C6 H12 O5 13C1,6.0,12.0,5.0,,,,1.0,,,,
14,371,177.01949999450167,177.01934585291747,177.01933221933908,11633130.226182526,58.88153527746143,996750.0240522146,62.23220320572483,-1,0.07701745464607583,0.9989242819466271,0.0,0.5993545691679762,7.0,0.4444444444444444,0.6666666666666666,O4,de-protonated,,0.0,,C9 H6 O4,9.0,6.0,4.0,,,,,,,,
15,374,177.0406361760713,177.04048200992148,177.04046158739908,4554100.0039905105,111.9555948726165,950918.6377876793,24.748255627944335,-1,0.11535511268803923,0.9975884108186088,0.0,0.5985530464911653,2.0,1.0,1.6666666666666667,O6,de-protonated,,0.0,,C6 H10 O6,6.0,10.0,6.0,,,,,,,,
16,379,177.0922863709742,177.0921321447931,177.09210323803907,3634814.691885807,46.37752829358518,1073268.7035052632,18.952436494840928,-1,0.16323005662466528,0.9951771393992385,0.0,0.5971062836395431,5.0,0.18181818181818182,1.2727272727272727,O2,de-protonated,,0.0,,C11 H14 O2,11.0,14.0,2.0,,,,,,,,
17,386,178.05109774358448,178.05094240284225,178.0509667008891,1555370.3128791368,33.846373564751374,1136876.3656033122,8.197252572797087,-1,-0.13646680660479338,0.9966265496785034,0.0,0.597975929807102,6.0,0.3333333333333333,1.0,N1 O3,de-protonated,,0.0,,C9 H9 O3 N1,9.0,9.0,3.0,1.0,,,,,,,
18,394,178.99874322964686,178.99858678701153,178.99859677444908,4431921.806487202,70.82993440433148,1000664.2100248567,23.701338577830683,-1,-0.05579617790717856,0.9994352710253007,0.0,0.5996611626151804,7.0,0.625,0.5,O5,de-protonated,,0.0,,C8 H4 O5,8.0,4.0,5.0,,,,,,,,
19,398,179.056276097668,179.05611958812526,179.05611165185908,4913203.491745702,34.555801123469465,1012229.7504943422,25.978652985809862,-1,0.04432278853272352,0.9996436058403527,0.0,0.5997861635042117,1.0,1.0,2.0,O6,de-protonated,,0.0,,C6 H12 O6,6.0,12.0,6.0,,,,,,,,
20,401,179.07154396440538,179.07138743710678,179.07136779314908,7824782.353271158,83.21534911509032,1037768.7760855338,41.444963633365134,-1,0.10969904313397144,0.9978188504423059,0.0,0.5986913102653835,5.0,0.3,1.2,O3,de-protonated,,0.0,,C10 H12 O3,10.0,12.0,3.0,,,,,,,,
21,403,179.1079478882187,179.10779131858365,179.10775330249908,2392791.7179571153,59.506901581977296,1208205.3610103843,12.595383479202372,-1,0.2122525902574929,0.9918588459860114,0.0,0.5951153075916068,4.0,0.18181818181818182,1.4545454545454546,O2,de-protonated,,0.0,,C11 H16 O2,11.0,16.0,2.0,,,,,,,,
22,434,181.99190785604284,181.9917479310131,181.99173774636907,1534766.9842594245,43.36099985509737,934051.6014649536,8.040754663244016,-1,0.05596212307234559,0.9994319078294076,0.0,0.5996591446976446,6.0,0.42857142857142855,0.7142857142857143,N1 S1 O3,de-protonated,,0.0,,C7 H5 O3 N1 S1,7.0,5.0,3.0,1.0,,1.0,,,,,
23,435,182.00965673996296,182.00949679427407,182.00949581110908,6101317.250949711,61.29309215457842,964891.3884353498,32.14143273441702,-1,0.0054017236318833475,0.9999947055920755,0.0,0.5999968233552453,6.0,0.7142857142857143,0.7142857142857143,N1 O5,de-protonated,,0.0,,C7 H5 O5 N1,7.0,5.0,5.0,1.0,,,,,,,
24,437,182.04602759773357,182.0458676097098,182.0458813204591,1746729.79818168,24.849215530478034,1058938.9254740234,9.244169622910738,-1,-0.07531480086719892,0.9989712946079802,0.0,0.5993827767647881,5.0,0.5,1.125,N1 O4,de-protonated,,0.0,,C8 H9 O4 N1,8.0,9.0,4.0,1.0,,,,,,,
