,Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,O/C,H/C,Heteroatom Class,Ion Type,Adduct,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,N,P,S,13C,18O
0,3,155.07141962687558,155.07136631612164,155.07136779314908,4115048.2805008986,38.21403898847968,1016461.3465909985,22.669051881611235,-1,-0.009524823699196508,0.9999835386994129,0.0,0.5999901232196477,3.0,0.375,1.5,O3,de-protonated,,0.0,,C8 H12 O3,8.0,12.0,3.0,,,,,
1,8,159.06634674628967,159.0662923560453,159.0662824127191,4047091.0442238227,39.01031479687781,1142487.7566963993,21.76895717454726,-1,0.06251058397955073,0.9992912272907474,0.0,0.5995747363744484,2.0,0.5714285714285714,1.7142857142857142,O4,de-protonated,,0.0,,C7 H12 O4,7.0,12.0,4.0,,,,,
2,9,159.10273375321984,159.1026793531562,159.1026679220691,3716754.7889149725,20.432937852191586,1085561.655868953,20.46882037545485,-1,0.07184723708255933,0.999063795771493,0.0,0.5994382774628958,1.0,0.375,2.0,O3,de-protonated,,0.0,,C8 H16 O3,8.0,16.0,3.0,,,,,
3,12,161.0819995157448,161.0819445819166,161.08193247717907,2797591.360331858,38.644907933481846,1178631.3808985974,15.412732823428815,-1,0.07514646326572064,0.9989758856754636,0.0,0.5993855314052782,1.0,0.5714285714285714,2.0,O4,de-protonated,,0.0,,C7 H14 O4,7.0,14.0,4.0,,,,,
4,17,167.0714460372423,167.07138949243233,167.07136779314908,1556690.7245469857,102.3910446072451,1029572.9387008653,8.684247081117245,-1,0.1298803232333918,0.9969438401458226,0.0,0.5981663040874935,4.0,0.3333333333333333,1.3333333333333333,O3,de-protonated,,0.0,,C9 H12 O3,9.0,12.0,3.0,,,,,
5,18,168.1030620531431,168.10300523150283,168.10300227469907,1796216.3228272866,37.64441866572695,1028440.0016838962,9.712133012023637,-1,0.01758923831774849,0.9999438647443537,0.0,0.5999663188466122,3.0,0.2222222222222222,1.6666666666666667,N1 O2,de-protonated,,0.0,,C9 H15 O2 N1,9.0,15.0,2.0,1.0,,,,
6,19,169.0870848969098,169.08702781138692,169.08701785760908,3397871.935095884,32.12246163256094,961529.6071399492,18.268588869298465,-1,0.058867782755226826,0.9993714024973692,0.0,0.5996228414984215,3.0,0.3333333333333333,1.5555555555555556,O3,de-protonated,,0.0,,C9 H14 O3,9.0,14.0,3.0,,,,,
7,20,169.12346817896375,169.12341108368736,169.12340336695908,1580011.9672293996,46.35189122598504,1025729.9266657671,8.642576029864284,-1,0.045627796763734414,0.9996223140765379,0.0,0.5997733884459228,2.0,0.2,1.8,O2,de-protonated,,0.0,,C10 H18 O2,10.0,18.0,2.0,,,,,
8,22,171.06634776925225,171.06629015347713,171.0662824127191,52579207.5070787,105.920958655368,1059298.8366671375,292.47521839412144,-1,0.04525005119161161,0.9993067698936795,0.997233663226156,0.9984775272266702,3.0,0.5,1.5,O4,de-protonated,,0.0,,C8 H12 O4,8.0,12.0,4.0,,,,,
9,23,171.10273480286202,171.10267717734516,171.1026679220691,18617968.15872989,64.56290432988564,996765.4059934545,103.16641062199936,-1,0.05409194480423445,0.9984752052175814,0.9985465159902099,0.9985037295266328,2.0,0.3333333333333333,1.7777777777777777,O3,de-protonated,,0.0,,C9 H16 O3,9.0,16.0,3.0,,,,,
10,24,171.1391138858565,171.13905625060028,171.13905343141906,45337473.611942425,62.59289870722546,1074135.498417498,244.11457438001747,-1,0.01647304436136654,0.9995773323852786,0.9774564880171704,0.9907289946380353,1.0,0.2,2.0,O2,de-protonated,,0.0,,C10 H20 O2,10.0,20.0,2.0,,,,,
11,26,172.06968225936197,172.06962437505547,172.06963724778907,4721688.471796194,41.238512745729004,960907.0177385645,25.913837739175197,-1,-0.07481118582028229,0.998984999145631,0.997233663226156,0.998284464777841,3.0,0.5,1.5,13C1 O4,de-protonated,,1.0,22.0,C7 H12 O4 13C1,7.0,12.0,4.0,,,,1.0,
12,27,172.10610094164142,172.10604304759124,172.10602275713907,1779768.2196929893,56.057269954898814,1079020.784912341,9.867704936701362,-1,0.11789507330974776,0.9974811772243387,0.9985465159902099,0.9979073127306872,2.0,0.3333333333333333,1.7777777777777777,13C1 O3,de-protonated,,1.0,23.0,C8 H16 O3 13C1,8.0,16.0,3.0,,,,1.0,
13,28,172.1424775748903,172.14241967110794,172.1424082664891,6190845.917054648,53.16773831385399,988322.4108318702,34.05913922408747,-1,0.06625107061410385,0.999203901689918,0.9774564880171704,0.9905049362208189,1.0,0.2,2.0,13C1 O2,de-protonated,,1.0,24.0,C9 H20 O2 13C1,9.0,20.0,2.0,,,,1.0,
14,29,172.170725097654,172.17066718631443,172.1706879129691,1532996.6276709584,40.0169909929157,960981.4190393981,8.34532253092649,-1,-0.12038434021127402,0.9973738294228757,0.0,0.5984242976537254,0.0,0.1,2.3,N1 O1,de-protonated,,0.0,,C10 H23 O1 N1,10.0,23.0,1.0,1.0,,,,
15,30,173.08199700642604,173.081938851366,173.08193247717907,9788906.475596117,47.42431321773846,937157.2037663268,52.605535101739015,-1,0.03682756973558919,0.999753936888193,0.0,0.5998523621329158,2.0,0.5,1.75,O4,de-protonated,,0.0,,C8 H14 O4,8.0,14.0,4.0,,,,,
16,31,173.11838435412767,173.11832618933892,173.11831798652906,14833508.985671954,57.598889131468525,949819.6412791511,80.6307061043976,-1,0.04738267993366088,0.9995927091888128,0.0,0.5997556255132876,1.0,0.3333333333333333,2.0,O3,de-protonated,,0.0,,C9 H18 O3,9.0,18.0,3.0,,,,,
17,33,175.0612553133355,175.06119662942947,175.06119703228907,2606317.362880571,119.22086143722436,1004558.2540996773,14.351510051520053,-1,-0.0023012501054191633,0.9999990390932096,0.0,0.5999994234559257,2.0,0.7142857142857143,1.7142857142857142,O5,de-protonated,,0.0,,C7 H12 O5,7.0,12.0,5.0,,,,,
18,34,175.09763418329925,175.09757548967954,175.0975825416391,2720862.78816508,53.74181217575513,1092884.4062181143,14.862674946889719,-1,-0.040274454132286724,0.9997057277934879,0.0,0.5998234366760927,1.0,0.5,2.0,O4,de-protonated,,0.0,,C8 H16 O4,8.0,16.0,4.0,,,,,
19,35,176.05651731334922,176.05645836377815,176.0564460044891,1729047.0113556301,50.81700830506257,1094680.1296026576,9.489887405341173,-1,0.07020071879977981,0.9991061949859846,0.0,0.5994637169915907,2.0,0.8333333333333334,1.8333333333333333,N1 O5,de-protonated,,0.0,,C6 H11 O5 N1,6.0,11.0,5.0,1.0,,,,
20,37,177.0921540080724,177.09209478224597,177.09210323803907,4275081.410710199,41.67733088759534,1038214.4262124958,23.435799224665733,-1,-0.04774799639778974,0.9995864059266771,0.0,0.5997518435560063,5.0,0.18181818181818182,1.2727272727272727,O2,de-protonated,,0.0,,C11 H14 O2,11.0,14.0,2.0,,,,,
21,41,181.15986051789739,181.15980020885735,181.15978887630908,4848070.0168910455,73.92298007338131,918353.8740930548,26.713921923232064,-1,0.06255553916780501,0.9992902078424855,0.0,0.5995741247054912,2.0,0.08333333333333333,1.8333333333333333,O1,de-protonated,,0.0,,C12 H22 O1,12.0,22.0,1.0,,,,,
22,42,183.10273602901248,183.10267520363016,183.1026679220691,4187440.5962937316,34.726065105693145,1028663.2894903678,22.95797117029844,-1,0.039767640474706774,0.9997130863793515,0.0,0.5998278518276109,3.0,0.3,1.6,O3,de-protonated,,0.0,,C10 H16 O3,10.0,16.0,3.0,,,,,
23,44,185.0819837801408,185.08192242943957,185.08193247717907,7243584.889587808,71.90691597735041,961193.474302485,39.51526886814194,-1,-0.054288062369328996,0.9994653785329718,0.0,0.599679227119783,3.0,0.4444444444444444,1.5555555555555556,O4,de-protonated,,0.0,,C9 H14 O4,9.0,14.0,4.0,,,,,
24,45,185.11837303183296,185.11831167148006,185.1183179865291,3044845.9185498073,60.20683808156702,972678.2089252,16.707313482354163,-1,-0.03411358261838932,0.9997888638297826,0.0,0.5998733182978695,2.0,0.3,1.8,O3,de-protonated,,0.0,,C10 H18 O3,10.0,18.0,3.0,,,,,
25,46,185.15475935237762,185.15469798237405,185.15470349587906,37588043.80600093,83.13115655934556,935893.9397045623,204.643754633212,-1,-0.02977782855092177,0.9997633956569811,0.9966961697116946,0.9985365052788665,1.0,0.18181818181818182,2.0,O2,de-protonated,,0.0,,C11 H22 O2,11.0,22.0,2.0,,,,,
