,Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,O/C,H/C,Heteroatom Class,Ion Type,Adduct,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,N,P,S,13C,18O,34S
0,1,153.0922464554884,153.0921227235601,153.09210323803907,2204290.2743822727,30.33282688151733,1247351.394519127,11.450861997013904,-1,0.1272797264545457,0.9970648239940615,0.0,0.5982388943964368,3.0,0.2222222222222222,1.5555555555555556,O2,de-protonated,,0.0,,C9 H14 O2,9.0,14.0,2.0,,,,,,
1,3,155.03509360807539,155.03496841806904,155.03498228379908,1996115.1678612009,26.666207933572245,1220178.9198932473,10.228461583099097,-1,-0.08943613780221073,0.9985496768574896,0.0,0.5991298061144937,4.0,0.5714285714285714,1.1428571428571428,O4,de-protonated,,0.0,,C7 H8 O4,7.0,8.0,4.0,,,,,,
2,8,159.06642224823054,159.06629403277174,159.0662824127191,17720810.53708375,96.73573005497899,1117824.1951991497,90.81285810040588,-1,0.07305163904045926,0.9990321601301555,0.0,0.5994192960780933,2.0,0.5714285714285714,1.7142857142857142,O4,de-protonated,,0.0,,C7 H12 O4,7.0,12.0,4.0,,,,,,
3,22,163.0402307384611,163.04009954071785,163.04006766422907,2349089.566923652,39.02116548491406,1112254.3743280584,12.04639040379291,-1,0.19551322097221327,0.9930880460351326,0.0,0.5958528276210795,6.0,0.3333333333333333,0.8888888888888888,O3,de-protonated,,0.0,,C9 H8 O3,9.0,8.0,3.0,,,,,,
4,27,165.01947150098826,165.0193388178541,165.01933221933908,9567587.638384342,82.05749108182108,1035238.189760222,48.937808023734604,-1,0.03998631517808524,0.9997099227958877,0.0,0.5998259536775326,6.0,0.5,0.75,O4,de-protonated,,0.0,,C8 H6 O4,8.0,6.0,4.0,,,,,,
5,49,171.01225570332366,171.01211852269367,171.01213883862908,1889151.9739888292,23.40625550346043,1323814.8429316196,9.554574175428115,-1,-0.11879820668700258,0.9974424881859346,0.0,0.5984654929115607,4.0,0.42857142857142855,1.1428571428571428,S1 O3,de-protonated,,0.0,,C7 H8 O3 S1,7.0,8.0,3.0,,,1.0,,,
6,50,171.0664275402239,171.06629031893877,171.0662824127191,45805016.69727356,82.66834998202741,1093869.7706900109,233.8650501287949,-1,0.04621728821971424,0.9996203189795329,0.9945414936029042,0.9975887888288814,3.0,0.5,1.5,O4,de-protonated,,0.0,,C8 H12 O4,8.0,12.0,4.0,,,,,,
7,51,172.06976743175042,172.06962945747355,172.06963724778907,4260244.379949247,63.07921640445966,1071112.3548057647,21.888280915824932,-1,-0.04527420203915691,0.9996281440992496,0.9945414936029042,0.9975934839007115,3.0,0.5,1.5,13C1 O4,de-protonated,,1.0,50.0,C7 H12 O4 13C1,7.0,12.0,4.0,,,,1.0,,
8,52,173.045692086619,173.0455533799251,173.04554696782907,2427822.4597083647,44.64307291789302,1111730.923983072,12.312811006825624,-1,0.037054383392355505,0.9997508970262572,0.0,0.5998505382157543,3.0,0.7142857142857143,1.4285714285714286,O5,de-protonated,,0.0,,C7 H10 O5,7.0,10.0,5.0,,,,,,
9,53,173.08208371070296,173.0819449766977,173.08193247717907,23608625.92360965,56.720789653879876,1034399.3034868026,121.19525471292087,-1,0.07221735086901342,0.4995270649896651,0.9203646850869849,0.6678621130285931,2.0,0.5,1.75,O4,de-protonated,,0.0,,C8 H14 O4,8.0,14.0,4.0,,,,,,
