,Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,O/C,H/C,Heteroatom Class,Ion Type,Adduct,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,N,P,S,13C,17O,18O,34S
12721,22314,612.1814681400136,612.1804346786734,612.180369468519,12435642.315223956,193.56901988429868,368269.201317705,64.05480974101607,-1,0.10652114579534758,0.9985113781689495,0.9942058558402422,0.9967891692374666,16.0,0.41935483870967744,1.032258064516129,13C1 O13,de-protonated,,1.0,22277.0,C30 H32 O13 13C1,30.0,32.0,13.0,,,,1.0,,,
12722,22315,612.1845492935777,612.1835158249379,612.183496994939,1977134.1187547713,85.76078293516568,379274.0782684397,10.538847957677556,-1,0.03075874962345228,0.9998283460090187,0.0,0.5998970076054112,16.0,0.41379310344827586,1.0689655172413792,N3 O12,de-protonated,,0.0,,C29 H31 O12 N3,29.0,31.0,12.0,3.0,,,,,,
12723,22316,612.1943980829719,612.1933645909997,612.193392973709,2568589.829737786,133.79649375529976,368677.23150513455,13.250267168580729,-1,-0.046362325369998486,0.999610058407692,0.0,0.5997660350446152,11.0,0.5555555555555556,1.2962962962962963,N1 O15,de-protonated,,0.0,,C27 H35 O15 N1,27.0,35.0,15.0,1.0,,,,,,
12724,22317,612.2026245412427,612.2015910297812,612.201498836579,15333260.040047059,251.12881701810363,373695.2377432498,78.86424172052898,-1,0.15059290496806552,0.49794676048152,0.9455372504698218,0.6769829564768407,11.0,0.5357142857142857,1.2857142857142858,13C1 O15,de-protonated,,1.0,22280.0,C27 H36 O15 13C1,27.0,36.0,15.0,,,,1.0,,,
12725,22318,612.2096463652863,612.2086128371892,612.208649114999,2187164.893486811,99.90412707514872,434735.3164311217,11.315138207715156,-1,-0.05925726448500066,0.9993630597706338,0.0,0.5996178358623803,15.0,0.3870967741935484,1.1290322580645162,N1 O12,de-protonated,,0.0,,C31 H35 O12 N1,31.0,35.0,12.0,1.0,,,,,,
12726,22319,612.2178844776886,612.2168509300743,612.2167549778691,9276193.60936006,181.10709522677962,349460.7101673082,48.47633025340824,-1,0.15672913957750062,0.9963051167020748,0.9902037659231324,0.9938645763904979,15.0,0.375,1.125,13C1 O12,de-protonated,,1.0,22282.0,C31 H36 O12 13C1,31.0,36.0,12.0,,,,1.0,,,
12727,22321,612.2390622485854,612.2380286507974,612.237884345929,9691134.605047444,249.13529922090353,341019.16389777634,50.86248450797675,-1,0.23570065180419766,0.9899702914092492,0.9999889078697487,0.993977737993449,10.0,0.4827586206896552,1.3793103448275863,13C1 O14,de-protonated,,1.0,22286.0,C28 H40 O14 13C1,28.0,40.0,14.0,,,,1.0,,,
12728,22322,612.2542978586479,612.2532642247637,612.253140487219,5390799.080830525,208.6379757388728,351339.99018202664,27.993856039523862,-1,0.20210193557522385,0.9926160895136841,0.9744620113407387,0.985354458244506,14.0,0.3333333333333333,1.2121212121212122,13C1 O11,de-protonated,,1.0,22287.0,C32 H40 O11 13C1,32.0,40.0,11.0,,,,1.0,,,
12729,22323,612.2753693478853,612.2743356640775,612.274269855279,3062832.3508629664,358.95988404101433,394986.15931148216,15.752305294232029,-1,0.1074825477854391,0.9979060098627834,0.9841596023193522,0.9924074468454109,9.0,0.43333333333333335,1.4666666666666666,13C1 O13,de-protonated,,1.0,22289.0,C29 H44 O13 13C1,29.0,44.0,13.0,,,,1.0,,,
12730,22324,612.2906486623225,612.2896149423136,612.2895259965691,2462435.764721241,156.710676223031,357439.0715867825,12.833480291334077,-1,0.14526746053056241,0.9961782760320853,0.9699679824354019,0.985694158593412,13.0,0.29411764705882354,1.2941176470588236,13C1 O10,de-protonated,,1.0,22290.0,C33 H44 O10 13C1,33.0,44.0,10.0,,,,1.0,,,
12731,22325,613.006249462723,613.0052140466611,613.005353181739,1655457.78000338,68.23772029153949,336285.9859950462,8.511538644814305,-1,-0.22697204387153733,0.990695986153457,0.0,0.5944175916920742,33.0,0.1388888888888889,0.3055555555555556,N2 S1 P1 O5,de-protonated,,0.0,,C36 H11 O5 N2 P1 S1,36.0,11.0,5.0,2.0,1.0,1.0,,,,
12732,22326,613.011757433292,613.010722004171,613.0107371511591,15816304.055139553,284.9675968025466,356120.88680796133,82.13005990558963,-1,-0.024709172521895802,0.49994461193666656,0.7805128205128198,0.6121718953671278,20.0,0.6923076923076923,0.5384615384615384,O18,de-protonated,,0.0,,C26 H14 O18,26.0,14.0,18.0,,,,,,,
12733,22327,613.0248636135756,613.0238281533806,613.023980626349,2395945.339342382,165.2743033689417,296389.76258605503,12.487145540257082,-1,-0.248722681795111,0.9888378096645077,0.0,0.5933026857987046,32.0,0.05405405405405406,0.40540540540540543,N2 S2 P1 O2,de-protonated,,0.0,,C37 H15 O2 N2 P1 S2,37.0,15.0,2.0,2.0,1.0,2.0,,,,
12734,22328,613.0270377787438,613.0260023133941,613.025993292449,4812290.30702529,149.20770592305675,363731.84611835796,24.785979790004617,-1,0.014715436491322335,0.4999803545673356,0.7550179348240891,0.6019953866700369,24.0,0.5,0.4666666666666667,O15,de-protonated,,0.0,,C30 H14 O15,30.0,14.0,15.0,,,,,,,
12735,22329,613.0301085195952,613.0290730469648,613.0289844732491,2580646.444230027,117.00218534890385,355585.2242148476,13.428043561719111,-1,0.1444853634541344,0.9962192386933051,0.0,0.597731543215983,24.0,0.41379310344827586,0.5172413793103449,N2 P1 O12,de-protonated,,0.0,,C29 H15 O12 N2 P1,29.0,15.0,12.0,2.0,1.0,,,,,
12736,22330,613.0327791675871,613.0317436886247,613.0318665192191,3920285.70884501,257.1012266667176,325113.97331804316,20.3909522929724,-1,-0.20036575759358316,0.9927419495751167,0.0,0.59564516974507,15.0,0.8695652173913043,0.782608695652174,O20,de-protonated,,0.0,,C23 H18 O20,23.0,18.0,20.0,,,,,,,
12737,22331,613.0481619243415,613.0471264089067,613.047122660509,76263948.97213484,275.3877061163276,354395.0584670593,400.87391476750855,-1,0.0061143712744228884,0.7481167799807537,0.9596954907016364,0.8327482642691068,19.0,0.6296296296296297,0.6666666666666666,O17,de-protonated,,0.0,,C27 H18 O17,27.0,18.0,17.0,,,,,,,
12738,22333,613.0634343110934,613.0623987594472,613.062378801799,6626667.293667758,74.85217224658977,347405.77007897926,34.36351836256352,-1,0.03255402530302819,0.9998159025079166,0.9641521379614532,0.9855503966893312,23.0,0.45161290322580644,0.5806451612903226,O14,de-protonated,,0.0,,C31 H18 O14,31.0,18.0,14.0,,,,,,,
12739,22334,613.0692561824105,613.0682206169605,613.068252028569,23687805.670046043,249.95380736870263,332394.9552325451,122.61040305428487,-1,-0.051236723410562825,0.49976188700450414,0.7939170211058516,0.6174239406450431,14.0,0.7916666666666666,0.9166666666666666,O19,de-protonated,,0.0,,C24 H22 O19,24.0,22.0,19.0,,,,,,,
12740,22335,613.0730128551282,613.0719772807709,613.072103098689,2341058.2565682116,66.00330701660857,409486.1934488128,12.157929997408226,-1,-0.20522531937847957,0.7455385135968833,0.9586929027148554,0.8308002692440721,19.0,0.5714285714285714,0.7142857142857143,O15 18O1,de-protonated,,1.0,22262.0,C28 H20 O15 18O1,28.0,20.0,15.0,,,,,,1.0,
12741,22335,613.0730128551282,613.0719772807709,613.072112589239,2341058.2565682116,66.00330701660857,409486.1934488128,12.157929997408226,-1,-0.220705632214865,0.9912004024733478,0.0,0.5947202414840087,13.0,0.4583333333333333,1.125,N2 S2 P1 O11,de-protonated,,0.0,,C24 H27 O11 N2 P1 S2,24.0,27.0,11.0,2.0,1.0,2.0,,,,
12742,22338,613.084542272498,613.0835066708036,613.0835081698591,98624939.12882005,256.75616508601377,361047.6957316435,508.1613095954363,-1,-0.002445108248439734,0.4991135524873372,0.944129164009433,0.6771197970961755,18.0,0.5714285714285714,0.7857142857142857,O16,de-protonated,,0.0,,C28 H22 O16,28.0,22.0,16.0,,,,,,,
12743,22339,613.0876012547747,613.086565645827,613.086499350659,3618888.168566762,121.28979423124761,401568.82078269793,18.90619019472406,-1,0.10813346584846145,0.9978805974867903,0.0,0.5987283584920742,18.0,0.48148148148148145,0.8518518518518519,N2 P1 O13,de-protonated,,0.0,,C27 H23 O13 N2 P1,27.0,23.0,13.0,2.0,1.0,,,,,
12744,22340,613.0956615484557,613.0946259203963,613.094741559149,4891206.69171048,288.84884884806974,278993.51590224786,25.753873485980254,-1,-0.1886148174058795,0.9935656529440252,0.0,0.5961393917664151,18.0,0.5555555555555556,0.8148148148148148,N2 O15,de-protonated,,0.0,,C27 H22 O15 N2,27.0,22.0,15.0,2.0,,,,,,
12745,22341,613.0998134084612,613.0987777705571,613.098764311149,4238654.004055784,170.65451658416046,343653.8286280705,22.46435178183449,-1,0.021953083125967634,0.9999125568320253,0.0,0.5999475340992152,22.0,0.40625,0.6875,O13,de-protonated,,0.0,,C32 H22 O13,32.0,22.0,13.0,,,,,,,
12746,22342,613.105652675056,613.1046170233062,613.1046375379191,36159597.69780755,242.89555055107581,343179.1471885599,191.21892218398634,-1,-0.03346021478297903,0.4998984366144822,0.7871578612348821,0.6148022064626422,13.0,0.72,1.04,O18,de-protonated,,0.0,,C25 H26 O18,25.0,26.0,18.0,,,,,,,
12747,22343,613.1093036459829,613.1082679855763,613.108147225669,1696750.5764058523,108.48607970698669,354173.5616246477,8.822318117263624,-1,0.1969634685993538,0.9929854867022228,0.0,0.5957912920213336,35.0,0.11627906976744186,0.4186046511627907,O5,de-protonated,,0.0,,C43 H18 O5,43.0,18.0,5.0,,,,,,,
12748,22344,613.111866926562,613.1108312600775,613.1109532848891,2652971.863545646,125.33693589835309,341605.85448019666,14.080548767645542,-1,-0.19902565916195342,0.7459395063619363,0.9711718936605875,0.8360324612813967,18.0,0.5172413793103449,0.8275862068965517,13C2 O15,de-protonated,,1.0,22269.0,C27 H24 O15 13C2,27.0,24.0,15.0,,,,2.0,,,
12749,22344,613.111866926562,613.1108312600775,613.110867080309,2652971.863545646,125.33693589835309,341605.85448019666,14.080548767645542,-1,-0.05842374274714647,0.9993808468356578,0.0,0.5996285081013947,21.0,0.21875,0.8125,N2 S2 O7,de-protonated,,0.0,,C32 H26 O7 N2 S2,32.0,26.0,7.0,2.0,,2.0,,,,
12750,22346,613.1209208666195,613.1198851786666,613.119893679209,73784836.11454813,150.70403120024662,361613.4892450363,381.7004015519912,-1,-0.013864404862604781,0.9984130883946735,0.9719463981577312,0.9878264122998965,17.0,0.5172413793103449,0.896551724137931,O15,de-protonated,,0.0,,C29 H26 O15,29.0,26.0,15.0,,,,,,,
12751,22347,613.1239925668931,613.1229568716566,613.1228848600091,3246506.269126685,81.96099123722179,428061.3163096777,17.23640896139467,-1,0.11745059476279607,0.997500110234681,0.0,0.5985000661408085,17.0,0.42857142857142855,0.9642857142857143,N2 P1 O12,de-protonated,,0.0,,C28 H27 O12 N2 P1,28.0,27.0,12.0,2.0,1.0,,,,,
12752,22349,613.1361647465155,613.1351290224164,613.135149820499,2966575.522428808,114.7505393418489,320738.2901960037,15.41255485401201,-1,-0.033920877932998895,0.9997912422241058,0.0,0.5998747453344634,21.0,0.36363636363636365,0.7878787878787878,O12,de-protonated,,0.0,,C33 H26 O12,33.0,26.0,12.0,,,,,,,
12753,22350,613.1420423149298,613.1410065768936,613.141023047269,35791472.13573645,380.9568686498827,354544.9474765036,184.80316968494782,-1,-0.026862295566961004,0.499934539148764,0.7805128205128199,0.6121658516943864,12.0,0.6538461538461539,1.1538461538461537,O17,de-protonated,,0.0,,C26 H30 O17,26.0,30.0,17.0,,,,,,,
12754,22351,613.1459334173924,613.1448976701296,613.144883607939,2041346.4839806743,30.819979516166626,329844.4850193528,10.542140113106045,-1,0.022934531309293838,0.9999045638651072,0.0,0.5999427383190643,11.0,0.34615384615384615,1.3461538461538463,N2 S2 P1 O9,de-protonated,,0.0,,C26 H35 O9 N2 P1 S2,26.0,35.0,9.0,2.0,1.0,2.0,,,,
12755,22352,613.1572891153338,613.1562533411438,613.156279188559,57445377.20830517,198.68203662607445,352134.20249980135,302.5306478076985,-1,-0.0421546937092682,0.7475091380785095,0.9628070313235431,0.8336282953765229,16.0,0.4666666666666667,1.0,O14,de-protonated,,0.0,,C30 H30 O14,30.0,30.0,14.0,,,,,,,
12756,22353,613.1604302515551,613.1593944699167,613.159270369359,4038226.176572421,365.4048689408602,394623.2493171332,20.789303099819517,-1,0.2023953053282574,0.9925947167166266,0.0,0.595556830029976,16.0,0.3793103448275862,1.0689655172413792,N2 P1 O11,de-protonated,,0.0,,C29 H31 O11 N2 P1,29.0,31.0,11.0,2.0,1.0,,,,,
12757,22354,613.1784026220907,613.1773667978348,613.1774085566191,35387505.258883104,286.3788811435488,358818.52203969005,182.01142188158954,-1,-0.06810228768194136,0.49957940461011424,0.773979033015177,0.6093392559721393,11.0,0.5925925925925926,1.2592592592592593,O16,de-protonated,,0.0,,C27 H34 O16,27.0,34.0,16.0,,,,,,,
12758,22355,613.1847871680197,613.183751328624,613.183724303589,1945180.8981672968,137.06453025502472,373870.0438986173,10.232677502828121,-1,0.04407330780794321,0.9990794920506199,0.9942058558402422,0.9971300375664688,16.0,0.41935483870967744,1.032258064516129,13C2 O13,de-protonated,,1.0,22277.0,C29 H32 O13 13C2,29.0,32.0,13.0,,,,2.0,,,
12759,22355,613.1847871680197,613.183751328624,613.183638099009,1945180.8981672968,137.06453025502472,373870.0438986173,10.232677502828121,-1,0.18465857194846114,0.9938319208630851,0.0,0.596299152517851,19.0,0.14705882352941177,1.0,N2 S2 O5,de-protonated,,0.0,,C34 H34 O5 N2 S2,34.0,34.0,5.0,2.0,,2.0,,,,
12760,22355,613.1847871680197,613.183751328624,613.1837710407391,1945180.8981672968,137.06453025502472,373870.0438986173,10.232677502828121,-1,-0.03214715721680866,0.9998125013010246,0.0,0.5998875007806147,6.0,0.5652173913043478,1.6956521739130435,N2 S1 P1 O13,de-protonated,,0.0,,C23 H39 O13 N2 P1 S1,23.0,39.0,13.0,2.0,1.0,1.0,,,,
12761,22356,613.1936720340047,613.1926361735401,613.192664697909,46433266.63611809,415.625268376739,360000.87930717546,242.39745361309798,-1,-0.046517792065064754,0.6663403142511776,0.9608574908454561,0.784147184888889,15.0,0.41935483870967744,1.096774193548387,O13,de-protonated,,0.0,,C31 H34 O13,31.0,34.0,13.0,,,,,,,
12762,22357,613.1967998005903,613.1957639327086,613.1956558787091,4485858.756843182,148.7019632050459,404539.50847110286,23.201794597815926,-1,0.1762145547859007,0.9943815762505581,0.0,0.5966289457503349,15.0,0.3333333333333333,1.1666666666666667,N2 P1 O10,de-protonated,,0.0,,C30 H35 O10 N2 P1,30.0,35.0,10.0,2.0,1.0,,,,,
12763,22358,613.2147895062509,613.2137535957091,613.213794065969,27159910.5779484,297.83075713802754,353774.0392738657,141.94720717905525,-1,-0.06599698214640869,0.9986247054618611,0.9926583649185854,0.9962381692445509,10.0,0.5357142857142857,1.3571428571428572,O15,de-protonated,,0.0,,C28 H38 O15,28.0,38.0,15.0,,,,,,,
12764,22359,613.221213148974,613.2201772231992,613.2201098129391,1943763.8441486869,273.94161909967545,337090.74560463004,10.102966578945672,-1,0.10992832602709082,0.997057424970312,0.9902037659231324,0.9943159613514402,15.0,0.375,1.125,13C2 O12,de-protonated,,1.0,22282.0,C30 H36 O12 13C2,30.0,36.0,12.0,,,,2.0,,,
12765,22359,613.221213148974,613.2201772231992,613.2201565500891,1943763.8441486869,273.94161909967545,337090.74560463004,10.102966578945672,-1,0.03371237872117811,0.9997938003883801,0.0,0.599876280233028,5.0,0.5,1.7916666666666667,N2 S1 P1 O12,de-protonated,,0.0,,C24 H43 O12 N2 P1 S1,24.0,43.0,12.0,2.0,1.0,1.0,,,,
12766,22360,613.2300524356456,613.2290164889092,613.2290502072591,30271641.22977474,149.754902869651,356285.6338963817,155.8216670168774,-1,-0.05498491934988051,0.3331505230419726,0.7121871152071636,0.484765159908049,14.0,0.375,1.1875,O12,de-protonated,,0.0,,C32 H38 O12,32.0,38.0,12.0,,,,,,,
12767,22361,613.2331172721648,613.2320813181605,613.2320413880591,2117128.513384284,89.03652021710417,409409.52430384554,11.067568119492817,-1,0.06511417974090794,0.9992309794734364,0.0,0.5995385876840619,14.0,0.2903225806451613,1.2580645161290323,N2 P1 O9,de-protonated,,0.0,,C31 H39 O9 N2 P1,31.0,39.0,9.0,2.0,1.0,,,,,
12768,22362,613.251131489811,613.2500954930869,613.2501795753191,9981300.829390023,341.512895591037,348981.18516447244,52.916789495353605,-1,-0.13710918480995177,0.9966630934738105,0.9915108232289906,0.9946021853758826,9.0,0.4827586206896552,1.4482758620689655,O14,de-protonated,,0.0,,C29 H42 O14,29.0,42.0,14.0,,,,,,,
12769,22363,613.2664128647294,613.2653768317657,613.265435716609,14063876.926189313,173.35666977476293,366332.27936621266,72.54066957348817,-1,-0.09601852613961831,0.9981446192767754,0.998751563917835,0.9983873971331994,13.0,0.3333333333333333,1.2727272727272727,O11,de-protonated,,0.0,,C33 H42 O11,33.0,42.0,11.0,,,,,,,
12770,22364,613.2876559068533,613.2866198235112,613.2865650846691,3320752.435852744,162.32078217303842,387823.77565037383,17.084969811684196,-1,0.08925491802995217,0.9985555440883223,0.0,0.5991333264529933,8.0,0.43333333333333335,1.5333333333333334,O13,de-protonated,,0.0,,C30 H46 O13,30.0,46.0,13.0,,,,,,,
12771,22365,613.3027765890158,613.301740469814,613.3018212259591,5269914.320704466,109.74297376976544,363791.3055097029,27.452625687080346,-1,-0.13167439302796516,0.49842947982344676,0.7311359101322888,0.5915120519469836,12.0,0.29411764705882354,1.3529411764705883,O10,de-protonated,,0.0,,C34 H46 O10,34.0,46.0,10.0,,,,,,,
12772,22368,614.0256051219312,614.0245672878933,614.024613567969,2598187.515351789,244.44018709459243,300024.93538450426,13.472816875546554,-1,-0.07537169469282941,0.9989697406260315,0.0,0.5993818443756189,19.0,0.5769230769230769,0.6538461538461539,N1 S1 O15,de-protonated,,0.0,,C26 H17 O15 N1 S1,26.0,17.0,15.0,1.0,,1.0,,,,
12773,22370,614.0435329260271,614.0424950494422,614.042371632709,6991061.102926763,1431.0704482707526,356739.232784821,36.02539842286454,-1,0.20099058132290237,0.49634838885812915,0.7805128205128198,0.6100141615200054,19.0,0.6538461538461539,0.6538461538461539,N1 O17,de-protonated,,0.0,,C26 H17 O17 N1,26.0,17.0,17.0,1.0,,,,,,
12774,22371,614.0515893100632,614.0505514143584,614.050477495579,20203712.46388039,108.84730199385118,343333.8256034469,106.17596315527003,-1,0.1203789951221419,0.7474619914431686,0.9596954907016364,0.8323553911465558,19.0,0.6296296296296297,0.6666666666666666,13C1 O17,de-protonated,,1.0,22331.0,C26 H18 O17 13C1,26.0,18.0,17.0,,,,1.0,,,
12775,22372,614.0586904020242,614.0576524894667,614.057627773999,1624305.947950533,186.49022525968104,298716.75000761874,8.51022178264291,-1,0.040249427064782385,0.999706093355242,0.0,0.5998236560131451,23.0,0.4666666666666667,0.5666666666666667,N1 O14,de-protonated,,0.0,,C30 H17 O14 N1,30.0,17.0,14.0,1.0,,,,,,
12776,22373,614.062138067217,614.0611001464771,614.060999077319,1842553.7705952914,90.47093844744772,272301.81314239954,9.584781314501573,-1,0.16459139762181313,0.9950965568630604,0.0,0.5970579341178363,18.0,0.5185185185185185,0.7777777777777778,N1 S1 O14,de-protonated,,0.0,,C27 H21 O14 N1 S1,27.0,21.0,14.0,1.0,,1.0,,,,
12777,22374,614.0667906898613,614.0657527580794,614.065733636869,2666686.0701338365,222.9292922454523,308507.5821322699,13.813884177937968,-1,0.03113870276403568,0.9998240794165748,0.9641521379614532,0.9855553028345261,23.0,0.45161290322580644,0.5806451612903226,13C1 O14,de-protonated,,1.0,22333.0,C30 H18 O14 13C1,30.0,18.0,14.0,,,,1.0,,,
12778,22376,614.0799130937224,614.078875130797,614.0787571420591,13714552.669398587,176.38997812973759,368859.40803779964,70.82611502633134,-1,0.19213942269075882,0.49666187176793497,0.7739790330151771,0.6075887362668319,18.0,0.5925925925925926,0.7777777777777778,N1 O16,de-protonated,,0.0,,C27 H21 O16 N1,27.0,21.0,16.0,1.0,,,,,,
12779,22377,614.0879868939837,614.0869489118963,614.086863004929,28789572.403226353,156.45656814083017,355310.2509645795,152.31354619228,-1,0.13989383671567537,0.4982276473747963,0.944129164009433,0.676588254028651,18.0,0.5714285714285714,0.7857142857142857,13C1 O16,de-protonated,,1.0,22338.0,C27 H22 O16 13C1,27.0,22.0,16.0,,,,1.0,,,
12780,22378,614.0950386758441,614.0940006770202,614.094013283349,2528516.7483065445,197.70541658684309,333791.3574673675,13.151502505726071,-1,-0.02052833694973324,0.9999235381574387,0.0,0.5999541228944633,22.0,0.41935483870967744,0.6774193548387096,N1 O13,de-protonated,,0.0,,C31 H21 O13 N1,31.0,21.0,13.0,1.0,,,,,,
12781,22379,614.1012060998007,614.1001680863393,614.1002428257391,1983703.9559108966,122.9535178074492,337904.784268845,10.21292457025719,-1,-0.12170553694739751,0.9973159474511828,0.0,0.5983895684707097,30.0,0.05263157894736842,0.5526315789473685,N3 S2 O2,de-protonated,,0.0,,C38 H21 O2 N3 S2,38.0,21.0,2.0,3.0,,2.0,,,,
12782,22382,614.116307123983,614.1152690746808,614.115142651409,12867262.97647821,813.5694738429116,371690.4061520798,66.56474903969576,-1,0.20586248901588164,0.4961699049786017,0.7675537279851047,0.6047234341812029,17.0,0.5357142857142857,0.8928571428571429,N1 O15,de-protonated,,0.0,,C28 H25 O15 N1,28.0,25.0,15.0,1.0,,,,,,
12783,22383,614.1243235805065,614.1232855121779,614.123248514279,20362715.604440827,245.88664743968383,333682.36429397424,106.39192855137887,-1,0.06024507124529711,0.9982572214607026,0.9719463981577312,0.9877328921395141,17.0,0.5172413793103449,0.896551724137931,13C1 O15,de-protonated,,1.0,22346.0,C28 H26 O15 13C1,28.0,26.0,15.0,,,,1.0,,,
12784,22386,614.1527172457347,614.1516791100148,614.1515281607591,8462444.866655348,197.0502713320123,364405.81915265264,43.85677775615311,-1,0.24578503643583888,0.49454924508988307,0.7612342259156644,0.6012232374201956,16.0,0.4827586206896552,1.0,N1 O14,de-protonated,,0.0,,C29 H29 O14 N1,29.0,29.0,14.0,1.0,,,,,,
12785,22387,614.1607964743546,614.1597583194584,614.1596340236291,17647660.984035634,161.26560955620704,350125.04902670055,93.41820243879118,-1,0.20238358634701653,0.7457386272543249,0.9628070313235431,0.8325659888820123,16.0,0.4666666666666667,1.0,13C1 O14,de-protonated,,1.0,22352.0,C29 H30 O14 13C1,29.0,30.0,14.0,,,,1.0,,,
12786,22389,614.17376958595,614.1727314002619,614.1726575288191,1589554.6841118643,83.05275125474805,335633.0997877033,8.431868483444882,-1,0.12027797386485396,0.9973784620264237,0.0,0.5984270772158542,11.0,0.6153846153846154,1.2692307692307692,N1 O16,de-protonated,,0.0,,C26 H33 O16 N1,26.0,33.0,16.0,1.0,,,,,,
12787,22392,614.197092698231,614.1960544571839,614.196019532979,16076834.497337239,143.52430393032108,339140.1317226924,83.80510858760461,-1,0.056861659447874774,0.6662756689314026,0.9608574908454561,0.784108397697024,15.0,0.41935483870967744,1.096774193548387,13C1 O13,de-protonated,,1.0,22356.0,C30 H34 O13 13C1,30.0,34.0,13.0,,,,1.0,,,
12788,22394,614.2182510702173,614.2172127789481,614.217148901039,7889867.588832185,148.73720026876646,359859.8163387711,40.64363405794828,-1,0.10399890213136093,0.9980394169024819,0.9926583649185854,0.9958869961089233,10.0,0.5357142857142857,1.3571428571428572,13C1 O15,de-protonated,,1.0,22358.0,C27 H38 O15 13C1,27.0,38.0,15.0,,,,1.0,,,
12789,22395,614.2254574711842,614.2244191628097,614.2242991794591,2828305.3700680737,149.7363344509179,365379.60251975566,14.575030513004522,-1,0.19534126338047975,0.9931001570540899,0.0,0.5958600942324539,14.0,0.3870967741935484,1.1935483870967742,N1 O12,de-protonated,,0.0,,C31 H37 O12 N1,31.0,37.0,12.0,1.0,,,,,,
12790,22397,614.254655297937,614.2536169202557,614.2535344103891,2986085.6298898747,158.0733766996583,334965.3863499809,15.369098402355961,-1,0.1343254242642815,0.9967314168478341,0.9915108232289906,0.9946431794002967,9.0,0.4827586206896552,1.4482758620689655,13C1 O14,de-protonated,,1.0,22362.0,C28 H42 O14 13C1,28.0,42.0,14.0,,,,1.0,,,
12791,22398,614.2698941196595,614.2688557058051,614.268790551679,5052048.249313099,214.8215560910022,349082.3484784054,26.371481844364705,-1,0.10606777864533236,0.9979607166471876,0.998751563917835,0.9982770555554465,13.0,0.3333333333333333,1.2727272727272727,13C1 O11,de-protonated,,1.0,22363.0,C32 H42 O11 13C1,32.0,42.0,11.0,,,,1.0,,,
12792,22401,615.0063246396267,615.0052844770526,615.005257847559,3665469.393761381,139.91384516699014,349806.58729149017,19.04248542946349,-1,0.04329961925482579,0.9996598675134919,0.0,0.5997959205080952,24.0,0.5517241379310345,0.41379310344827586,O16,de-protonated,,0.0,,C29 H12 O16,29.0,12.0,16.0,,,,,,,
12793,22402,615.0095680003087,615.0085278300302,615.0086291508791,3172737.988832952,193.395864431923,328371.51512023463,16.306704268389502,-1,-0.16474703621371545,0.9950873018562842,0.0,0.5970523811137706,19.0,0.6153846153846154,0.6153846153846154,S1 O16,de-protonated,,0.0,,C26 H16 O16 S1,26.0,16.0,16.0,,,1.0,,,,
12794,22404,615.0274043244717,615.026364111824,615.026387215619,31746574.47508882,168.681130747069,352388.10340906814,168.46354386227344,-1,-0.03756553455565644,0.49987198897395285,0.7805128205128198,0.6121283215894996,19.0,0.6923076923076923,0.6153846153846154,O18,de-protonated,,0.0,,C26 H16 O18,26.0,16.0,18.0,,,,,,,
12795,22405,615.042661790775,615.0416215418835,615.041643356909,11029395.23820311,164.64273401786878,346527.4751666284,56.854207387825916,-1,-0.03546918453960269,0.49988587608221824,0.7550179348240891,0.6019386995789666,23.0,0.5,0.5333333333333333,O15,de-protonated,,0.0,,C30 H16 O15,30.0,16.0,15.0,,,,,,,
12796,22406,615.0456610762068,615.0446208201904,615.044501595979,3872492.5085518556,150.27308847309064,393459.3142728067,19.901737996299,-1,0.19384647955327566,0.4966024961532512,0.6980173569463085,0.5771684404704741,36.0,0.1,0.3,N2 S1 O4,de-protonated,,0.0,,C40 H12 O4 N2 S1,40.0,12.0,4.0,2.0,,1.0,,,,
12797,22406,615.0456610762068,615.0446208201904,615.044634537709,3872492.5085518556,150.27308847309064,393459.3142728067,19.901737996299,-1,-0.022303289664982285,0.999909744832083,0.0,0.5999458468992498,23.0,0.41379310344827586,0.5862068965517241,N2 P1 O12,de-protonated,,0.0,,C29 H17 O12 N2 P1,29.0,17.0,12.0,2.0,1.0,,,,,
12798,22407,615.0484649373826,615.0474246747057,615.047516583679,5087871.117039482,70.27870077807668,324356.87751201756,26.405720260820985,-1,-0.14943393941669775,0.995956357331469,0.0,0.5975738143988814,14.0,0.8695652173913043,0.8695652173913043,O20,de-protonated,,0.0,,C23 H20 O20,23.0,20.0,20.0,,,,,,,
12799,22408,615.0523067274291,615.051266455626,615.0513676537989,2972322.7774494747,93.91323171372032,391695.53548124485,15.3289341061284,-1,-0.16453613190424857,0.7468934361491429,0.9596954907016364,0.8320142579701404,19.0,0.6296296296296297,0.6666666666666666,O16 18O1,de-protonated,,1.0,22331.0,C27 H18 O16 18O1,27.0,18.0,16.0,,,,,,1.0,
12800,22408,615.0523067274291,615.051266455626,615.051377144349,2972322.7774494747,93.91323171372032,391695.53548124485,15.3289341061284,-1,-0.1799666289862517,0.9941404765708435,0.0,0.596484285942506,13.0,0.5217391304347826,1.0869565217391304,N2 S2 P1 O12,de-protonated,,0.0,,C23 H25 O12 N2 P1 S2,23.0,25.0,12.0,2.0,1.0,2.0,,,,
