,Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,O/C,H/C,Heteroatom Class,Ion Type,Adduct,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,N,P,S,13C
0,4,153.01945027485107,153.01932643208968,153.01933221933908,2226544.0659809117,16.313637841363473,1554348.016739207,11.81954303250031,-1,-0.037820380658187144,0.9997404928893786,0.0,0.5998442957336272,5.0,0.5714285714285714,0.8571428571428571,O4,de-protonated,,0.0,,C7 H6 O4,7.0,6.0,4.0,,,,
1,8,159.0664228176806,159.06629464214112,159.0662824127191,6492339.982366513,35.389036265503066,1022297.0888196685,35.041984723442475,-1,0.07688255386792535,0.9989280449994536,0.0,0.5993568269996722,2.0,0.5714285714285714,1.7142857142857142,O4,de-protonated,,0.0,,C7 H12 O4,7.0,12.0,4.0,,,,
2,19,163.04022007936433,163.04008905892346,163.04006766422907,2219776.5710386923,50.442086567660034,1162511.1822739094,11.81406086968375,-1,0.1312235372101972,0.9968803992657363,0.0,0.5981282395594418,6.0,0.3333333333333333,0.8888888888888888,O3,de-protonated,,0.0,,C9 H8 O3,9.0,8.0,3.0,,,,
3,30,167.03512567144688,167.03499179291526,167.03498228379908,1790405.6655802482,47.74743144193993,1024719.4267331001,9.478659509829793,-1,0.056928890298649074,0.9994121160870214,0.0,0.5996472696522128,5.0,0.5,1.0,O4,de-protonated,,0.0,,C8 H8 O4,8.0,8.0,4.0,,,,
4,36,169.05077137131454,169.05063605145332,169.05063234825906,1879377.9247643966,18.65737169762098,1164840.4144544052,10.125554722183706,-1,0.02190582913148757,0.9999129328532114,0.0,0.5999477597119268,4.0,0.5,1.25,O4,de-protonated,,0.0,,C8 H10 O4,8.0,10.0,4.0,,,,
5,41,171.06642810854746,171.0662913478395,171.0662824127191,7362046.10503088,34.32488452452002,1126422.1099833841,38.96721330009842,-1,0.05223192016170052,0.9995050990092538,0.0,0.5997030594055522,3.0,0.5,1.5,O4,de-protonated,,0.0,,C8 H12 O4,8.0,12.0,4.0,,,,
6,44,173.08207448283207,173.08193628177543,173.08193247717907,7381431.6342915455,35.70673765189128,1057489.3947442097,40.19521777100754,-1,0.021981476091534446,0.9999123305068681,0.0,0.5999473983041208,2.0,0.5,1.75,O4,de-protonated,,0.0,,C8 H14 O4,8.0,14.0,4.0,,,,
7,47,175.097702762644,175.09756312174235,175.0975825416391,1917489.9180024257,42.72679682565842,1061167.7291175649,10.290019606680463,-1,-0.11090899407650537,0.9977705240796965,0.0,0.5986623144478178,1.0,0.5,2.0,O4,de-protonated,,0.0,,C8 H16 O4,8.0,16.0,4.0,,,,
8,51,179.03512723580664,179.03498478365844,179.03498228379908,3121784.7747723367,67.39187083005146,965458.9664812887,16.80282903275206,-1,0.013962965958837966,0.9999646245881343,0.0,0.5999787747528805,6.0,0.4444444444444444,0.8888888888888888,O4,de-protonated,,0.0,,C9 H8 O4,9.0,8.0,4.0,,,,
9,52,179.07151240503362,179.07136992691585,179.07136779314908,3771984.0216669557,46.52977360793424,1003721.4872467961,20.442985142946963,-1,0.01191573391481246,0.9999742373918978,0.0,0.5999845424351387,5.0,0.3,1.2,O3,de-protonated,,0.0,,C10 H12 O3,10.0,12.0,3.0,,,,
10,53,181.01439153909274,181.01424767449453,181.01424683890906,9641951.66496937,72.43959962554756,968947.7014310363,51.44461587058576,-1,0.004616130951439701,0.9999961335782104,0.0,0.5999976801469262,6.0,0.625,0.75,O5,de-protonated,,0.0,,C8 H6 O5,8.0,6.0,5.0,,,,
11,54,181.0507910466954,181.05064715612605,181.05063234825906,1739342.714938628,55.87286656894403,1173797.632887441,9.522516812362262,-1,0.08178854057246358,0.9987869597703659,0.0,0.5992721758622195,5.0,0.4444444444444444,1.1111111111111112,O4,de-protonated,,0.0,,C9 H10 O4,9.0,10.0,4.0,,,,
12,55,182.0096577439381,182.00951316927305,182.00949581110908,2863228.7642993983,53.79122477125416,1016816.5795171699,15.339091560730921,-1,0.09536955143742944,0.998351021509044,0.0,0.5990106129054263,6.0,0.7142857142857143,0.7142857142857143,N1 O5,de-protonated,,0.0,,C7 H5 O5 N1,7.0,5.0,5.0,1.0,,,
13,56,183.03002139426076,183.02987609174744,183.0298969033691,1781060.2621115989,59.13579631259519,1164081.6792599028,9.632160068693434,-1,-0.11370613219364249,0.9976567842287746,0.0,0.5985940705372648,5.0,0.625,1.0,O5,de-protonated,,0.0,,C8 H8 O5,8.0,8.0,5.0,,,,
14,57,183.06643136688407,183.06628603840102,183.0662824127191,1779038.0238196908,123.9391588041417,1030436.7817497014,9.64860655714311,-1,0.019805296089199807,0.9999288293303316,0.0,0.5999572975981989,4.0,0.4444444444444444,1.3333333333333333,O4,de-protonated,,0.0,,C9 H12 O4,9.0,12.0,4.0,,,,
15,60,185.04567072587733,185.0455239859257,185.04554696782907,1880960.675542571,25.9979743838373,1017069.3447738085,10.14748337344994,-1,-0.12419592761323071,0.9972051343629037,0.0,0.5983230806177422,4.0,0.625,1.25,O5,de-protonated,,0.0,,C8 H10 O5,8.0,10.0,5.0,,,,
16,61,185.08209633702432,185.0819495711007,185.08193247717907,3275350.7125225654,46.978082158230094,1063411.3313614745,17.597742641153058,-1,0.0923586727171644,0.9984534173223358,0.0,0.5990720503934015,3.0,0.4444444444444444,1.5555555555555556,O4,de-protonated,,0.0,,C9 H14 O4,9.0,14.0,4.0,,,,
