,Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,O/C,H/C,Heteroatom Class,Ion Type,Adduct,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,N,P,S,13C,34S
11,56,175.06137289368843,175.0611880484398,175.06119703228907,1836600.744447293,35.81930188668757,1080473.1182624595,9.830124012638153,-1,-0.05131833573828994,0.9995222560519664,0.0,0.5997133536311798,2.0,0.7142857142857143,1.7142857142857142,O5,de-protonated,,0.0,,C7 H12 O5,7.0,12.0,5.0,,,,,
12,57,175.09777220338069,175.09758732102918,175.0975825416391,2490637.3550299644,104.15601120821755,992164.4867010063,13.447126650454202,-1,0.027295580056252097,0.9998648210313514,0.0,0.5999188926188108,1.0,0.5,2.0,O4,de-protonated,,0.0,,C8 H16 O4,8.0,16.0,4.0,,,,,
13,60,177.0195193637375,177.01933252249404,177.01933221933908,1890588.9324894748,29.076531272705058,1148895.7909454668,10.148464153750947,-1,0.0017125528532157652,0.9999994678406708,0.0,0.5999996807044025,7.0,0.4444444444444444,0.6666666666666666,O4,de-protonated,,0.0,,C9 H6 O4,9.0,6.0,4.0,,,,,
14,61,177.05590599402302,177.05571911568964,177.05571772868907,2606525.646883911,47.68207397466581,1025727.678927818,13.941102731491295,-1,0.00783369542508025,0.9999888651396507,0.0,0.5999933190837904,6.0,0.3,1.0,O3,de-protonated,,0.0,,C10 H10 O3,10.0,10.0,3.0,,,,,
15,63,179.0351684676037,179.0349795717514,179.03498228379908,5977573.75401129,77.96090090332306,1031382.8180391481,32.03160454369417,-1,-0.015148143977513876,0.999958364514269,0.0,0.5999750187085614,6.0,0.4444444444444444,0.8888888888888888,O4,de-protonated,,0.0,,C9 H8 O4,9.0,8.0,4.0,,,,,
16,66,181.0144361442097,181.0142452308331,181.01424683890906,11159834.779370548,50.24071766945574,1007821.69830805,59.694265081771384,-1,-0.00888369832899595,0.9999856801547871,0.0,0.5999914080928722,6.0,0.625,0.75,O5,de-protonated,,0.0,,C8 H6 O5,8.0,6.0,5.0,,,,,
17,67,181.05081104856083,181.05062009810626,181.05063234825906,3827634.88613225,46.74843152906471,997040.9277985935,20.48354149367146,-1,-0.06766147476933199,0.9991696591988106,0.0,0.5995017955192864,5.0,0.4444444444444444,1.1111111111111112,O4,de-protonated,,0.0,,C9 H10 O4,9.0,10.0,4.0,,,,,
18,68,181.08721894880424,181.08702796123805,181.08701785760908,1674403.451318187,44.9912244264308,1105232.6969096912,9.292238946619985,-1,0.05579433073610571,0.9994353084056096,0.0,0.5996611850433657,4.0,0.3,1.4,O3,de-protonated,,0.0,,C10 H14 O3,10.0,14.0,3.0,,,,,
19,69,183.06646327706162,183.06627027199497,183.0662824127191,3437382.6624940527,63.699336315698254,967193.0828820618,18.7326707175511,-1,-0.06631873419726347,0.9992022753654155,0.0,0.5995213652192493,4.0,0.4444444444444444,1.3333333333333333,O4,de-protonated,,0.0,,C9 H12 O4,9.0,12.0,4.0,,,,,
20,72,185.04573570416747,185.04554068157174,185.04554696782907,3308839.826890686,65.41328819274891,985206.1449293554,18.150876666551856,-1,-0.033971405605668796,0.999790619905576,0.0,0.5998743719433456,4.0,0.625,1.25,O5,de-protonated,,0.0,,C8 H10 O5,8.0,10.0,5.0,,,,,
21,73,185.08212373697194,185.08192867728485,185.08193247717907,6265664.123071951,77.8227997477985,1029501.3923713551,34.22705379274792,-1,-0.02053087605750302,0.9999235192421763,0.0,0.5999541115453058,3.0,0.4444444444444444,1.5555555555555556,O4,de-protonated,,0.0,,C9 H14 O4,9.0,14.0,4.0,,,,,
22,75,187.06139345524298,187.06119637802954,187.06119703228907,6893017.2263194425,40.87305168978385,901515.5307722928,36.81768390663134,-1,-0.003497569499146002,0.9999977803420625,0.0,0.5999986682052375,3.0,0.625,1.5,O5,de-protonated,,0.0,,C8 H12 O5,8.0,12.0,5.0,,,,,
23,76,187.09778635063964,187.09758923632987,187.0975825416391,24531718.60459942,69.44103752542631,953047.8514526264,132.95640652269492,-1,0.03578181330313133,0.9991513230712565,0.9995210894454055,0.9992992296209162,2.0,0.4444444444444444,1.7777777777777777,O4,de-protonated,,0.0,,C9 H16 O4,9.0,16.0,4.0,,,,,
24,77,187.13412388951005,187.1339267381604,187.13396805098907,1740720.646157339,65.74739438040325,898644.5491387076,9.399267097511355,-1,-0.22076605920988418,0.9911956046074507,0.0,0.5947173627644704,1.0,0.3,2.0,O3,de-protonated,,0.0,,C10 H20 O3,10.0,20.0,3.0,,,,,
