,Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,O/C,H/C,Heteroatom Class,Ion Type,Adduct,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,N,P,S,13C
0,13,159.0664146302479,159.06628700939783,159.0662824127191,3044557.438723782,20.00820509128705,1356915.5522564622,16.558108511848364,-1,0.028897882478310943,0.9998484859293129,0.0,0.5999090915575876,2.0,0.5714285714285714,1.7142857142857142,O4,de-protonated,,0.0,,C7 H12 O4,7.0,12.0,4.0,,,,
1,27,165.01944884145954,165.01931703053464,165.01933221933908,3655515.0700304606,81.35296646233891,937691.8173207622,19.454141324691406,-1,-0.09204257607690394,0.9984639774135695,0.0,0.5990783864481417,6.0,0.5,0.75,O4,de-protonated,,0.0,,C8 H6 O4,8.0,6.0,4.0,,,,
2,47,171.06642453163965,171.0662884700464,171.0662824127191,2720798.543776205,50.989365428558486,1128404.4884570588,14.463802296911021,-1,0.035409241530852675,0.9997725229036589,0.0,0.5998635137421954,3.0,0.5,1.5,O4,de-protonated,,0.0,,C8 H12 O4,8.0,12.0,4.0,,,,
3,50,173.08207721716894,173.08193973992834,173.08193247717907,4135300.4582246966,42.389822926303204,992138.0932619782,22.73194870796574,-1,0.04196133689102737,0.9996805645675836,0.0,0.5998083387405502,2.0,0.5,1.75,O4,de-protonated,,0.0,,C8 H14 O4,8.0,14.0,4.0,,,,
4,56,177.09220624869218,177.09206595687039,177.09210323803907,1672935.2695239163,26.623042924000337,1257882.2980166536,8.944432792961566,-1,-0.2105185268321922,0.9919907940045076,0.0,0.5951944764027045,5.0,0.18181818181818182,1.2727272727272727,O2,de-protonated,,0.0,,C11 H14 O2,11.0,14.0,2.0,,,,
5,62,185.08207649896718,185.0819306066149,185.08193247717907,2204955.7322150073,68.16394883744479,997351.7970724355,11.911366597456135,-1,-0.010106681680954226,0.9999814660930425,0.0,0.5999888796558255,3.0,0.4444444444444444,1.5555555555555556,O4,de-protonated,,0.0,,C9 H14 O4,9.0,14.0,4.0,,,,
6,66,187.09773177823823,187.0975844745409,187.0975825416391,8272517.669292546,59.79129660462735,940974.628172528,44.36220508411547,-1,0.010330982205627053,0.9999806343155959,0.0,0.5999883805893576,2.0,0.4444444444444444,1.7777777777777777,O4,de-protonated,,0.0,,C9 H16 O4,9.0,16.0,4.0,,,,
7,78,193.08717765646261,193.08702616265748,193.08701785760908,3590605.234793021,76.54471255283735,963257.1214853358,19.11054421130325,-1,0.04301194605778874,0.9996643712757434,0.0,0.599798622765446,5.0,0.2727272727272727,1.2727272727272727,O3,de-protonated,,0.0,,C11 H14 O3,11.0,14.0,3.0,,,,
8,92,199.09773227154352,199.09757657835772,199.0975825416391,4749572.110964195,36.097448248639765,964303.1555491165,25.87340803037175,-1,-0.02995155092018892,0.9998372364651374,0.0,0.5999023418790824,3.0,0.4,1.6,O4,de-protonated,,0.0,,C10 H16 O4,10.0,16.0,4.0,,,,
9,99,201.07701940600353,201.07686233115828,201.07684709674908,2232986.613955919,37.955002871812084,852419.3742875932,12.009537201281322,-1,0.07576411418982308,0.9989589902965161,0.0,0.5993753941779096,3.0,0.5555555555555556,1.5555555555555556,O5,de-protonated,,0.0,,C9 H14 O5,9.0,14.0,5.0,,,,
10,100,201.11339969736304,201.1132425971278,201.11323260609907,2042486.0901887333,46.850193004319564,1168613.1923112376,10.864213489987463,-1,0.04967862427323515,0.9995522911156625,0.0,0.5997313746693974,2.0,0.4,1.8,O4,de-protonated,,0.0,,C10 H18 O4,10.0,18.0,4.0,,,,
11,119,207.1028156534213,207.10265437588862,207.1026679220691,1649196.5069296723,96.08730089928221,827543.4690771868,8.974429366352597,-1,-0.06540804425556848,0.9992240252311293,0.0,0.5995344151386776,5.0,0.25,1.3333333333333333,O3,de-protonated,,0.0,,C12 H16 O3,12.0,16.0,3.0,,,,
12,133,211.13413155439136,211.13396746830867,211.13396805098907,1597230.9545252484,39.10804440632538,844093.6526421417,8.573566067399746,-1,-0.0027597662531928338,0.9999986180315522,0.0,0.5999991708189313,3.0,0.25,1.6666666666666667,O3,de-protonated,,0.0,,C12 H20 O3,12.0,20.0,3.0,,,,
13,139,215.0926368173245,215.09246997582702,215.09249716120908,3042636.3081838996,64.80302374905294,914847.2665448518,16.236327088199136,-1,-0.12638926241108528,0.9971056907240571,0.0,0.5982634144344342,3.0,0.5,1.6,O5,de-protonated,,0.0,,C10 H16 O5,10.0,16.0,5.0,,,,
14,140,215.12901820278577,215.1288513359752,215.12888267055905,1813137.894272144,42.13977192408938,1093397.4127427076,9.724343701128337,-1,-0.14565493693306455,0.9961579005041492,0.0,0.5976947403024895,2.0,0.36363636363636365,1.8181818181818181,O4,de-protonated,,0.0,,C11 H20 O4,11.0,20.0,4.0,,,,
15,143,217.07191000013285,217.07174178180898,217.0717617163191,1789514.9559477323,37.91658537991904,936673.2556488552,9.677985360433109,-1,-0.09183373253622143,0.9984709346148207,0.0,0.5990825607688924,3.0,0.6666666666666666,1.5555555555555556,O6,de-protonated,,0.0,,C9 H14 O6,9.0,14.0,6.0,,,,
16,144,217.1083160172587,217.10814777361557,217.1081472256691,2236981.4720482845,128.3323822316802,807366.6601087435,11.965905821803462,-1,0.002523841189896705,0.9999988442134797,0.0,0.5999993065280879,2.0,0.5,1.8,O5,de-protonated,,0.0,,C10 H18 O5,10.0,18.0,5.0,,,,
17,151,221.08209634186375,221.08192533579478,221.08193247717907,3055500.359514248,62.98860656843847,886343.3569934978,16.689002650281946,-1,-0.032301980571009234,0.9998106911051052,0.0,0.5998864146630631,6.0,0.3333333333333333,1.1666666666666667,O4,de-protonated,,0.0,,C12 H14 O4,12.0,14.0,4.0,,,,
18,170,227.09267557722836,227.0925003973974,227.09249716120908,2202535.022547586,72.50552238076156,943333.2880021131,11.889550907717204,-1,0.014250529455805721,0.999963152517002,0.0,0.5999778915102012,4.0,0.45454545454545453,1.4545454545454546,O5,de-protonated,,0.0,,C11 H16 O5,11.0,16.0,5.0,,,,
